"","ko_map","noFMT_1_duodenum","noFMT_1_jejunum","noFMT_1_ileum","noFMT_1_cecum","noFMT_1_colon","noFMT_2_duodenum","noFMT_2_jejunum","noFMT_2_ileum","noFMT_2_cecum","noFMT_2_colon","noFMT_3_duodenum","noFMT_3_jejunum","noFMT_3_ileum","noFMT_3_cecum","noFMT_3_colon","noFMT_4_duodenum","noFMT_4_jejunum","noFMT_4_ileum","noFMT_4_cecum","noFMT_4_colon","donor_1_duodenum","donor_1_jejunum","donor_1_ileum","donor_1_cecum","donor_1_colon","donor_2_duodenum","donor_2_jejunum","donor_2_ileum","donor_2_cecum","donor_2_colon","donor_3_duodenum","donor_3_jejunum","donor_3_ileum","donor_3_cecum","donor_3_colon","donor_4_duodenum","donor_4_jejunum","donor_4_ileum","donor_4_cecum","donor_4_colon","postFMT_1_duodenum","postFMT_1_jejunum","postFMT_1_ileum","postFMT_1_cecum","postFMT_1_colon","postFMT_2_duodenum","postFMT_2_jejunum","postFMT_2_ileum","postFMT_2_cecum","postFMT_2_colon","postFMT_3_duodenum","postFMT_3_jejunum","postFMT_3_ileum","postFMT_3_cecum","postFMT_3_colon","postFMT_4_duodenum","postFMT_4_jejunum","postFMT_4_ileum","postFMT_4_cecum","postFMT_4_colon"
"433","K00978",1,3,1,1,1,3,48,0,35,3,2,15,3,4,0,2,12,28,12,4,0,0,55,15,1,0,25,0,30,1,0,0,1,6,4,0,12,0,10,25,2,0,0,0,0,1,1,0,0,6,6,3,0,0,0,7,0,0,0,0
"434","K00979",12,1,0,0,7,4,19,0,6,2,3,3,0,1,1,0,7,2,0,2,0,0,4,5,0,0,8,0,3,0,3,1,2,2,7,0,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"435","K00980",0,0,0,0,1,3,11,0,5,1,0,46,0,5,3,0,21,3,2,0,0,0,14,10,1,0,10,0,2,1,1,0,3,0,0,0,0,0,8,5,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"436","K00981",10,6,0,2,3,3,46,0,46,10,1,131,0,18,9,0,138,41,13,2,0,1,101,23,3,1,96,0,17,10,3,8,15,6,9,0,36,0,13,14,1,1,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0
"437","K00982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","K00983",0,0,0,0,0,1,2,0,0,0,0,7,0,0,0,0,1,5,0,2,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","K00984",0,0,1,0,2,0,1,0,3,8,0,5,0,1,1,0,2,2,0,0,0,0,8,4,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","K00986",68,17,3,5,40,11,298,2,124,48,14,155,1,5,17,0,86,162,38,20,0,6,249,172,22,0,123,0,41,19,12,0,22,28,22,0,92,0,60,164,2,0,0,0,0,14,0,0,0,0,0,19,0,0,0,1,0,0,0,0
"441","K00989",0,0,0,0,0,0,17,0,1,0,0,0,1,2,1,0,5,8,16,1,0,0,20,17,0,0,2,0,18,0,0,2,0,1,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","K00990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","K00991",16,3,6,6,25,11,112,1,42,12,0,95,2,6,14,0,81,41,12,3,0,0,110,26,3,0,91,0,29,11,1,6,10,26,7,0,28,0,22,51,3,0,0,0,1,4,0,0,0,0,2,2,0,0,0,1,0,0,0,0
"444","K00995",7,0,0,1,6,4,63,0,36,15,2,45,21,0,6,0,37,26,14,2,0,1,112,20,4,0,38,0,110,4,1,1,3,5,13,0,15,0,12,52,2,1,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
"445","K00996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","K00997",0,0,0,0,10,0,14,0,3,0,0,14,4,0,5,0,44,5,0,0,0,0,16,0,0,5,18,0,0,6,5,1,7,1,1,0,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","K01000",21,8,2,4,24,9,114,0,54,32,9,217,5,11,27,1,151,73,15,7,1,1,183,22,7,0,136,1,43,6,7,18,13,24,24,0,52,0,22,57,1,1,0,0,0,5,0,0,0,0,3,1,0,0,0,2,0,0,0,0
"448","K01002",0,0,0,0,0,0,8,0,2,0,12,153,8,14,21,0,142,59,12,2,0,0,19,1,1,4,43,0,6,6,0,0,10,5,1,0,12,0,4,3,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"449","K01006",230,90,18,59,305,56,826,1,388,225,141,1431,51,150,119,5,1417,1154,285,70,0,5,2082,316,92,1,786,1,520,111,82,22,437,537,165,0,478,0,150,484,1,0,0,0,1,136,1,0,0,0,39,27,0,0,0,59,0,0,0,0
"450","K01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","K01008",9,0,0,0,0,0,54,2,17,1,0,13,0,0,0,0,1,12,1,1,0,0,46,2,0,0,39,0,3,1,0,8,0,4,1,0,16,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","K01009",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,2,0,1,1,0,0,0,0,0,0,1,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"453","K01011",0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,6,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","K01012",5,0,1,1,10,6,80,0,11,4,4,39,0,9,1,0,38,43,3,1,0,1,94,18,0,0,75,0,5,4,2,5,2,6,2,0,27,0,7,26,2,0,0,0,0,2,0,0,0,1,0,3,0,0,0,2,0,0,0,0
"455","K01023",1,0,0,0,3,0,13,0,12,54,0,15,0,10,3,0,11,6,16,1,0,7,22,21,1,0,2,0,5,0,0,0,0,5,0,0,5,0,9,23,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","K01026",0,0,0,0,0,0,34,0,12,7,0,4,0,0,0,0,6,21,20,0,0,1,58,3,1,1,11,0,39,0,1,0,6,6,3,0,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"457","K01028",0,0,0,0,0,0,32,0,22,0,0,1,0,0,0,0,6,1,13,0,0,0,36,12,2,0,23,0,16,0,0,1,0,6,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","K01034",0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,6,5,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","K01035",0,0,0,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,4,0,0,0,4,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","K01039",0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,3,3,28,0,1,0,22,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","K01040",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","K01042",2,0,0,1,0,1,8,0,4,0,0,7,0,0,0,0,0,1,1,0,0,0,13,0,0,0,18,1,1,0,1,2,10,3,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","K01046",0,0,7,0,0,5,44,0,70,1,0,133,0,26,0,0,3,55,7,1,0,0,156,1,29,0,32,0,96,5,0,0,3,52,3,0,2,0,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"464","K01048",0,1,0,4,0,2,25,0,0,0,0,15,3,2,0,0,7,28,7,0,0,0,25,11,4,0,20,0,10,0,7,1,0,2,0,0,4,0,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","K01051",22,8,2,1,7,0,23,0,17,12,0,1,0,0,4,0,5,0,2,6,0,0,25,9,0,0,1,0,12,5,1,1,0,3,7,0,0,0,4,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","K01053",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","K01056",13,3,1,7,10,10,67,1,21,13,4,58,4,6,19,1,84,27,6,4,0,1,109,36,6,1,73,0,19,16,2,9,3,8,4,0,27,0,20,27,0,3,0,1,0,3,1,6,0,0,1,3,0,0,0,0,1,0,0,0
"468","K01058",22,0,0,0,4,2,20,0,6,14,2,5,0,0,2,0,3,2,0,1,0,0,0,2,0,1,10,1,0,1,4,0,0,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"469","K01060",0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,1,2,0,1,3,1,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","K01061",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","K01066",3,1,0,0,6,2,4,0,1,1,0,2,0,0,0,1,3,1,1,0,0,0,17,5,2,0,16,0,0,1,5,0,0,2,6,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"472","K01069",13,1,0,3,14,0,45,0,13,8,0,68,6,9,11,1,71,30,26,0,0,0,96,32,4,0,52,1,42,9,16,11,9,17,6,0,24,0,20,23,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"473","K01071",0,0,0,0,0,0,2,1,0,0,0,4,0,0,1,0,1,1,2,1,0,0,8,0,0,0,3,0,5,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"474","K01077",41,1,7,0,15,4,47,221,12,42,3,9,2,0,8,136,15,0,2,50,194,0,19,25,78,211,21,229,26,100,163,0,3,40,103,97,4,131,23,14,0,1,36,0,0,9,0,42,2,9,1,2,75,2,0,1,2,74,39,0
"475","K01079",33,0,4,0,10,2,58,0,18,6,2,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,0,0,1,9,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"476","K01081",0,0,0,0,1,2,2,0,1,0,0,5,1,0,1,0,0,4,2,0,0,0,22,1,0,0,9,0,2,3,0,3,7,1,0,0,3,0,2,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"477","K01082",0,0,2,0,0,0,5,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,11,2,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","K01085",9,0,0,0,2,0,6,0,3,9,0,1,0,0,1,0,4,0,0,3,0,0,0,2,2,0,4,0,0,5,3,1,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"479","K01087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","K01089",9,0,1,0,16,3,19,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","K01090",0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","K01091",12,3,0,7,22,5,146,0,81,26,3,148,5,18,14,0,91,73,17,3,2,0,187,31,6,0,88,0,20,15,2,7,5,24,4,0,40,0,38,53,3,1,0,0,0,5,0,0,0,0,4,3,0,0,0,17,0,0,0,0
"483","K01092",11,1,1,2,12,9,69,0,10,10,7,80,3,1,5,0,67,24,5,2,0,0,51,11,0,0,29,0,13,1,1,2,1,2,3,0,8,0,5,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"484","K01093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","K01095",2,1,2,1,1,0,4,0,7,4,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","K01101",16,0,0,0,0,1,8,0,5,0,1,7,0,0,0,0,6,1,0,5,0,0,16,2,0,0,3,0,0,0,0,1,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"487","K01104",8,0,2,1,10,5,164,0,41,20,18,321,4,13,24,1,250,70,15,9,0,0,134,69,2,0,131,0,72,12,9,16,7,19,1,0,27,0,20,56,0,9,0,0,4,4,0,0,0,0,12,8,0,0,0,0,0,0,0,0
"488","K01114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","K01118",0,0,0,0,0,0,10,0,0,7,0,2,0,0,0,0,0,3,0,0,0,0,13,0,0,0,5,0,2,0,0,2,2,12,15,0,64,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"490","K01119",19,0,0,5,19,4,56,0,15,12,3,16,0,5,0,0,7,4,0,0,0,1,24,13,5,0,9,0,11,2,7,0,0,4,5,0,5,0,5,15,11,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"491","K01126",13,0,0,1,22,1,104,0,18,6,27,275,7,16,35,0,266,104,18,8,0,0,59,19,2,3,86,1,9,12,2,17,22,14,13,0,68,1,10,16,2,2,0,0,0,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0
"492","K01129",18,3,1,5,42,16,104,0,43,41,5,124,1,13,11,2,173,83,68,5,0,1,167,32,3,0,107,0,36,16,7,3,12,14,14,0,92,0,14,45,0,0,0,0,1,5,0,0,0,0,3,3,0,0,0,4,0,0,0,0
"493","K01130",0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","K01133",1,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,1,0,0,0,0,7,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","K01138",0,0,0,0,0,0,0,0,0,0,2,11,1,0,2,0,20,11,1,0,0,0,8,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","K01139",0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","K01141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,6,0,0,17,0,1,2,0,0,1,3,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","K01142",11,0,0,8,23,14,86,178,28,13,0,32,1,9,0,514,26,25,8,14,17,0,171,32,79,552,67,577,97,56,43,3,10,40,60,177,31,121,21,25,0,1,395,0,1,34,1,873,0,91,0,2,1331,1,0,27,0,637,51,1
"499","K01144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","K01146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","K01147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","K01150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","K01151",11,2,2,0,9,12,96,4,29,38,2,28,5,6,6,0,72,24,32,3,0,0,148,10,1,1,139,1,66,6,7,11,19,8,9,0,51,0,5,24,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,1,0,0,0
"504","K01153",157,77,22,24,106,33,592,2,390,149,38,717,34,53,95,2,440,443,132,42,3,18,1478,503,35,11,836,3,449,110,18,48,73,394,102,0,281,0,400,612,19,5,0,1,2,104,7,0,0,0,43,28,0,0,0,92,0,0,0,0
"505","K01154",116,40,40,22,58,24,297,0,278,73,8,147,37,30,40,0,70,116,51,32,0,0,282,271,62,2,370,3,191,47,44,35,26,156,121,0,156,0,95,272,15,16,0,0,0,28,3,3,0,0,31,15,0,0,0,18,0,0,0,0
"506","K01155",1,2,0,0,0,0,5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,1,0,0,0,0,0,0,6,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","K01156",76,0,13,16,67,31,337,0,76,30,24,265,7,18,17,1,166,114,16,7,0,27,374,192,25,1,257,0,125,16,15,2,16,56,17,0,72,0,55,117,7,4,0,2,0,17,0,0,0,0,5,29,0,0,0,11,0,0,0,0
"508","K01159",4,1,1,1,8,0,49,0,11,5,2,54,1,6,1,0,28,12,2,4,0,0,26,8,0,1,28,0,4,2,0,2,4,4,7,0,7,0,6,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"509","K01160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","K01163",8,7,2,2,13,4,80,0,42,7,6,136,2,7,7,0,56,37,9,2,0,1,145,27,25,0,47,0,40,13,4,1,1,37,6,0,53,0,14,29,4,2,0,0,0,2,0,0,0,0,23,1,0,0,0,21,0,0,0,0
"511","K01173",15,0,2,1,16,3,41,0,2,5,2,3,0,1,0,0,4,0,0,1,0,0,0,3,1,0,3,0,0,0,2,0,1,4,4,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"512","K01174",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,8,2,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"513","K01176",14,5,2,3,17,6,57,0,21,4,1,12,0,0,0,0,15,7,13,2,0,0,36,15,0,0,30,0,1,5,1,0,4,10,5,0,13,0,5,17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0
"514","K01179",33,3,2,1,9,1,69,0,35,19,7,63,5,6,5,0,58,40,6,6,0,2,73,28,1,0,70,0,28,12,4,5,10,12,15,0,16,0,17,34,1,0,0,0,0,2,0,0,0,1,3,1,0,0,0,1,1,0,0,0
"515","K01181",22,7,0,1,7,3,39,0,19,13,0,1,0,0,2,2,1,6,5,2,0,0,18,9,0,0,6,0,9,4,1,0,2,4,5,0,2,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"516","K01182",2,14,11,5,2,2,141,0,73,2,1,72,3,2,0,0,66,61,21,1,0,0,199,30,4,1,125,0,39,2,0,5,7,22,4,0,31,0,31,64,1,0,0,0,0,8,0,0,0,0,3,13,0,0,0,4,0,0,0,0
"517","K01183",4,0,1,0,0,0,4,0,25,0,0,8,0,0,0,0,6,4,2,0,0,0,17,2,0,0,8,0,3,2,1,2,7,8,2,0,6,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","K01185",51,1,4,4,34,0,91,0,65,47,38,9,0,0,1,0,7,0,0,10,0,0,1,34,0,0,58,0,2,6,15,0,4,2,16,0,0,0,13,40,0,0,0,0,0,1,0,0,0,10,4,0,0,0,0,3,0,0,0,0
"519","K01186",10,0,0,0,3,2,9,0,3,3,12,158,1,3,17,0,112,41,5,1,2,0,19,1,1,1,22,0,6,4,2,3,6,0,2,0,3,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","K01187",40,3,5,4,37,14,242,0,87,27,5,73,16,16,7,0,86,103,38,16,0,5,241,57,11,2,158,3,45,22,11,25,7,19,27,0,50,0,16,55,2,7,0,0,1,8,0,0,0,0,9,3,0,0,0,5,0,0,0,0
"521","K01190",1031,37,57,23,101,62,502,19283,233,1930,646,1177,66,85,689,17948,1278,497,88,3085,8081,6,913,2210,5572,22335,524,23858,2056,5662,6410,59,92,1465,5148,6722,89,7451,2169,1268,12,162,7446,0,57,871,44,8766,23,833,65,99,16814,230,8,29,180,14802,3584,28
"522","K01191",4,2,0,2,1,1,40,1,19,7,56,995,24,53,89,3,821,362,40,6,0,1,161,21,1,0,124,0,40,23,3,13,10,28,13,0,28,0,17,26,1,4,0,0,0,5,0,0,0,0,2,1,0,0,0,2,0,0,0,0
"523","K01192",8,7,1,4,3,4,69,0,49,10,19,258,6,11,21,0,224,93,30,5,0,2,111,25,1,1,97,0,22,9,9,10,9,15,15,0,16,0,16,30,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0
"524","K01193",0,6,10,2,2,17,182,4,57,8,1,84,6,6,2,5,46,108,37,2,1,2,307,34,104,10,224,10,82,24,5,12,23,28,49,6,143,0,24,56,50,3,13,0,0,7,0,21,0,2,4,23,24,0,0,3,0,11,2,0
"525","K01194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526","K01195",4,0,1,2,8,2,27,0,3,32,0,3,0,9,8,0,0,10,0,3,0,0,16,3,1,0,8,0,3,0,1,0,0,7,0,0,2,0,3,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"527","K01197",7,1,0,0,6,3,22,0,3,3,0,7,0,1,0,0,8,1,0,1,0,0,8,5,2,0,14,1,1,2,8,0,0,8,4,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"528","K01198",49,15,5,5,37,13,148,1,61,25,1,46,1,5,2,0,4,16,5,6,0,1,120,31,3,3,72,0,19,13,2,0,2,12,9,0,15,0,14,38,3,1,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"529","K01200",42,2,1,4,27,12,82,2,29,10,3,18,3,2,8,0,13,25,12,2,0,0,97,29,1,1,35,0,36,4,5,12,12,12,16,0,8,0,10,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"530","K01201",9,0,0,0,11,4,52,0,12,25,0,7,0,11,2,0,34,11,6,1,0,0,14,9,0,0,17,0,3,4,1,0,2,0,7,0,6,0,1,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
"531","K01205",5,0,1,1,3,0,6,0,6,9,3,86,1,13,11,0,78,45,3,0,0,0,16,4,0,0,13,0,2,3,1,1,0,0,6,0,5,0,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","K01206",72,21,8,1,39,10,132,2,43,15,29,452,9,59,43,1,359,156,25,7,0,3,176,20,5,1,127,0,21,21,19,5,12,15,24,0,16,0,12,52,7,1,0,0,0,2,0,2,0,1,1,1,0,0,0,2,0,0,0,0
"533","K01207",0,9,5,2,0,9,77,0,28,3,1,30,2,7,2,0,10,34,9,4,0,6,115,18,1,0,72,0,24,10,2,10,16,40,6,0,15,0,10,25,8,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,0,0
"534","K01208",5,3,1,1,0,0,30,4,37,3,0,19,0,6,0,0,8,6,3,5,0,0,37,3,2,0,18,0,17,5,3,0,0,6,0,0,21,0,10,37,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
"535","K01209",15,4,10,3,23,6,97,0,32,12,22,311,14,25,40,1,192,89,22,13,0,3,132,32,4,2,114,0,48,7,3,3,6,22,14,0,22,0,15,55,1,2,0,0,1,20,0,0,0,0,2,1,0,0,0,5,1,0,0,0
"536","K01212",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
