"","ko_map","noFMT_1_duodenum","noFMT_1_jejunum","noFMT_1_ileum","noFMT_1_cecum","noFMT_1_colon","noFMT_2_duodenum","noFMT_2_jejunum","noFMT_2_ileum","noFMT_2_cecum","noFMT_2_colon","noFMT_3_duodenum","noFMT_3_jejunum","noFMT_3_ileum","noFMT_3_cecum","noFMT_3_colon","noFMT_4_duodenum","noFMT_4_jejunum","noFMT_4_ileum","noFMT_4_cecum","noFMT_4_colon","donor_1_duodenum","donor_1_jejunum","donor_1_ileum","donor_1_cecum","donor_1_colon","donor_2_duodenum","donor_2_jejunum","donor_2_ileum","donor_2_cecum","donor_2_colon","donor_3_duodenum","donor_3_jejunum","donor_3_ileum","donor_3_cecum","donor_3_colon","donor_4_duodenum","donor_4_jejunum","donor_4_ileum","donor_4_cecum","donor_4_colon","postFMT_1_duodenum","postFMT_1_jejunum","postFMT_1_ileum","postFMT_1_cecum","postFMT_1_colon","postFMT_2_duodenum","postFMT_2_jejunum","postFMT_2_ileum","postFMT_2_cecum","postFMT_2_colon","postFMT_3_duodenum","postFMT_3_jejunum","postFMT_3_ileum","postFMT_3_cecum","postFMT_3_colon","postFMT_4_duodenum","postFMT_4_jejunum","postFMT_4_ileum","postFMT_4_cecum","postFMT_4_colon"
"3899","K18866",0,0,0,0,0,0,9,0,4,0,0,4,1,0,1,0,0,1,0,0,0,0,42,5,0,0,22,0,2,3,0,1,0,1,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3900","K18887",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3901","K18888",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3902","K18889",1,20,1,1,2,13,19,2,10,0,1,16,2,3,2,0,6,10,3,3,0,0,62,8,0,0,17,0,25,10,0,0,6,5,0,0,8,0,0,17,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3903","K18890",3,4,3,0,4,0,16,0,10,0,0,14,0,1,2,0,12,21,13,0,0,1,118,38,2,0,20,0,39,28,1,3,9,3,1,0,45,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3904","K18891",0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,11,0,0,2,0,0,2,1,0,0,5,0,0,1,1,6,2,1,26,0,101,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3905","K18892",0,0,0,0,0,3,4,0,3,1,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3906","K18898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3907","K18899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3908","K18907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3909","K18909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3910","K18910",1,0,0,0,0,0,12,0,1,0,0,7,0,0,0,0,0,3,0,0,0,0,10,1,0,0,12,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3911","K18918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3912","K18919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3913","K18926",1,0,0,0,2,0,9,0,8,3,0,9,0,0,1,0,55,5,0,1,0,0,7,3,0,0,23,0,0,4,1,2,10,2,15,0,50,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3914","K18928",10,2,0,1,1,2,5,0,8,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3915","K18929",12,0,1,1,8,0,8,0,10,1,2,1,0,0,0,0,0,1,0,2,0,2,0,2,0,0,20,0,2,2,1,6,4,2,5,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3916","K18930",2,1,0,3,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,3,2,0,0,2,7,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3917","K18934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,1,1,6,0,13,0,46,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3918","K18979",12,1,0,2,10,3,31,1,13,9,0,0,0,1,3,0,4,1,0,5,0,0,9,2,0,0,4,0,1,3,2,2,2,3,13,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3919","K18983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"3920","K18986",2,0,0,25,0,2,219,20,200,12,0,206,10,24,2,0,45,162,150,33,0,0,553,411,154,0,638,0,125,46,4,32,12,143,49,0,190,0,54,134,22,14,0,0,0,89,0,0,0,0,31,9,0,0,0,0,0,0,0,0
"3921","K18988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3922","K19002",2,0,0,0,3,1,11,0,3,1,0,2,1,0,0,0,4,1,7,0,0,0,50,1,0,0,9,0,11,1,4,8,7,1,2,0,10,0,42,29,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3923","K19005",8,1,0,1,2,0,22,4,6,5,0,6,5,0,1,0,7,4,3,3,0,1,13,5,0,1,29,0,7,2,7,9,6,3,12,0,61,0,3,11,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3924","K19046",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3925","K19048",0,0,0,0,0,9,77,0,32,0,0,37,0,2,0,0,27,45,0,0,0,0,52,135,6,0,69,0,12,4,0,2,0,9,1,0,2,0,22,138,9,0,0,0,0,28,0,0,0,0,1,0,0,0,0,4,0,0,0,0
"3926","K19049",17,0,0,0,1,0,2,0,3,6,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3927","K19052",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3928","K19055",3,0,0,0,2,1,14,0,12,0,0,6,0,2,0,0,2,6,2,0,0,2,26,11,0,0,34,0,17,2,1,3,3,0,0,0,7,0,5,31,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3929","K19064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3930","K19068",0,1,0,0,0,1,12,0,1,0,0,6,3,0,0,0,3,0,0,0,0,0,9,7,0,1,10,0,4,1,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3931","K19075",0,0,0,0,0,0,5,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3932","K19076",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3933","K19088",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3934","K19090",1,0,0,1,0,0,2,0,1,3,0,0,2,2,1,0,4,9,4,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3935","K19091",0,3,1,0,0,1,12,0,5,4,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,3,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3936","K19092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3937","K19096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3938","K19114",1,1,1,0,0,0,7,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3939","K19115",0,5,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3940","K19116",0,1,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3941","K19117",2,0,0,0,1,5,33,0,21,2,0,9,0,0,0,0,3,19,3,1,0,0,32,9,5,0,40,0,6,2,0,2,0,15,9,0,11,0,10,8,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3942","K19118",2,0,0,0,1,0,27,0,25,0,0,7,0,2,0,0,4,13,2,0,0,0,45,7,2,0,18,0,10,5,0,0,2,24,4,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3943","K19119",1,0,0,0,0,2,14,0,3,0,1,3,0,0,0,0,3,3,7,0,0,0,13,11,0,0,13,0,10,0,2,0,1,6,1,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3944","K19123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,1,0,0,5,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3945","K19124",0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,1,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3946","K19125",0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3947","K19126",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3948","K19128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3949","K19131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3950","K19134",0,0,0,0,0,0,8,0,1,0,0,2,0,1,0,1,1,1,0,0,0,0,3,1,0,0,5,0,3,2,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3951","K19137",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,5,0,1,0,1,2,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3952","K19138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3953","K19139",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3954","K19140",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3955","K19141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3956","K19142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3957","K19147",9,0,0,1,4,0,4,0,7,7,0,2,0,0,0,0,0,2,1,0,0,0,11,6,0,1,14,0,4,0,1,2,0,3,2,0,6,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3958","K19157",15,1,0,0,9,2,28,0,18,7,0,27,0,1,0,0,11,26,3,0,0,0,44,9,0,1,26,0,8,0,4,0,3,6,2,0,43,0,5,14,0,0,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0
"3959","K19158",18,5,3,0,22,3,65,0,67,25,0,15,0,0,3,0,2,27,3,2,0,0,69,66,4,0,40,0,34,6,1,0,6,55,11,0,50,0,12,50,4,0,0,0,0,43,0,0,0,0,1,1,0,0,0,4,0,0,0,0
"3960","K19159",5,1,0,0,0,1,29,0,46,10,0,7,6,0,0,0,10,4,0,1,0,0,53,69,8,0,8,0,38,3,0,0,9,54,14,0,20,0,10,6,0,0,0,0,0,27,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"3961","K19165",0,25,0,0,0,0,1,0,13,0,0,0,4,0,0,0,0,4,0,0,0,0,23,5,1,0,0,0,0,0,0,0,0,9,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3962","K19166",15,0,0,1,3,2,33,1,6,6,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3963","K19167",0,5,0,0,0,2,21,0,9,4,0,3,0,1,0,0,0,0,2,0,0,0,1,41,11,0,5,0,0,9,0,0,1,6,1,0,3,0,50,81,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0
"3964","K19168",0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3965","K19169",0,0,0,0,0,2,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3966","K19170",0,0,0,0,0,0,5,0,1,1,2,7,0,2,0,0,0,9,0,0,0,0,10,7,0,0,5,0,3,1,0,0,0,7,0,0,3,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3967","K19171",6,2,0,0,10,2,17,0,8,6,4,30,1,2,3,0,53,31,3,2,0,1,32,12,0,0,37,0,8,3,9,0,5,11,3,0,8,0,0,5,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0
"3968","K19172",0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3969","K19173",1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3970","K19174",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3971","K19175",0,0,0,0,0,6,3,0,1,0,0,3,0,0,0,0,4,5,1,0,0,0,15,5,1,0,5,0,4,2,0,0,0,1,1,0,1,0,3,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0
"3972","K19200",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3973","K19220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3974","K19221",1,6,0,1,0,1,38,0,0,0,0,6,1,0,0,0,1,6,3,0,0,0,35,10,0,0,12,0,8,1,4,1,0,11,0,0,10,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3975","K19222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3976","K19223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3977","K19225",1,2,4,6,0,0,18,1,19,9,0,5,1,11,1,0,7,11,9,3,0,0,21,12,5,0,20,0,5,2,2,3,11,6,0,0,3,0,1,14,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3978","K19226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3979","K19227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3980","K19228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3981","K19234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3982","K19235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3983","K19242",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3984","K19244",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3985","K19265",12,1,0,1,3,4,30,0,2,0,6,90,6,6,11,0,72,27,18,6,0,0,55,14,0,3,18,0,8,6,0,3,4,7,11,0,3,0,9,17,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0
"3986","K19267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3987","K19268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3988","K19270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3989","K19271",14,3,13,9,20,4,132,0,193,32,14,65,30,19,9,0,36,43,21,1,0,0,62,48,2,0,39,4,6,11,2,9,4,4,6,0,9,0,11,28,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"3990","K19273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3991","K19285",1,0,0,2,0,0,8,0,3,0,0,7,0,0,0,0,0,7,4,1,0,0,15,2,0,0,15,0,5,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"3992","K19286",14,0,0,0,9,1,21,0,6,3,0,3,0,0,3,0,1,0,0,3,0,0,2,1,0,1,3,1,1,3,1,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3993","K19294",3,27,8,1,6,12,123,0,137,12,1,144,3,7,4,1,110,63,50,0,0,32,341,54,9,0,140,2,219,36,3,10,9,72,17,0,56,0,44,145,3,2,0,0,0,4,0,0,0,0,6,68,0,0,0,10,1,0,0,0
"3994","K19302",2,1,0,1,0,0,19,1,7,5,0,20,1,1,3,0,5,14,7,1,0,0,52,11,0,0,32,0,8,2,3,1,3,19,6,0,18,0,13,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"3995","K19303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3996","K19304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3997","K19309",0,5,0,2,0,2,236,0,178,5,0,194,12,8,0,0,40,126,36,0,6,0,494,443,58,0,203,0,97,17,11,0,6,86,35,0,28,0,72,260,1,0,0,0,0,14,0,0,0,0,1,4,0,0,0,26,0,0,0,0
"3998","K19310",1,0,0,5,3,28,119,0,100,13,0,70,3,9,0,0,4,36,33,1,0,0,135,193,14,0,98,0,81,8,0,8,3,32,5,0,31,0,76,72,3,1,0,0,0,17,6,0,0,0,5,8,0,0,0,1,0,0,0,0
"3999","K19312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4000","K19333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4001","K19334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4002","K19336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
