seqid,OTU,read_count,sporo_read_count,rel_abd,domain,phylum,class,order,family,genus,mouse_type,polysacc,replicate
psac.052,Otu1304,0,1,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,glucose,2
psac.052,Otu1449,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1770,0,1,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,glucose,2
psac.052,Otu1592,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1971,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1979,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1916,0,1,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,glucose,2
psac.052,Otu1743,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,JE,glucose,2
psac.052,Otu1013,0,1,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,JE,glucose,2
psac.052,Otu1568,0,1,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,glucose,2
psac.052,Otu811,0,1,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,JE,glucose,2
psac.052,Otu1826,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1872,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,JE,glucose,2
psac.052,Otu1976,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,glucose,2
psac.052,Otu1973,0,1,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,JE,glucose,2
psac.052,Otu1806,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,JE,glucose,2
psac.052,Otu2067,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,JE,glucose,2
psac.053,Otu15,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu11,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu6,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JE,H20,1
psac.053,Otu18,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu9,0,261,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,JE,H20,1
psac.053,Otu34,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,JE,H20,1
psac.053,Otu48,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu73,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,JE,H20,1
psac.053,Otu37,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JE,H20,1
psac.053,Otu234,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu50,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,JE,H20,1
psac.053,Otu133,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bacteroides,JE,H20,1
psac.053,Otu4,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,JE,H20,1
psac.053,Otu8,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,JE,H20,1
psac.053,Otu123,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu136,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,JE,H20,1
psac.053,Otu346,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,JE,H20,1
psac.053,Otu513,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JE,H20,1
psac.053,Otu367,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,JE,H20,1
psac.053,Otu53,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,JE,H20,1
psac.053,Otu93,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,JE,H20,1
psac.053,Otu7,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JE,H20,1
psac.053,Otu334,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu44,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,JE,H20,1
psac.053,Otu153,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus,JE,H20,1
psac.053,Otu120,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JE,H20,1
psac.053,Otu102,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,JE,H20,1
psac.053,Otu205,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu32,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,JE,H20,1
psac.053,Otu338,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu406,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,JE,H20,1
psac.053,Otu68,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu311,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,JE,H20,1
psac.053,Otu389,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,JE,H20,1
psac.053,Otu117,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,JE,H20,1
psac.053,Otu106,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,JE,H20,1
psac.053,Otu258,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,JE,H20,1
psac.053,Otu60,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,JE,H20,1
psac.053,Otu433,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,JE,H20,1
psac.053,Otu33,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JE,H20,1
psac.053,Otu24,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu5,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu281,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JE,H20,1
psac.053,Otu459,0,261,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,JE,H20,1
psac.053,Otu23,1,261,0.16666666666666666,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu3,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JE,H20,1
psac.053,Otu175,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu21,1,261,0.16666666666666666,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,JE,H20,1
psac.053,Otu193,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu39,1,261,0.16666666666666666,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu40,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Barnesiella,JE,H20,1
psac.053,Otu76,0,261,0,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,JE,H20,1
psac.053,Otu12,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu90,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,JE,H20,1
psac.053,Otu130,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,JE,H20,1
psac.053,Otu151,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu748,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,JE,H20,1
psac.053,Otu17,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu2,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,JE,H20,1
psac.053,Otu22,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu484,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JE,H20,1
psac.053,Otu521,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,JE,H20,1
psac.053,Otu42,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu30,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu43,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu58,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu20,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu70,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JE,H20,1
psac.053,Otu86,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu75,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Muribaculum,JE,H20,1
psac.053,Otu77,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JE,H20,1
psac.053,Otu63,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu94,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu269,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu824,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Mogibacterium,JE,H20,1
psac.053,Otu46,3,261,0.5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu390,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,JE,H20,1
psac.053,Otu170,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu567,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu190,0,261,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,JE,H20,1
psac.053,Otu668,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,JE,H20,1
psac.053,Otu393,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,JE,H20,1
psac.053,Otu747,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JE,H20,1
psac.053,Otu682,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu978,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,JE,H20,1
psac.053,Otu1100,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JE,H20,1
psac.053,Otu1689,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,JE,H20,1
psac.053,Otu168,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu1130,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,JE,H20,1
psac.053,Otu632,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JE,H20,1
psac.053,Otu55,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,JE,H20,1
psac.053,Otu1318,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu207,0,261,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,JE,H20,1
psac.053,Otu1625,0,261,0,NA,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,JE,H20,1
psac.053,Otu62,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JE,H20,1
psac.053,Otu98,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu28,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,JE,H20,1
psac.053,Otu31,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JE,H20,1
psac.053,Otu147,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,JE,H20,1
psac.053,Otu891,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu145,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,JE,H20,1
psac.053,Otu163,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,JE,H20,1
psac.053,Otu138,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JE,H20,1
psac.053,Otu550,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu398,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,JE,H20,1
psac.053,Otu199,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Sphingobacteriaceae,Sphingobacterium,JE,H20,1
psac.053,Otu139,0,261,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JE,H20,1
psac.053,Otu118,0,261,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,JE,H20,1
psac.053,Otu329,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JE,H20,1
psac.053,Otu246,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JE,H20,1
psac.053,Otu178,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JE,H20,1
psac.053,Otu89,0,261,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,JE,H20,1
psac.053,Otu1079,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu788,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu496,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,JE,H20,1
psac.053,Otu1357,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JE,H20,1
psac.053,Otu303,0,261,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,JE,H20,1
psac.053,Otu1015,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu606,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JE,H20,1
psac.053,Otu599,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,JE,H20,1
psac.053,Otu289,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,JE,H20,1
psac.053,Otu576,0,261,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JE,H20,1
psac.053,Otu1223,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu658,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu742,0,261,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,JE,H20,1
psac.053,Otu1305,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1380,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1480,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1011,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,JE,H20,1
psac.053,Otu1292,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,JE,H20,1
psac.053,Otu603,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,JE,H20,1
psac.053,Otu662,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,JE,H20,1
psac.053,Otu1320,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu455,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu561,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,JE,H20,1
psac.053,Otu141,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu1647,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,JE,H20,1
psac.053,Otu1796,0,261,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,JE,H20,1
psac.053,Otu1970,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,JE,H20,1
psac.053,Otu1207,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1655,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1746,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1786,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Lawsonellaceae,Lawsonella,JE,H20,1
psac.053,Otu1476,0,261,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,JE,H20,1
psac.053,Otu472,0,261,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JE,H20,1
psac.053,Otu1590,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu2037,0,261,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,JE,H20,1
psac.053,Otu1985,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,JE,H20,1
psac.053,Otu1904,0,261,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,JE,H20,1
psac.053,Otu1622,0,261,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JE,H20,1
psac.053,Otu2018,0,261,0,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,JE,H20,1
psac.053,Otu1382,0,261,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,JE,H20,1
psac.053,Otu1738,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1779,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,JE,H20,1
psac.053,Otu26,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JE,H20,1
psac.053,Otu698,0,261,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Sphingobacteriaceae,Pedobacter,JE,H20,1
psac.053,Otu763,0,261,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JE,H20,1
psac.053,Otu1801,0,261,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,JE,H20,1
psac.053,Otu1389,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1811,0,261,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,JE,H20,1
psac.053,Otu1823,0,261,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,JE,H20,1
psac.053,Otu1403,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,JE,H20,1
psac.053,Otu1974,0,261,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,JE,H20,1
psac.053,Otu1614,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1760,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu2044,0,261,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,JE,H20,1
psac.053,Otu1510,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1903,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1304,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1449,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1770,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
psac.053,Otu1592,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1971,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1979,0,261,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JE,H20,1
psac.053,Otu1916,0,261,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JE,H20,1
