Otu1937	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1938	Oxalobacter	Root	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
Otu1939	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1940	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1941	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1942	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1943	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1944	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1945	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1946	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1947	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1948	Anaerovibrio	Root	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae
Otu1949	Anaerobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1950	Papillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1951	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1952	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1953	Tepidibaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1954	Defluviitalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae
Otu1955	Defluviitalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae
Otu1956	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1957	Beduinibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae
Otu1958	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1959	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1960	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1961	Anaerobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1962	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1963	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1964	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1965	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu1966	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1967	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1968	Christensenella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae
Otu1969	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1970	Fournierella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1971	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1972	Caproiciproducens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1973	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1974	Saccharibacteria_genera_incertae_sedis	Root	Bacteria	Candidatus Saccharibacteria	NA	NA	NA
Otu1975	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1976	Intestinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1977	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1978	Oceanirhabdus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1
Otu1979	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1980	Alkalibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
Otu1981	Roseburia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1982	Subdoligranulum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1983	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1984	Citrobacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu1985	Rothia	Root	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
Otu1986	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1987	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1988	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1989	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1990	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1991	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1992	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1993	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1994	Corynebacterium	Root	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae
Otu1995	Mailhella	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu1996	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1997	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1998	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1999	Catabacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae
Otu2000	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2001	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu2002	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu2003	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2004	Sporobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2005	Massiliimalia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2006	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2007	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2008	Anaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2009	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2010	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2011	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2012	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2013	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2014	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2015	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2016	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2017	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2018	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2019	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2020	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2021	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2022	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2023	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2024	Lachnospira	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2025	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2026	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu2027	Fusicatenibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2028	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2029	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2030	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2031	Saccharibacteria_genera_incertae_sedis	Root	Bacteria	Candidatus Saccharibacteria	NA	NA	NA
Otu2032	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2033	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu2034	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu2035	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2036	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2037	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2038	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2039	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2040	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2041	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu2042	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2043	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2044	Faecalibaculum	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2045	Ercella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2046	Petroclostridium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2047	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2048	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2049	Enteroscipio	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu2050	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2051	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2052	Ligilactobacillus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
Otu2053	Alkalibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
Otu2054	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2055	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2056	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2057	Sellimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2058	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2059	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2060	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2061	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2062	Acetobacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Williamwhitmaniaceae
Otu2063	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2064	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2065	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2066	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2067	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2068	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2069	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2070	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu2071	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2072	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2073	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2074	Hespellia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2075	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2076	Entomoplasma	Root	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae
Otu2077	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2078	Klebsiella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu2079	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2080	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2081	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2082	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2083	Anaerobutyricum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2084	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2085	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2086	Fusicatenibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2087	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2088	Mesorhizobium	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
Otu2089	Enorma	Root	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae
Otu2090	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu2091	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2092	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu2093	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2094	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2095	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2096	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2097	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2098	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2099	Lachnospira	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2100	Escherichia/Shigella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu2101	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2102	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2103	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2104	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2105	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2106	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2107	Pseudobutyrivibrio	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2108	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2109	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu2110	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2111	Pseudoclostridium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2112	Anaerobutyricum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2113	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu2114	Pseudobacteroides	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2115	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2116	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2117	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2118	Faecalibacillus	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2119	Christensenella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae
Otu2120	Sporosarcina	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
Otu2121	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2122	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2123	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2124	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2125	Thermotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu2126	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2127	Amedibacterium	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2128	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2129	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2130	Oscillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2131	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2132	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2133	Rothia	Root	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
Otu2134	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2135	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2136	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2137	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2138	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2139	Papillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2140	Blastococcus	Root	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae
Otu2141	Bacillus	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1
Otu2142	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2143	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2144	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2145	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2146	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2147	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2148	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2149	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu2150	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu2151	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2152	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu2153	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2154	Aminivibrio	Root	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae
Otu2155	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2156	Fonticella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1
Otu2157	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2158	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2159	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2160	Streptococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
Otu2161	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2162	Klebsiella	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
Otu2163	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2164	Alkalibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
Otu2165	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2166	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2167	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2168	Alkalibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
Otu2169	Fournierella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2170	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2171	Saccharibacteria_genera_incertae_sedis	Root	Bacteria	Candidatus Saccharibacteria	NA	NA	NA
Otu2172	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2173	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2174	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2175	Catabacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae
Otu2176	Bacillus	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1
