gene,postFMT_2_jejunum
gene_3774385,7
gene_4207589,7
gene_3107957,7
gene_3074911,7
gene_3579036,7
gene_4051022,7
gene_3903456,7
gene_4361561,7
gene_3998327,7
gene_3324254,7
gene_2594631,7
gene_3936906,7
gene_2513767,7
gene_2868038,7
gene_2708403,7
gene_3747917,7
gene_2560422,7
gene_3479288,7
gene_2862265,7
gene_3577439,7
gene_4470401,7
gene_3195480,7
gene_2591201,7
gene_4436225,7
gene_4398841,7
gene_4106108,7
gene_4043443,7
gene_4291363,7
gene_3402837,7
gene_4001310,7
gene_4451133,7
gene_4610277,7
gene_3201912,7
gene_2664508,7
gene_2563499,7
gene_4360211,7
gene_2744053,7
gene_4344885,7
gene_4325544,7
gene_3602181,7
gene_2809333,7
gene_4110839,7
gene_4163036,7
gene_3222958,7
gene_4028730,7
gene_3032100,7
gene_2817017,7
gene_3908080,7
gene_3612574,7
gene_4430865,7
gene_3140900,7
gene_2472181,7
gene_2223376,7
gene_3914144,7
gene_4427471,7
gene_2486589,7
gene_2942350,7
gene_4221653,7
gene_4385703,7
gene_3407434,7
gene_2768971,7
gene_2943788,7
gene_3377783,7
gene_4315639,7
gene_4217740,7
gene_1026055,7
gene_3453072,7
gene_3741889,7
gene_3618160,7
gene_3443577,7
gene_4066428,7
gene_2580702,7
gene_4093531,7
gene_4484986,7
gene_3865941,7
gene_4034203,7
gene_3793886,7
gene_3208321,7
gene_3390528,7
gene_3851882,7
gene_4568199,7
gene_2545358,7
gene_2553616,7
gene_2487297,7
gene_2204358,7
gene_3898411,7
gene_3551654,7
gene_3910731,7
gene_4092635,7
gene_4506863,7
gene_4077469,7
gene_4329075,7
gene_4453362,7
gene_3652933,7
gene_3508302,7
gene_3472645,7
gene_4446004,7
gene_1760008,7
gene_3293273,7
gene_3230082,7
gene_3760361,7
gene_2555990,7
gene_3726687,7
gene_4614347,7
gene_3401817,7
gene_4159298,7
gene_2826405,7
gene_2850675,7
gene_4362267,7
gene_3540234,7
gene_3661965,7
gene_2285030,7
gene_4609799,7
gene_3062038,7
gene_4442982,7
gene_2576748,7
gene_2204721,7
gene_3231137,7
gene_2321333,7
gene_4451966,7
gene_2955654,7
gene_2904530,7
gene_4521548,7
gene_4608335,7
gene_3949762,7
gene_3958989,7
gene_3513921,7
gene_3573473,7
gene_4452166,7
gene_4500241,7
gene_3849423,7
gene_4562959,7
gene_2620148,7
gene_4301301,7
gene_4488789,7
gene_3014278,7
gene_3100764,7
gene_4440119,7
gene_3885221,7
gene_4297901,7
gene_3241007,7
gene_2197329,7
gene_3668635,7
gene_4105297,7
gene_2903727,7
gene_3370842,7
gene_4139044,7
gene_4384999,7
gene_2977003,7
gene_2193687,7
gene_3389972,7
gene_2286830,7
gene_3956394,7
gene_3071253,7
gene_3570525,7
gene_3644417,7
gene_3969002,7
gene_4008409,7
gene_3121345,7
gene_3193693,7
gene_3883967,7
gene_2037778,7
gene_4287802,7
gene_3747980,7
gene_4373602,7
gene_2147696,7
gene_2851030,7
gene_3006582,7
gene_3901133,7
gene_4155191,7
gene_4418142,7
gene_3986748,7
gene_2808209,7
gene_3395647,7
gene_3476334,7
gene_3631430,7
gene_3425303,7
gene_3003746,7
gene_3813143,7
gene_3571433,7
gene_3834699,7
gene_4410006,7
gene_3602692,7
gene_4199525,7
gene_3604835,7
gene_4057405,7
gene_2691144,7
gene_4075014,7
gene_3660937,7
gene_3772749,7
gene_4590123,7
gene_3822020,7
gene_4468431,7
gene_3424838,7
gene_3717310,7
gene_2894395,7
gene_4043208,7
gene_3442914,7
gene_3074165,7
gene_4260874,7
gene_3656854,7
gene_2944795,7
gene_3304113,7
gene_3727725,7
gene_4514086,7
gene_3854374,7
gene_4067813,7
gene_3772322,7
gene_4004752,7
gene_4103749,7
gene_3359265,7
gene_3212721,7
gene_2436233,7
gene_3638323,7
gene_2707918,7
gene_3939959,7
gene_3697177,7
gene_4362373,7
gene_3601851,7
gene_4581236,7
gene_4160239,7
gene_2677802,7
gene_3044855,7
gene_4360973,7
gene_2448379,7
gene_4628588,7
gene_3973366,7
gene_3697815,7
gene_3555428,7
gene_3190234,7
gene_4205412,7
gene_3633404,7
gene_4565745,7
gene_4473507,7
gene_3775915,7
gene_3021590,7
gene_3053584,7
gene_4636472,7
gene_4462699,7
gene_2391044,7
gene_3348797,7
gene_4323660,7
gene_3187387,7
gene_4399293,7
gene_3341405,7
gene_3122681,7
gene_3448773,7
gene_4141859,7
gene_2870582,7
gene_4270363,7
gene_4235947,7
gene_3371561,7
gene_3408417,7
gene_4053337,7
gene_3053520,7
gene_2739941,7
gene_4429329,7
gene_3014066,7
gene_3972853,7
gene_3722214,7
gene_4610401,7
gene_4235952,7
gene_3924906,7
gene_3104313,7
gene_3886659,7
gene_3173684,7
gene_4099249,7
gene_4351591,7
gene_4106092,7
gene_3468514,7
gene_3622553,7
gene_4149158,7
gene_3512878,7
gene_3342786,7
gene_4535712,7
gene_4121640,7
gene_4266803,7
gene_3244648,7
gene_3466844,7
gene_3938063,7
gene_3412318,7
gene_2823710,7
gene_2555840,7
gene_2500107,7
gene_4467800,7
gene_4620938,7
gene_3501767,7
gene_3373399,7
gene_4371070,7
gene_4311579,7
gene_2853046,7
gene_4381677,7
gene_3189122,7
gene_2917057,7
gene_2805690,7
gene_3536861,7
gene_3509741,7
gene_3542877,7
gene_4635496,7
gene_3763112,7
gene_3739231,7
gene_3247630,7
gene_4241136,7
gene_4620264,7
gene_3863504,7
gene_2908705,7
gene_2704594,7
gene_2957897,7
gene_3374256,7
gene_3456455,7
gene_4052859,7
gene_4423428,7
gene_2900048,7
gene_4322126,7
gene_3174713,7
gene_4200034,7
gene_3800928,7
gene_4375905,7
gene_2685841,7
gene_2445070,7
gene_4159522,7
gene_3848477,7
gene_2144275,7
gene_3909278,7
gene_3877461,7
gene_3169186,7
gene_4525107,7
gene_2319228,7
gene_3682549,7
gene_2519449,7
gene_2790407,7
gene_3810645,7
gene_3083014,7
gene_2023194,7
gene_3859426,7
gene_2738496,7
gene_2752360,7
gene_3740068,7
gene_4203029,7
gene_3046811,7
gene_4534673,7
gene_3720957,7
gene_4220195,7
gene_3248937,7
gene_3908488,7
gene_4571716,7
gene_4492853,7
gene_3465921,7
gene_2636433,7
gene_2954106,7
gene_4418318,7
gene_3011007,7
gene_2556832,7
gene_4480886,7
gene_4125202,7
gene_4170302,7
gene_3951405,7
gene_3369783,7
gene_3631426,7
gene_3186399,7
gene_2217958,7
gene_2963075,7
gene_3957290,7
gene_3767681,7
gene_4631611,7
gene_3886060,7
gene_3766935,7
gene_3059809,7
gene_2489593,7
gene_2476247,7
gene_4191531,7
gene_2384880,7
gene_2923080,7
gene_4139911,7
gene_3789734,7
gene_2169396,7
gene_4620475,7
gene_4540919,7
gene_2754300,7
gene_4131759,7
gene_2985392,7
gene_3602505,7
gene_4073911,7
gene_2433916,7
gene_3620848,7
gene_4117570,7
gene_3606627,7
gene_3112612,7
gene_3370331,7
gene_3490242,7
gene_4449016,7
gene_4499585,7
gene_2961987,7
gene_2872398,7
gene_4243981,7
gene_2070384,7
gene_3405584,7
gene_3998824,7
gene_4385321,7
gene_2672273,7
gene_4290937,7
gene_3171187,7
gene_3776202,7
gene_3925613,7
gene_4256663,7
gene_4485665,7
gene_3955789,7
gene_3831616,7
gene_3541277,7
gene_3818753,7
gene_4150373,7
gene_2268345,7
gene_4065055,7
gene_4146588,7
gene_3542613,7
gene_2872584,7
gene_3312496,7
gene_3791571,7
gene_4336739,7
39_GL0140806,7
gene_3562806,7
gene_3730169,7
gene_4519698,7
gene_4197900,7
gene_4385353,7
gene_4500176,7
gene_2581454,7
gene_4173971,7
gene_4274334,7
gene_2882607,7
gene_4528331,7
gene_2677942,7
gene_4626618,7
gene_3547531,7
gene_3453804,7
gene_4281356,7
gene_2518048,7
gene_3622142,7
gene_3304985,7
gene_3843746,7
gene_2589268,7
gene_2755914,7
gene_3979136,7
gene_3851279,7
gene_4483181,7
gene_2652755,7
gene_2806534,7
gene_3832479,7
gene_2452210,7
gene_4093984,7
gene_2988392,7
gene_2825896,7
gene_3142089,7
gene_2377480,7
gene_3215083,7
gene_4363193,7
gene_3426923,7
gene_3479365,7
gene_3786874,7
gene_3716168,7
gene_3857630,7
gene_3538527,7
gene_2741960,7
gene_3494141,7
gene_2152436,7
gene_2716628,7
gene_3243729,7
gene_4549416,7
gene_3396143,7
gene_4121234,7
gene_3631547,7
gene_3591799,7
gene_3695630,7
gene_3449132,7
gene_4044960,7
gene_3525766,7
gene_3087368,7
gene_2595524,7
gene_3007403,7
gene_4214595,7
gene_2235162,7
gene_2862623,7
gene_4047305,7
gene_3581463,7
gene_3959291,7
gene_3180707,7
gene_4426313,7
gene_4178721,7
gene_4448022,7
gene_3772368,7
gene_2455224,7
gene_4597915,7
gene_3657687,7
gene_2818656,7
gene_3549300,7
gene_3681691,7
gene_4079994,7
gene_4071949,7
gene_4045601,7
gene_3489940,7
gene_4053221,7
gene_3641842,7
gene_3062531,7
gene_3652465,7
gene_2533730,7
gene_3608540,7
gene_3521033,7
gene_2672339,7
gene_4436365,7
gene_4595049,7
gene_3611157,7
gene_4439748,7
gene_2876511,7
gene_4551501,7
gene_2070877,7
gene_4351077,7
gene_4598777,7
gene_3665506,7
gene_3171222,7
gene_3360343,7
gene_4423446,7
gene_2899876,7
gene_3870035,7
gene_3757567,7
gene_3114131,7
gene_3439229,7
gene_3620543,7
gene_4017824,7
gene_4515144,7
gene_3236351,7
gene_4628491,7
gene_4365790,7
gene_3451964,7
gene_3939709,7
gene_3935705,7
gene_3072573,7
gene_4064201,7
gene_2813898,7
gene_4441315,7
gene_4127537,7
gene_3836032,7
gene_3973202,7
gene_4494560,7
gene_4328386,7
gene_4062375,7
gene_2989226,7
gene_4135864,7
gene_3248438,7
gene_3877553,7
gene_4411173,7
gene_4011907,7
gene_3333417,7
gene_3528303,7
gene_4420120,7
gene_2522706,7
gene_2878846,7
gene_4038931,7
gene_4334670,7
gene_3242842,7
gene_3993262,7
gene_2897377,7
gene_3690493,7
gene_2442429,7
gene_3268396,7
gene_4443172,7
gene_3045502,7
gene_2420949,7
gene_3578850,7
gene_3360926,7
gene_4040226,7
gene_2837095,7
gene_3781400,7
gene_4626981,7
gene_3577441,7
gene_2452076,7
gene_4390288,7
gene_2741799,7
gene_2771789,7
gene_3698624,7
gene_4075526,7
gene_4069590,7
gene_4521577,7
gene_4040490,7
gene_3851120,7
gene_3822586,7
gene_4525681,7
gene_2550640,7
gene_3808857,7
gene_4158123,7
gene_3909214,7
gene_3578978,7
gene_4281993,7
gene_3659825,7
gene_2666992,7
gene_3435088,7
gene_3473943,7
gene_3829330,7
gene_3008160,7
gene_4417010,7
gene_4274822,7
gene_3086558,7
gene_3657334,7
gene_4171809,7
gene_4216679,7
gene_2234876,7
gene_2796833,7
gene_3138034,7
gene_3893098,7
gene_3685473,7
gene_2069582,7
gene_4223060,7
gene_3255275,7
gene_4613757,7
gene_2861819,7
gene_3419923,7
gene_4628888,7
gene_3435661,7
gene_4123338,7
gene_3902235,7
gene_3720470,7
gene_4311828,7
gene_2985198,7
gene_2695850,7
gene_4639026,7
gene_3871183,7
gene_2672983,7
gene_4054044,7
gene_4462231,7
gene_3068196,7
gene_2969025,7
gene_3784204,7
gene_4327320,7
gene_3763143,7
gene_3399090,7
gene_2857354,7
gene_4194141,7
gene_3244554,7
gene_3817186,7
gene_4247091,7
gene_3730947,7
gene_3841054,7
gene_3327235,7
gene_3747572,7
gene_4519232,7
gene_2600465,7
gene_3789315,7
gene_3905167,7
gene_4453802,7
gene_4526666,7
gene_2825084,7
gene_3849116,7
gene_4525129,7
gene_3339480,7
gene_3292717,7
gene_3119750,7
gene_3949413,7
gene_2508550,7
gene_3617968,7
gene_4222190,7
gene_4482637,7
gene_2589970,7
gene_4316571,7
gene_3549306,7
gene_3534929,7
gene_4095208,7
gene_3684237,7
gene_4145622,7
gene_4089680,7
gene_4431985,7
gene_2741878,7
gene_2847694,7
gene_2428273,7
gene_4016623,7
gene_3694775,7
gene_3330093,7
gene_3911381,7
gene_4303698,7
gene_4318756,7
gene_4636095,7
gene_4308728,7
gene_3235991,7
gene_3733528,7
gene_3693928,7
gene_3825149,7
gene_4454006,7
gene_4087729,7
gene_4269157,7
gene_2201565,7
gene_2643256,7
gene_3205655,7
gene_2919021,7
gene_3196292,7
gene_4556639,7
gene_2125388,7
gene_4040910,7
gene_3952092,7
gene_2848696,7
gene_3893636,7
gene_2792287,7
gene_2613171,7
gene_3720436,7
gene_4053794,7
gene_3738329,7
gene_3743328,7
gene_4458448,7
gene_3289872,7
gene_4506435,7
gene_4563276,7
gene_3613919,7
gene_2926169,7
gene_3574228,7
gene_4295108,7
gene_4171790,7
gene_2824865,7
gene_4529638,7
gene_2789107,7
gene_4634484,7
gene_3908447,7
gene_3596679,7
gene_4286837,7
gene_4633451,7
gene_3166453,7
gene_3555714,7
gene_2857451,7
gene_3411210,7
gene_3262647,7
gene_3408448,7
gene_2684474,7
gene_2727181,7
gene_4322465,7
gene_2512011,7
gene_4528692,7
gene_3345608,7
gene_4210648,7
gene_4562748,7
gene_2775342,7
gene_4015768,7
gene_4126791,7
gene_4335523,7
gene_4518689,7
gene_4218834,7
gene_3580578,7
gene_4570920,7
gene_4388748,7
gene_2644161,7
gene_4118894,7
gene_4609007,7
gene_4573966,7
gene_4606177,7
gene_3368746,7
gene_2253350,7
gene_3642613,7
gene_2921692,7
gene_4356006,7
gene_4450246,7
gene_3366539,7
gene_3704253,7
gene_4504533,7
gene_4248434,7
gene_4482720,7
gene_2304350,7
gene_2872065,7
gene_3182826,7
gene_3003158,7
gene_4400755,7
gene_4607206,7
gene_3343546,7
gene_2810890,7
gene_2977286,7
gene_2881211,7
gene_3474590,7
gene_3472451,7
gene_4301582,7
gene_4123913,7
gene_4357818,7
gene_2716295,7
gene_3581420,7
gene_2406698,7
gene_3516496,7
gene_4046899,7
gene_4008227,7
gene_4075932,7
gene_2194407,7
gene_3597524,7
gene_3224696,7
gene_3058402,7
gene_4413004,7
gene_3451759,7
gene_4175496,7
gene_3408905,7
gene_4377086,7
gene_3883618,7
gene_3542581,7
gene_3929714,7
gene_4425586,7
gene_3698759,7
gene_3256176,7
gene_4601979,7
gene_3974514,7
gene_4308114,7
gene_4261396,7
gene_3240092,7
gene_3926848,7
gene_3835718,7
gene_3743054,7
gene_4228857,7
gene_3317853,7
gene_3555715,7
gene_3592531,7
gene_3218017,7
gene_2474587,7
gene_3170916,7
gene_3014466,7
gene_2419168,7
gene_3497556,7
gene_3074051,7
gene_3923683,7
gene_4127374,7
gene_3722399,7
gene_4009869,7
gene_3002138,7
gene_3336538,7
gene_2542803,7
gene_3681120,7
gene_3517607,7
gene_2901079,7
gene_3676452,7
2_GL0094331,7
gene_2228349,7
gene_3670307,7
gene_4345846,7
gene_3998440,7
gene_2938054,7
gene_2770571,7
gene_4461778,7
gene_4328531,7
gene_4133799,7
gene_3460590,7
gene_2733631,7
gene_3965252,7
gene_4628439,7
gene_2501927,7
gene_4587413,7
gene_3524359,7
gene_3614690,7
gene_2147695,7
gene_3902351,7
gene_2594366,7
gene_3951433,7
gene_4377662,7
gene_2307743,7
gene_4511374,7
gene_4626762,7
gene_4584213,7
gene_4626563,7
gene_2828711,7
gene_4363055,7
gene_3265160,7
gene_4513799,7
gene_4277486,7
gene_3029757,7
gene_4310105,7
gene_3816804,7
gene_2536981,7
gene_3750146,7
gene_4619504,7
gene_4150209,7
gene_2789017,7
gene_4004887,7
gene_3853464,7
gene_4192588,7
gene_3967147,7
gene_3497258,7
gene_3238774,7
gene_3639821,7
gene_3826794,7
gene_4135000,7
gene_2847791,7
gene_4292862,7
gene_4302197,7
gene_4012248,7
gene_4238881,7
gene_4173543,7
gene_4077719,7
gene_2945421,7
gene_3645065,7
gene_2733334,7
gene_3686632,7
gene_4284942,7
gene_3621114,7
gene_3812003,7
gene_4585902,7
gene_4133690,7
gene_3295442,7
gene_4462686,7
gene_4423320,7
gene_3313739,7
gene_3146095,7
gene_4175079,7
gene_2697229,7
gene_3293640,7
gene_3769906,7
gene_2934677,7
gene_4358341,7
gene_4575233,7
gene_4532753,7
gene_2787799,7
gene_4161483,7
gene_4538209,7
gene_3117104,7
gene_3249851,7
gene_4636024,7
gene_4554548,7
gene_4548146,7
gene_3841331,7
gene_2275515,7
gene_4167191,7
gene_2708306,7
gene_3407788,7
gene_2479434,7
gene_4494586,7
gene_2764012,7
gene_3356119,7
gene_3725599,7
gene_2613452,7
gene_3715395,7
gene_4049916,7
gene_2871907,7
gene_3213046,7
gene_3797342,7
gene_4046611,7
gene_3112485,7
gene_4427970,7
gene_4453378,7
gene_2714961,7
gene_3368514,7
gene_4238194,7
gene_3245951,7
gene_3989700,7
gene_2715673,7
gene_4430624,7
gene_4309599,7
gene_3439427,7
gene_4495852,7
gene_2779004,7
gene_4557301,7
gene_4490240,7
gene_3626420,7
gene_3267325,7
gene_3799789,7
gene_4189008,7
gene_3848188,7
gene_3336220,7
gene_3656323,7
gene_2390217,7
gene_3575389,7
gene_3837013,7
gene_4200373,7
gene_4293971,7
gene_4613316,7
gene_3950797,7
gene_2473765,7
gene_4311820,7
gene_4268543,7
gene_3747136,7
gene_3331366,7
gene_4021787,7
gene_4138724,7
gene_3138313,7
gene_3523892,7
gene_4313881,7
gene_4441508,7
gene_3659495,7
gene_4262034,7
gene_3576330,7
gene_3101533,7
gene_4564815,7
gene_4502438,7
gene_2846250,7
gene_3633781,7
gene_3304795,7
gene_3792201,7
gene_2466295,7
gene_3556296,7
gene_4352019,7
gene_3595032,7
gene_4240882,7
gene_3460150,7
gene_4096209,7
gene_3128595,7
gene_2641947,7
gene_3310801,7
gene_3271534,7
gene_3593011,7
gene_3160242,7
gene_3697949,7
gene_3640456,7
gene_4391399,7
gene_3320559,7
gene_3461468,7
gene_4281944,7
gene_2638271,7
gene_3268569,7
gene_2110801,7
gene_2542325,7
gene_4377229,7
gene_4107817,7
gene_3642495,7
gene_4277413,7
gene_3753374,7
gene_2790049,7
gene_3816784,7
gene_4408858,7
gene_2656840,7
gene_3665588,7
gene_4228659,7
gene_3615420,7
gene_3901964,7
gene_3950932,7
gene_3781000,7
gene_3274852,7
gene_2958295,7
gene_3042717,7
gene_4014816,7
gene_4109067,7
gene_4628715,7
gene_2568244,7
gene_3655380,7
gene_3326154,7
gene_4444964,7
gene_3857776,7
gene_3450387,7
gene_4147817,7
gene_3758408,7
gene_2631305,7
gene_3028647,7
gene_3090185,7
gene_3322858,7
gene_4472101,7
gene_3472627,7
gene_3328828,7
gene_3483449,7
gene_3016708,7
gene_3741967,7
gene_2634695,7
gene_3169057,7
gene_3766724,7
gene_1796841,7
gene_2248629,7
gene_2980621,7
gene_3732631,7
gene_4362730,7
gene_4010239,7
gene_2516067,7
gene_3898663,7
gene_3319405,7
gene_4411757,7
gene_2967050,7
gene_3491804,7
gene_4462703,7
gene_1733813,7
gene_3565928,7
gene_4200665,7
gene_4028388,7
gene_4299529,7
gene_3761766,7
gene_3864314,7
gene_2915920,7
gene_3936586,7
gene_4245970,7
gene_3521727,7
gene_2774440,7
gene_4608092,7
gene_2201066,7
gene_3568166,7
gene_4465565,7
gene_4305321,7
gene_4538702,7
gene_4386126,7
gene_3763703,7
gene_2549356,7
gene_4323897,7
gene_4109492,7
gene_3810515,7
gene_3839543,7
gene_4319409,7
gene_3670525,7
gene_3395517,7
gene_3653314,7
gene_2715373,7
gene_4047517,7
gene_4162431,7
gene_3364412,7
gene_4113036,7
gene_4371935,7
gene_2444742,7
gene_2645707,7
gene_3430722,7
gene_3431273,7
gene_3374399,7
gene_4226916,7
gene_3633518,7
gene_3235520,7
gene_3702207,7
gene_4245016,7
gene_3072813,7
gene_4064888,7
gene_2895670,7
gene_3081260,7
gene_3813735,7
gene_3539811,7
gene_2715648,7
gene_4577438,7
gene_3445449,7
gene_3948476,7
gene_3384498,7
gene_3957043,7
gene_3843246,7
gene_4026804,7
gene_2966290,7
gene_4312962,7
gene_3793486,7
gene_4116225,7
gene_2313338,7
gene_3336401,7
gene_2876018,7
gene_3751030,7
gene_3202810,7
gene_3341761,7
gene_2878439,7
gene_4611881,7
gene_3602929,7
gene_3282011,7
gene_3710994,7
gene_2782759,7
gene_4095241,7
gene_3341217,7
gene_4515390,7
gene_4512325,7
gene_4565936,7
gene_3442650,7
gene_3502158,7
gene_3839324,7
gene_2448377,7
gene_4434350,7
gene_2763954,7
gene_4440076,7
gene_4314564,7
gene_3681584,7
gene_3399175,7
gene_3201981,7
gene_3903295,7
gene_3851029,7
gene_4336489,7
gene_2895791,7
gene_4392131,7
gene_4325845,7
gene_4583581,7
gene_3864413,7
gene_3075459,7
gene_3651080,7
gene_4556842,7
gene_3874634,7
gene_3145796,7
gene_2821449,7
gene_3957042,7
gene_3136270,7
gene_3022105,7
gene_4428048,7
gene_4456470,7
gene_2859818,7
gene_4378441,7
gene_3086702,7
gene_4586345,7
gene_4419418,7
gene_3500012,7
gene_3643667,7
gene_3774092,7
gene_3554484,7
gene_3307826,7
gene_3066291,7
gene_3735476,7
gene_3846928,7
gene_3796277,7
gene_2026630,7
gene_2858156,7
gene_3589533,7
gene_2561141,7
gene_4073101,7
gene_3807893,7
gene_4456234,7
gene_2476999,7
gene_3810815,7
gene_4074111,7
gene_3486554,7
gene_4177541,7
gene_4392249,7
gene_3472240,7
gene_2901032,7
gene_2574605,7
gene_2010126,7
gene_2450882,7
gene_4036051,7
gene_3410236,7
gene_2729885,7
gene_3746316,7
gene_4633031,7
gene_3323537,7
gene_3808190,7
gene_4531770,7
gene_4066066,7
gene_2785437,7
gene_4498851,7
gene_3051572,7
gene_4518326,7
gene_3760119,7
gene_3330044,7
gene_3277867,7
gene_4489780,7
gene_3651870,7
gene_2557679,7
gene_4591659,7
gene_2971443,7
gene_4455583,7
gene_4360389,7
gene_4556087,7
gene_3530961,7
gene_4130384,7
gene_2718329,7
gene_4463955,7
gene_4139178,7
gene_3117581,7
gene_3928921,7
gene_2923198,7
gene_3785533,7
gene_2937147,7
gene_3374012,7
gene_2273039,7
gene_3575812,7
gene_3093187,7
gene_3131891,7
gene_3323442,7
gene_3859267,7
gene_4605283,7
gene_2650619,7
gene_3878079,7
gene_4111138,7
gene_4025255,7
gene_3499684,7
gene_4040180,7
gene_2495954,7
gene_4370155,7
gene_4316175,7
gene_3240675,7
gene_4167690,7
gene_3306538,7
gene_3376447,7
gene_3435984,7
gene_3457421,7
gene_2715569,7
gene_4160662,7
gene_3140042,7
gene_2581551,7
gene_2346756,7
gene_4533197,7
gene_4580604,7
gene_3428103,7
gene_3658580,7
gene_4014693,7
gene_2935732,7
gene_4625129,7
gene_2968056,7
gene_4510451,7
gene_3162343,7
gene_3315883,7
gene_3573443,7
gene_3759251,7
gene_3876354,7
gene_2938778,7
gene_4113611,7
gene_4275380,7
gene_3693121,7
gene_4621921,7
gene_3452940,7
gene_3597949,7
gene_4451914,7
gene_4240733,7
gene_3517995,7
gene_2950278,7
gene_4440626,7
gene_3974929,7
gene_3385133,7
gene_3212121,7
gene_4076775,7
gene_4243912,7
gene_3089491,7
gene_2954104,7
gene_1972445,7
gene_1828190,7
gene_3991125,7
gene_4508886,7
gene_3015486,7
gene_3404096,7
gene_3801950,7
gene_3683501,7
gene_4237489,7
gene_3601511,7
gene_3611408,7
gene_2930589,7
gene_3658581,7
gene_4131591,7
gene_4492634,7
gene_3305633,7
gene_4403320,7
gene_3341493,7
gene_4233777,7
gene_2989278,7
gene_3187920,7
gene_2682655,7
gene_3918834,7
gene_3356551,7
gene_2315287,7
gene_4391544,7
gene_3542412,7
gene_4119068,7
gene_3372957,7
gene_2563495,7
gene_2554570,7
gene_3904461,7
gene_3795100,7
gene_3282927,7
gene_3806203,7
gene_4091518,7
gene_3899963,7
gene_4427151,7
gene_2675135,7
gene_3722991,7
gene_4526807,7
gene_3974249,7
gene_3058789,7
gene_4434938,7
gene_3558416,7
gene_2963790,7
gene_4460868,7
gene_3805620,7
gene_4062546,7
gene_3557500,7
gene_3357252,7
gene_3923291,7
gene_4383389,7
gene_4201722,7
gene_4311049,7
gene_3781754,7
gene_4154571,7
gene_3888209,7
gene_3068232,7
gene_3293064,7
gene_2577232,7
gene_2353136,7
gene_3311248,7
gene_3312016,7
gene_4039516,7
gene_4393009,7
gene_4324028,7
gene_2543709,7
gene_3821459,7
gene_4194835,7
gene_3675456,7
gene_3257885,7
gene_3658578,7
gene_4059476,7
gene_2171634,7
gene_4108074,7
gene_3032250,7
gene_4103436,7
gene_2478319,7
gene_3551885,7
gene_3516217,7
gene_2548348,7
gene_2819191,7
gene_3312641,7
gene_2018680,7
gene_4439467,7
gene_2817406,7
gene_4283593,7
gene_3511667,7
gene_3350027,7
gene_3576925,7
gene_3243570,7
gene_3803190,7
gene_4523366,7
gene_2796295,7
gene_3328955,7
gene_3799386,7
gene_4061079,7
gene_2933900,7
gene_2649983,7
gene_3189637,7
gene_2836115,7
gene_2473615,7
gene_4360098,7
gene_3080605,7
gene_2400369,7
gene_3443243,7
gene_4144498,7
gene_2398872,7
gene_4483610,7
gene_4000597,7
gene_2357127,7
gene_2271605,7
gene_4580201,7
gene_3021129,7
gene_3180578,7
gene_4048017,7
gene_2392868,7
gene_2804108,7
gene_3339830,7
gene_2422934,7
gene_3549305,7
gene_4062357,7
gene_4223695,7
gene_4152405,7
gene_4107081,7
gene_3205865,7
gene_3002470,7
gene_3308356,7
gene_3495549,7
gene_4022726,7
gene_2691192,7
gene_3129917,7
gene_4295606,7
gene_2989468,7
gene_4285196,7
gene_3509412,7
gene_4407254,7
gene_4453901,7
gene_4007025,7
gene_2959387,7
gene_4158532,7
gene_2770572,7
gene_4550454,7
gene_3339799,7
gene_4501777,7
gene_4589940,7
gene_4486353,7
gene_2920547,7
gene_2707484,7
gene_2376400,7
gene_3592399,7
gene_3661099,7
gene_3122273,7
gene_2229302,7
gene_4605613,7
gene_3340374,7
gene_4007575,7
gene_2087245,7
gene_4263257,7
gene_2866331,7
gene_3286044,7
gene_4107838,7
gene_4110588,7
gene_1988173,7
gene_4413869,7
gene_2539602,7
gene_3337282,7
gene_4308140,7
gene_3439390,7
gene_3531722,7
gene_3067618,7
gene_4235918,7
gene_3158900,7
gene_3290436,7
gene_2837371,7
gene_2994844,7
gene_3761677,7
gene_3547223,7
gene_2307195,7
gene_3486747,7
gene_3509037,7
gene_3983765,7
gene_3706766,7
gene_3690292,7
gene_3543791,7
gene_4299176,7
gene_2564313,7
gene_2910653,7
gene_3007957,7
gene_4449467,7
gene_2900590,7
gene_2647598,7
gene_3426838,7
gene_4088512,7
gene_1672123,7
gene_4346226,7
gene_2401229,7
gene_2366897,7
gene_1865940,7
gene_4493728,7
gene_3256012,7
gene_3316623,7
gene_3470583,7
gene_3824381,7
gene_2113720,7
gene_4583298,7
gene_3938217,7
gene_3594456,7
gene_3817053,7
gene_4094228,7
gene_1927002,7
gene_4258685,7
gene_2832607,7
gene_4423385,7
gene_1569208,7
gene_3373902,7
gene_3232773,7
gene_3179797,7
gene_2755345,7
gene_3924333,7
gene_3116309,7
gene_4360913,7
gene_4047045,7
gene_4607843,7
gene_4186419,7
gene_3435723,7
gene_4556237,7
gene_3926032,7
gene_4062278,7
gene_2858405,7
gene_3707514,7
gene_3897388,7
gene_4329888,7
gene_2954798,7
gene_4451612,7
gene_2490653,7
gene_3410151,7
gene_2462512,7
gene_2010730,7
gene_3709387,7
gene_2222289,7
gene_2832419,7
gene_4295122,7
gene_3808127,7
gene_4423225,7
gene_4238073,7
gene_3384869,7
gene_2509127,7
gene_4280519,7
gene_3328731,7
gene_2844933,7
gene_4480254,7
gene_4195564,7
gene_3676112,7
gene_3837338,7
