gene,postFMT_4_ileum
gene_4061243,3
gene_3597545,3
gene_4217205,3
gene_3958242,3
gene_2681639,3
gene_4510047,3
gene_1894934,3
gene_3115091,3
gene_4255852,3
gene_4258254,3
gene_3278897,3
gene_3395428,3
gene_4012472,3
gene_2611503,3
gene_4590068,3
gene_3204472,3
gene_4107107,3
gene_4316797,3
gene_4385931,3
gene_3396119,3
gene_4403781,3
gene_3997553,3
gene_3858714,3
gene_3334613,3
gene_3407628,3
gene_3105423,3
gene_4115839,3
gene_2992226,3
gene_2549430,3
gene_3819021,3
gene_3761675,3
gene_4267055,3
gene_4092945,3
gene_4604736,3
gene_3093323,3
gene_3246429,3
gene_3829352,3
gene_3606376,3
gene_4200623,3
gene_2946900,3
gene_4454062,3
gene_3938372,3
gene_2351292,3
gene_4571950,3
gene_2437547,3
gene_3480524,3
gene_3112925,3
gene_3283487,3
gene_3916777,3
gene_4227131,3
gene_2880891,3
gene_4635322,3
gene_3829435,3
gene_4534545,3
gene_3651051,3
gene_4495796,3
gene_4358999,3
gene_4158657,3
gene_3347530,3
gene_3443647,3
gene_3972756,3
gene_3464317,3
gene_3921116,3
gene_2617931,3
gene_3300891,3
gene_2832607,3
gene_4193658,3
gene_4122264,3
gene_4490696,3
gene_4026905,3
gene_2666472,3
gene_2222289,3
gene_3184194,3
gene_4360499,3
gene_3820336,3
gene_4266803,3
gene_3151629,3
gene_3453769,3
gene_3772586,3
gene_4125941,3
gene_4531097,3
gene_3306440,3
gene_2400371,3
gene_3159776,3
gene_2419212,3
gene_3913511,3
gene_3755294,3
gene_4208211,3
gene_3290436,3
gene_4093628,3
gene_2971443,3
gene_2785367,3
gene_2509203,3
gene_3971209,3
gene_4325938,3
gene_4317234,3
gene_2880425,3
gene_3720482,3
gene_2830042,3
gene_4240625,3
gene_3916010,3
gene_4480869,3
gene_2947333,3
gene_4506961,3
gene_1651106,3
gene_3877695,3
gene_3558787,3
gene_1594207,3
gene_4401327,3
gene_4034827,3
gene_3785688,3
gene_4139178,3
gene_4212682,3
gene_4638908,3
gene_4543514,3
gene_3906529,3
gene_3903962,3
gene_4190520,3
gene_3825888,3
gene_4126792,3
gene_2392868,3
gene_2408614,3
gene_2824375,3
gene_4149090,3
gene_4034021,3
gene_4033237,3
gene_3248236,3
gene_2748929,3
gene_4415343,3
gene_4563052,3
gene_3981133,3
gene_2143127,3
gene_2827951,3
gene_4634219,3
gene_4381506,3
gene_3441119,3
gene_4026501,3
gene_4080640,3
gene_3774093,3
gene_4498149,3
gene_2950691,3
gene_3822880,3
gene_3055608,3
gene_3285224,3
gene_3727153,3
gene_3397774,3
gene_3301576,3
gene_3602480,3
gene_2921676,3
gene_3968425,3
gene_2957992,3
gene_4485003,3
gene_3911380,3
gene_2266881,3
gene_3831255,3
gene_3424327,3
gene_4269314,3
gene_3150584,3
gene_3691218,3
gene_3172269,3
gene_4418142,3
gene_4603319,3
gene_3423176,3
gene_3726346,3
gene_3276822,3
gene_3380441,3
gene_4440119,3
gene_2754294,3
gene_4539381,3
gene_3575812,3
gene_3128985,3
gene_4186419,3
gene_4334670,3
gene_3981911,3
gene_2362783,3
gene_3658581,3
gene_4611204,3
gene_4061402,3
gene_2556874,3
gene_4458953,3
gene_3910935,3
gene_2080778,3
gene_3120026,3
gene_3453804,3
gene_3904461,3
gene_3886442,3
gene_4627598,3
gene_3218017,3
gene_3431174,3
gene_3562154,3
gene_3210619,3
gene_2288076,3
gene_2518048,3
gene_2891962,3
gene_3969318,3
gene_3932236,3
gene_3852856,3
gene_4627872,3
gene_2231908,3
gene_1600097,3
gene_4467261,3
gene_2312856,3
gene_2873077,3
gene_4225879,3
gene_4052062,3
gene_2452076,3
gene_3677682,3
gene_3556883,3
gene_2716428,3
gene_4565137,3
gene_2764860,3
gene_4554735,3
gene_4354702,3
gene_3746316,3
gene_4336530,3
gene_3074657,3
gene_4583579,3
gene_2896748,3
gene_3841438,3
gene_4131999,3
gene_4279382,3
gene_2472884,3
gene_2498687,3
gene_3482715,3
gene_3908853,3
gene_3901311,3
gene_3753430,3
gene_3739231,3
gene_4449251,3
gene_4517233,3
gene_4292662,3
gene_2581227,3
gene_3903353,3
gene_3699545,3
gene_3580745,3
gene_3957324,3
gene_3850313,3
gene_2995007,3
gene_3711682,3
gene_3453397,3
gene_4103504,3
gene_4575371,3
gene_3146260,3
gene_2577338,3
gene_4516956,3
gene_4136664,3
gene_3756973,3
gene_3188532,3
gene_4188725,3
gene_3006212,3
gene_3854629,3
gene_3125846,3
gene_4634111,3
gene_4030672,3
gene_1796841,3
gene_3953681,3
gene_1917423,3
gene_3471918,3
gene_2197988,3
gene_4249046,3
gene_3775961,3
gene_2561141,3
gene_4284192,3
gene_3839645,3
gene_3908401,3
gene_4619453,3
gene_2662138,3
gene_4094952,3
gene_4011584,3
gene_4377086,3
gene_2648722,3
gene_2997041,3
gene_4202818,3
gene_4290685,3
gene_3092128,3
gene_4071248,3
gene_4288605,3
gene_2844792,3
gene_4273630,3
gene_4538295,3
gene_4249750,3
gene_3381497,3
gene_4422921,2
gene_3901070,2
gene_4427469,2
gene_3177060,2
gene_3388604,2
gene_3293573,2
gene_3936441,2
gene_3670443,2
gene_3739420,2
gene_4138267,2
gene_4267621,2
gene_3493473,2
gene_4284641,2
gene_2799149,2
gene_3828384,2
gene_3510959,2
gene_3538216,2
gene_4206469,2
gene_4554870,2
gene_2637267,2
gene_3853185,2
gene_4083286,2
gene_3837782,2
gene_4481668,2
gene_4251906,2
gene_4628846,2
gene_3700958,2
gene_3834126,2
gene_3818574,2
gene_4063385,2
gene_3682839,2
gene_2436694,2
gene_2847602,2
gene_2753286,2
gene_4356446,2
gene_2456413,2
gene_4418158,2
gene_2565875,2
gene_3926841,2
gene_4542023,2
gene_4347004,2
gene_2472885,2
gene_2193320,2
gene_3730170,2
gene_2628232,2
gene_3903286,2
gene_3964577,2
gene_4600683,2
gene_3141240,2
gene_3492976,2
gene_4188032,2
gene_3635516,2
gene_4384641,2
gene_4011427,2
gene_3583310,2
gene_4334031,2
gene_4047305,2
gene_2857450,2
gene_4316571,2
gene_3960820,2
gene_3415284,2
gene_3614724,2
gene_3646213,2
gene_3960977,2
gene_3195478,2
gene_3755966,2
gene_3212466,2
gene_2405068,2
gene_4478853,2
gene_4017510,2
gene_3459480,2
gene_3642506,2
gene_3326481,2
gene_3865066,2
gene_2942350,2
gene_3709811,2
gene_3721003,2
gene_3857597,2
gene_4597669,2
gene_2234876,2
gene_4052055,2
gene_4368660,2
gene_4421934,2
gene_4276357,2
gene_3508885,2
gene_4098204,2
gene_3743719,2
gene_4007590,2
gene_3800851,2
gene_3706866,2
gene_3126920,2
gene_3839971,2
gene_3092312,2
gene_2809938,2
gene_3826379,2
gene_4119942,2
gene_3958196,2
gene_4222102,2
gene_4451725,2
gene_2449115,2
gene_2907252,2
gene_4325568,2
gene_4264242,2
gene_4406857,2
gene_4371744,2
gene_3133518,2
gene_3606054,2
gene_2936355,2
gene_3973684,2
gene_4456412,2
gene_1803138,2
gene_4052089,2
gene_4193338,2
gene_3168293,2
gene_4175497,2
gene_4386486,2
gene_3135972,2
gene_1803587,2
gene_4419664,2
gene_3615386,2
gene_3209766,2
gene_2707484,2
gene_4060361,2
Food_12_GL0189378,2
gene_2798724,2
gene_4055982,2
gene_1248341,2
gene_4080508,2
gene_4073101,2
gene_4017447,2
gene_2509637,2
gene_3580449,2
gene_3780463,2
gene_2671532,2
gene_3758193,2
gene_4311481,2
gene_3461368,2
gene_3585328,2
gene_2860551,2
gene_3478181,2
gene_2442429,2
gene_4527054,2
gene_3534323,2
gene_2508603,2
gene_4473417,2
gene_2869683,2
gene_3918366,2
gene_3925805,2
gene_2122340,2
gene_3523215,2
gene_4504150,2
gene_4601611,2
gene_4574806,2
gene_3885539,2
gene_4580493,2
gene_3048147,2
gene_4176174,2
gene_3851375,2
gene_3856791,2
gene_2702512,2
gene_2986830,2
gene_2787108,2
gene_3063484,2
gene_2979336,2
gene_3476520,2
gene_3332044,2
gene_4270609,2
gene_3721345,2
gene_3488270,2
gene_2993380,2
gene_2703196,2
gene_3207957,2
gene_4462528,2
gene_4227043,2
gene_3042426,2
gene_2683276,2
gene_3189704,2
gene_4608515,2
gene_4579823,2
gene_3916792,2
gene_4296071,2
gene_3694625,2
gene_3164240,2
gene_4615846,2
gene_4364691,2
gene_3998948,2
gene_3231454,2
gene_3653312,2
gene_4348839,2
gene_3828417,2
gene_4043056,2
gene_3195099,2
gene_4029629,2
gene_2867472,2
gene_3471824,2
gene_2795067,2
gene_3481633,2
gene_3880125,2
gene_4173798,2
gene_4001866,2
gene_4160460,2
gene_3957126,2
gene_3507274,2
gene_3968114,2
gene_4219488,2
gene_3873328,2
gene_3307294,2
gene_4006087,2
gene_3534421,2
gene_4270333,2
gene_2026630,2
gene_4196946,2
gene_4564870,2
gene_3585029,2
gene_3169045,2
gene_4083290,2
gene_3334356,2
gene_3529266,2
gene_4180970,2
gene_4205728,2
gene_3534773,2
gene_3330140,2
gene_4316204,2
gene_2277178,2
gene_3561180,2
gene_3651060,2
gene_3193697,2
gene_3467816,2
gene_3681442,2
gene_2694060,2
gene_3629373,2
gene_2492219,2
gene_3751333,2
gene_4477247,2
gene_4183124,2
gene_3563141,2
gene_3103817,2
gene_2988844,2
gene_3757953,2
gene_2606690,2
gene_3891183,2
gene_3222620,2
gene_3036146,2
gene_2483965,2
gene_3865800,2
gene_3089344,2
gene_2963404,2
gene_3835962,2
gene_3527843,2
gene_3361698,2
gene_2845753,2
gene_3092665,2
gene_4468396,2
gene_3527139,2
gene_3413467,2
gene_3742562,2
gene_4024676,2
gene_3650016,2
gene_4393528,2
gene_4175335,2
gene_3323982,2
gene_2220954,2
gene_4130678,2
gene_4328968,2
gene_4330788,2
gene_2404372,2
gene_2651299,2
gene_3747085,2
gene_2636433,2
gene_2843080,2
gene_4312748,2
gene_3483314,2
gene_2466295,2
gene_3386443,2
gene_4128786,2
gene_3746588,2
gene_3304796,2
gene_3521996,2
gene_3641271,2
gene_4175579,2
gene_4629047,2
gene_4325715,2
gene_3007247,2
gene_2691144,2
gene_4605897,2
gene_3658671,2
gene_3025732,2
gene_3573993,2
gene_4578333,2
gene_4600750,2
gene_4153502,2
gene_3545771,2
gene_4165910,2
gene_4347492,2
gene_2742200,2
gene_4470023,2
gene_3213943,2
gene_3557123,2
gene_2867215,2
gene_4619001,2
gene_3823040,2
gene_3410149,2
gene_3028372,2
gene_1915031,2
gene_3807595,2
gene_3766935,2
gene_2848213,2
gene_3009393,2
gene_3677267,2
gene_2951642,2
gene_4386972,2
gene_3020320,2
gene_4470699,2
gene_3798821,2
gene_4299354,2
gene_4505498,2
gene_4315473,2
gene_3833901,2
gene_2995969,2
gene_4134899,2
gene_4463955,2
gene_2996203,2
gene_2453026,2
gene_3853081,2
gene_3185685,2
gene_4242389,2
gene_4296449,2
gene_4452639,2
gene_4073864,2
gene_2746033,2
gene_3414863,2
gene_3769003,2
gene_4352985,2
gene_3265572,2
gene_4074800,2
gene_4385352,2
gene_3908547,2
gene_4418112,2
gene_3418590,2
gene_4177485,2
gene_4036846,2
gene_4311048,2
gene_3483979,2
gene_3933679,2
gene_3844653,2
gene_3302328,2
gene_2543709,2
gene_4223031,2
gene_3448290,2
gene_3370846,2
gene_4126732,2
gene_4061408,2
gene_3539596,2
gene_3025144,2
gene_3637221,2
gene_2742757,2
gene_4621724,2
gene_3915708,2
gene_3646887,2
gene_4477494,2
gene_3141513,2
gene_4377245,2
gene_4626091,2
gene_3101057,2
gene_2700208,2
gene_3284089,2
gene_4391453,2
gene_4176053,2
gene_3651183,2
gene_3938977,2
gene_2958993,2
gene_4497430,2
gene_4377184,2
gene_2903727,2
gene_4320034,2
gene_4203701,2
gene_4388033,2
gene_3105802,2
gene_3433827,2
gene_2669656,2
gene_4349375,2
gene_3514620,2
gene_3275218,2
gene_3369482,2
gene_3681160,2
gene_2314454,2
gene_3448005,2
gene_3150685,2
gene_3610549,2
gene_4569850,2
gene_3953345,2
gene_4122726,2
gene_2768066,2
gene_3253330,2
gene_2635622,2
gene_2861818,2
gene_2015520,2
gene_4171488,2
gene_2998633,2
gene_3527996,2
gene_2443428,2
gene_3575975,2
gene_4632449,2
gene_4158826,2
gene_2463087,2
gene_3911123,2
gene_3868734,2
gene_3274079,2
gene_4041504,2
gene_3039142,2
gene_4215134,2
gene_4541521,2
gene_3529607,2
gene_3289183,2
gene_4457628,2
gene_4396392,2
gene_2928505,2
gene_1923076,2
gene_2914864,2
gene_2904343,2
gene_3867778,2
gene_4459936,2
gene_2345748,2
gene_3923243,2
gene_4544840,2
gene_3937105,2
gene_4400093,2
gene_2704594,2
gene_4158890,2
gene_4451191,2
gene_2233425,2
gene_2571782,2
gene_2753208,2
gene_3734735,2
gene_3632195,2
gene_4400590,2
gene_4152582,2
gene_4169445,2
gene_4552432,2
gene_4199051,2
gene_3771929,2
gene_2522999,2
gene_4470336,2
gene_4331513,2
gene_3382541,2
gene_2521306,2
gene_3478066,2
gene_3996724,2
gene_3538214,2
gene_3856162,2
gene_3802096,2
gene_3934006,2
gene_3816868,2
gene_3467813,2
gene_3991930,2
gene_4380008,2
gene_4109172,2
gene_2461293,2
gene_4190441,2
gene_2744874,2
gene_3053519,2
gene_4097000,2
gene_2592895,2
gene_4393900,2
gene_3750765,2
gene_3297511,2
gene_2412576,2
gene_3613220,2
gene_4352110,2
gene_2117753,2
gene_3517122,2
gene_3332534,2
gene_3560239,2
gene_3703780,2
gene_4073912,2
gene_4597542,2
gene_3580941,2
gene_4142172,2
gene_2894054,2
gene_2371743,2
gene_4497103,2
gene_3377603,2
gene_4196588,2
gene_2554294,2
gene_3814217,2
gene_3111181,2
gene_3957428,2
gene_3977353,2
gene_3806411,2
gene_4599079,2
gene_3100764,2
gene_2563177,2
gene_4298347,2
gene_3735475,2
gene_2805788,2
gene_3501083,2
gene_2188519,2
gene_4299502,2
gene_2445071,2
gene_3014869,2
gene_4388825,2
gene_4598764,2
gene_2190118,2
gene_4415741,2
gene_4339229,2
gene_3576516,2
gene_3583577,2
gene_3744613,2
gene_2565310,2
gene_4397547,2
gene_3915074,2
gene_2804224,2
gene_4044726,2
gene_4051335,2
gene_4035952,2
gene_2992582,2
gene_3601417,2
gene_4561858,2
gene_4475658,2
gene_4278730,2
gene_4015742,2
gene_4297391,2
gene_3257119,2
gene_4407408,2
gene_4578704,2
gene_2516646,2
gene_4536079,2
gene_4383622,2
gene_1948965,2
gene_3129242,2
gene_3073588,2
gene_3647829,2
gene_3481937,2
gene_3300404,2
gene_2824866,2
gene_3212724,2
gene_4172146,2
gene_4004600,2
gene_2850506,2
gene_3722266,2
gene_3890365,2
gene_3702980,2
gene_2583243,2
gene_2908759,2
gene_3058400,2
gene_4188225,2
gene_3072211,2
gene_3763321,2
gene_4022726,2
gene_3653313,2
gene_1894933,2
gene_4172407,2
gene_4430624,2
gene_4558599,2
gene_3725847,2
gene_4417010,2
gene_3949244,2
gene_3416873,2
gene_3448728,2
gene_3900261,2
gene_3610220,2
gene_2607905,2
gene_3538937,2
gene_3781667,2
gene_3596304,2
gene_4593338,2
gene_4457562,2
gene_3618463,2
gene_3734890,2
gene_4270608,2
gene_3850217,2
gene_4570594,2
gene_3707645,2
gene_2895396,2
gene_4394282,2
gene_4108049,2
gene_3534819,2
gene_3146912,2
gene_4152226,2
gene_4525961,2
gene_3791166,2
gene_4250180,2
gene_4006493,2
gene_3530830,2
gene_3231477,2
gene_2426678,2
gene_3717484,2
gene_3234301,2
gene_2353695,2
gene_2965772,2
gene_4204870,2
gene_4013225,2
gene_4126769,2
gene_4612029,2
gene_2927643,2
gene_3933417,2
gene_3379619,2
gene_3329033,2
gene_2379311,2
gene_4549947,2
gene_3404062,2
gene_3161148,2
gene_4470826,2
gene_3383468,2
gene_2755211,2
gene_3485834,2
gene_4325677,2
gene_3653666,2
gene_3012760,2
gene_3035248,2
gene_4081130,2
gene_3721395,2
gene_2931851,2
gene_3577788,2
gene_3187676,2
gene_3210513,2
gene_3473694,2
gene_2781907,2
gene_3162170,2
gene_4235538,2
gene_2936351,2
gene_2651300,2
gene_3674669,2
gene_4013058,2
gene_2807496,2
gene_4109428,2
gene_4501005,2
gene_4522888,2
gene_4548800,2
gene_3219783,2
gene_4145237,2
gene_4398477,2
gene_3833661,2
gene_4405088,2
gene_3636754,2
gene_2286830,2
gene_2518569,2
gene_3748002,2
gene_4468237,2
gene_4437119,2
gene_3745159,2
gene_2642498,2
gene_4627487,2
gene_3092438,2
gene_2870000,2
gene_4525129,2
gene_3072524,2
gene_4565420,2
gene_3126358,2
gene_3547154,2
gene_4012766,2
gene_4297108,2
gene_3271257,2
gene_2562352,2
gene_3146559,2
gene_3910772,2
gene_3439360,2
gene_4267040,2
gene_4031383,2
gene_2643236,2
gene_3906201,2
gene_2065047,2
gene_2918384,2
gene_4421363,2
gene_4513017,2
gene_3596943,2
gene_2788864,2
gene_2812797,2
gene_3646726,2
gene_4590341,2
gene_3241399,2
gene_3944054,2
gene_3756112,2
gene_3682883,2
gene_3749110,2
gene_3150802,2
gene_3476335,2
gene_4246324,2
gene_2659157,2
gene_4424956,2
gene_3160812,2
gene_4114871,2
gene_4606001,2
gene_3949328,2
gene_2464415,2
gene_4178933,2
gene_4087070,2
gene_2904367,2
gene_3121333,2
gene_2657061,2
gene_3586283,2
gene_4149706,2
gene_3685204,2
gene_4456388,2
gene_4382909,2
gene_4059069,2
gene_3133520,2
gene_2494030,2
gene_3933807,2
gene_2501210,2
gene_3660258,2
gene_3113379,2
gene_3469514,2
gene_4441000,2
gene_3245423,2
gene_3582209,2
gene_4380906,2
gene_4141898,2
gene_2703750,2
gene_4281600,2
gene_3104396,2
gene_3791312,2
gene_3620205,2
gene_4235273,2
gene_3031964,2
gene_2426219,2
gene_4239927,2
gene_4620475,2
gene_3820779,2
gene_2672991,2
gene_2480015,2
gene_2019720,2
gene_3836254,2
gene_2904638,2
gene_2331085,2
gene_2412577,2
gene_3906904,2
gene_3995317,2
gene_4448610,2
gene_4359029,2
gene_2903625,2
gene_2442658,2
gene_3182453,2
gene_3465494,2
gene_3284040,2
gene_3104452,2
gene_4618623,2
gene_3468565,2
gene_4608662,2
gene_4134064,2
gene_4440076,2
gene_3468734,2
gene_3467898,2
gene_3137846,2
gene_4196181,2
gene_3698767,2
gene_3561163,2
gene_2824828,2
gene_3961883,2
gene_4117754,2
gene_3322976,2
gene_3798756,2
gene_3566869,2
gene_3443767,2
gene_4331834,2
gene_2299331,2
gene_2777922,2
gene_4373605,2
gene_4011696,2
gene_4091892,2
gene_3553021,2
gene_2655190,2
gene_3718743,2
gene_3314809,2
gene_3115956,2
gene_3568285,2
gene_3322834,2
gene_2929312,2
gene_3699041,2
gene_3691521,2
gene_3690549,2
gene_3471283,2
gene_3963195,2
gene_3812545,2
gene_4098207,2
gene_3681545,2
gene_4096726,2
gene_4364529,2
gene_1740679,2
gene_3440685,2
gene_2490653,2
gene_1806565,2
gene_3788618,2
gene_3064962,2
gene_4015590,2
gene_4492568,2
gene_4391084,2
gene_3590441,2
gene_4086038,2
gene_2052244,2
gene_3794945,2
gene_4295836,2
gene_3283084,2
gene_2538275,2
gene_3982671,2
gene_3438553,2
gene_3809805,2
gene_4300629,2
gene_2023194,2
gene_4099560,2
gene_4220871,2
gene_3066842,2
gene_2789740,2
gene_2648245,2
gene_4279366,2
gene_2914094,2
gene_2246597,2
gene_4538351,2
gene_1972451,2
gene_4617293,2
gene_3713366,2
gene_3914888,2
gene_3676441,2
gene_3902596,2
gene_3656172,2
gene_4506988,2
gene_3298159,2
gene_4422868,2
gene_3849445,2
gene_4059954,2
gene_4168088,2
gene_3782152,2
gene_4035556,2
gene_3904303,2
gene_4002990,2
gene_3979808,2
gene_4500524,2
gene_3065549,2
gene_3093028,2
gene_2809859,2
gene_3324738,2
gene_4287400,2
gene_4620118,2
gene_4348904,2
gene_4607611,2
gene_3884470,2
gene_4216409,2
gene_3061407,2
gene_2342990,2
gene_4522645,2
gene_3221564,2
gene_3819010,2
gene_3825487,2
gene_4032023,2
gene_2237051,2
gene_3990283,2
gene_4384343,2
gene_4420059,2
gene_2862624,2
gene_4254074,2
gene_3111488,2
gene_4507451,2
gene_4160856,2
gene_3495549,2
gene_3452237,2
gene_4460783,2
gene_2807670,2
gene_4005560,2
gene_4209779,2
gene_3026031,2
gene_2489596,2
gene_4055172,2
gene_3493861,2
gene_4217135,2
gene_4104397,2
gene_3025241,2
gene_2307737,2
gene_3672648,2
gene_3619332,2
gene_3052301,2
gene_3463408,2
gene_3493611,2
gene_3427188,2
gene_2761564,2
gene_4607174,2
gene_4237718,2
gene_2848695,2
gene_3088300,2
gene_3537215,2
gene_3888623,2
gene_3991005,2
gene_2773395,2
gene_3498666,2
gene_4089453,2
gene_4546763,2
gene_3939613,2
gene_4442091,2
gene_3795332,2
gene_3377402,2
gene_1942349,2
gene_2579658,2
gene_2346757,2
gene_3887872,2
gene_3170287,2
gene_3094524,2
gene_3656853,2
gene_2677842,2
gene_3173509,2
gene_4369707,2
gene_3694622,2
gene_3866013,2
gene_2483350,2
gene_3973235,2
gene_3748427,2
gene_4517126,2
gene_4352000,2
gene_3439243,2
gene_4497188,2
gene_3103064,2
gene_4230076,2
gene_2583135,2
gene_3970253,2
gene_3528764,2
gene_3551030,2
gene_3189408,2
gene_4034632,2
gene_4361282,2
gene_4554857,2
gene_1478792,2
gene_4102332,2
gene_3052531,2
gene_4100151,2
gene_3721630,2
gene_4611191,2
gene_3421624,2
gene_2954807,2
gene_3120945,2
gene_3812900,2
gene_4449247,2
gene_4408146,2
gene_3831869,2
gene_4361868,2
gene_4112189,2
gene_4298348,2
gene_3217096,2
gene_3429370,2
gene_3276966,2
gene_4262417,2
gene_4282982,2
gene_3818578,2
gene_1462703,2
gene_3640161,2
gene_2424219,2
gene_2909136,2
gene_4179189,2
gene_4427831,2
gene_3385262,2
gene_4032343,2
gene_3751621,2
gene_3968734,2
gene_3359559,2
gene_3516104,2
gene_3520499,2
gene_3993019,2
gene_2705562,2
gene_3674111,2
gene_2414226,2
gene_4547110,2
gene_4628782,2
gene_2244285,2
gene_3808190,2
gene_4261681,2
gene_3924253,2
gene_3936109,2
gene_3632059,2
gene_4283857,2
gene_3356119,2
gene_4042278,2
gene_3996432,2
gene_2856207,2
gene_4611260,2
gene_3155724,2
gene_3651473,2
gene_3771146,2
gene_3868757,2
gene_2955452,2
gene_4516861,2
gene_4530867,2
gene_2738120,2
gene_2949217,2
gene_4359806,2
gene_4403940,2
gene_2962024,2
gene_3272983,2
gene_3009962,2
gene_2963075,2
gene_4635558,2
gene_3228695,2
gene_3280114,2
gene_2690749,2
gene_3083710,2
gene_3940437,2
HF-S_3_GL0219618,2
gene_2342992,2
gene_3527559,2
gene_4540972,2
gene_4133222,2
gene_2912951,2
gene_2044976,2
gene_2074246,2
gene_3281579,2
gene_4112272,2
gene_4358164,2
gene_4022842,2
gene_3669060,2
gene_4020298,2
gene_2596011,2
gene_4376858,2
gene_3281618,2
gene_4205699,2
gene_3440375,2
gene_2750334,2
gene_4312628,2
gene_2306980,2
gene_3453272,2
gene_3754136,2
gene_3198793,2
gene_3951837,2
gene_4581897,2
gene_3730777,2
gene_4071095,2
gene_3379757,2
gene_4456568,2
gene_3477527,2
gene_3138770,2
gene_3581880,2
gene_3606547,2
gene_4149785,2
gene_2767484,2
gene_1445546,2
gene_4398215,2
gene_3524336,2
gene_1920284,2
gene_3860649,2
gene_2321333,2
gene_2437006,2
gene_2896794,2
gene_3647332,2
gene_3401177,2
gene_2770808,2
gene_4013873,2
gene_2929969,2
gene_4366183,2
gene_3661578,2
gene_3451992,2
gene_2781441,2
gene_3555428,2
gene_3932731,2
gene_2318439,2
gene_4270569,2
gene_3815787,2
gene_4579378,2
gene_1987590,2
gene_3267088,2
gene_4190697,2
gene_3047001,2
gene_4276990,2
gene_4438967,2
gene_4027322,2
gene_4246481,2
gene_4033932,2
gene_4384753,2
gene_3074910,2
gene_3788308,2
gene_4033960,2
gene_4249931,2
gene_2986119,2
gene_3589507,2
gene_4080215,2
gene_3643392,2
gene_3621109,2
gene_2999523,2
gene_3661608,2
gene_4280338,2
gene_3101032,2
gene_3931360,2
gene_4510905,2
gene_3305252,2
gene_4283868,2
gene_3269130,2
gene_3239825,2
gene_4079465,2
gene_3163371,2
gene_3136764,2
gene_3129097,2
gene_3940835,2
gene_2343226,2
gene_3137479,2
gene_2877842,2
gene_4403478,2
gene_2868877,2
gene_3110874,2
gene_4202282,2
gene_3091336,2
gene_4189482,2
gene_4552301,2
gene_3477593,2
gene_4191590,2
gene_3287116,2
gene_2272582,2
gene_3588592,2
gene_3839456,2
gene_3485861,2
gene_2818240,2
gene_4364660,2
gene_3460435,2
gene_3919685,2
gene_4605230,2
gene_4483705,2
gene_4040792,2
gene_3897715,2
gene_4459091,2
gene_4380491,2
gene_3750147,2
gene_4116165,2
gene_3797664,2
gene_3712056,2
gene_4636819,2
gene_3204690,2
gene_3205656,2
gene_3425350,2
gene_3513786,2
gene_3378343,2
gene_3184828,2
gene_3409369,2
gene_4351790,2
45_GL0031050,2
gene_3718273,2
gene_4381854,2
gene_2586362,2
gene_2456450,2
gene_2416619,2
gene_3433932,2
gene_3677865,2
gene_4172651,2
gene_3024493,2
gene_3082679,2
gene_3780443,2
gene_2795540,2
gene_4452488,2
gene_3556033,2
gene_3797092,2
gene_4550063,2
gene_3877553,2
gene_4045106,2
gene_4001109,2
gene_3958539,2
gene_4626912,2
gene_4470927,2
gene_2451092,2
gene_3662900,2
gene_4166448,2
gene_3306092,2
gene_2906696,2
gene_3174030,2
gene_4147922,2
gene_4183778,2
gene_3469584,2
gene_3846261,2
gene_2240480,2
gene_4141615,2
gene_3219107,2
gene_3377753,2
gene_2732466,2
