gene,postFMT_4_ileum
gene_3185850,3
gene_4189059,3
gene_4422473,3
gene_4001226,3
gene_2876568,3
gene_3969320,3
gene_3474338,3
gene_2117759,3
gene_3546989,3
gene_4378441,3
gene_4409396,3
gene_3482188,3
gene_2954114,3
gene_3911914,3
gene_3798760,3
gene_4385557,3
gene_3288500,3
gene_3288256,3
gene_3980378,3
gene_3288088,3
gene_4344266,3
gene_4003714,3
gene_4381737,3
gene_4483373,3
gene_3514722,3
gene_2496826,3
gene_3135297,3
gene_2715648,3
gene_3399540,3
gene_4522182,3
gene_2895530,3
gene_4293531,3
gene_4376376,3
gene_3843112,3
gene_3514558,3
gene_3379164,3
gene_2375038,3
gene_3340188,3
gene_3723201,3
gene_3210308,3
gene_3676272,3
gene_2092282,3
gene_2044472,3
gene_2741876,3
gene_3045935,3
gene_2363815,3
gene_3411564,3
gene_3770991,3
gene_1919291,3
gene_3739988,3
gene_2269002,3
gene_3482882,3
gene_3797341,3
gene_3117581,3
gene_3319189,3
gene_3774424,3
gene_3207185,3
gene_3705931,3
gene_4623077,3
gene_3426315,3
gene_2960659,3
gene_3410166,3
gene_2530327,3
gene_2649452,3
gene_2860922,3
gene_3426231,3
gene_4137854,3
gene_3903675,3
gene_4242869,3
gene_4285448,3
gene_3507373,3
gene_2677841,3
gene_4461934,3
gene_2256373,3
gene_3345172,3
gene_4186313,3
gene_4462037,3
gene_2403342,3
gene_3943303,3
gene_3255012,3
gene_2901079,3
gene_3893636,3
gene_4084702,3
gene_4010589,3
gene_3877790,3
gene_3372002,3
gene_3314990,3
gene_2851590,3
gene_1987057,3
gene_3717460,3
gene_3632238,3
gene_4135243,3
gene_3923708,3
gene_3024313,3
gene_4428675,3
gene_3938674,3
gene_2094649,3
gene_2597007,3
gene_2854862,3
gene_3381016,3
gene_3147791,3
gene_3124574,3
gene_3672156,3
gene_3294975,3
gene_4557088,3
gene_2894072,3
gene_3150603,3
gene_3029355,3
gene_2210708,3
gene_2445867,3
gene_3561181,3
gene_3333706,3
gene_4638132,3
gene_3644768,3
gene_2989468,3
gene_3022788,3
gene_4481151,3
gene_4068295,3
gene_4334384,3
gene_3705715,3
gene_3133793,3
gene_2753959,3
gene_3068062,3
gene_3169921,3
gene_4311445,3
gene_4159173,3
gene_3940806,3
gene_2373257,3
gene_4539701,3
gene_3584067,3
gene_2009186,3
gene_2662066,3
gene_1118458,3
gene_3478254,3
gene_4507342,3
gene_1940524,3
gene_4397751,3
gene_2829044,3
gene_4251910,3
gene_2223546,3
gene_4167557,3
gene_2906720,3
gene_4561991,3
gene_3672712,3
gene_4295651,3
gene_3768236,3
gene_3196739,3
gene_3472645,3
gene_3045502,3
gene_3017619,3
gene_4295674,3
gene_4175326,3
gene_3872068,3
gene_4289951,3
gene_4275150,3
gene_3212728,3
gene_3167254,3
gene_3026904,3
gene_2743082,3
gene_4413869,3
gene_3126270,3
gene_4094726,3
gene_3257181,3
gene_4273934,3
gene_4628794,3
gene_3003770,3
gene_3868646,3
gene_3473942,3
gene_4590404,3
gene_4221878,3
gene_2741578,3
gene_3318996,3
gene_4440227,3
gene_2564745,3
gene_3834377,3
gene_3527098,3
gene_3733528,3
gene_3814989,3
gene_4446412,3
gene_1963318,3
gene_3728946,3
gene_4023889,3
gene_4504533,3
gene_3446202,3
gene_4419970,3
gene_2557882,3
gene_3876564,3
gene_3300743,3
gene_2893722,3
gene_2882372,3
gene_4024626,3
gene_3931077,3
gene_4175519,3
gene_4252851,3
gene_3796347,3
gene_2371860,3
gene_3994491,3
gene_4033912,3
gene_3550166,3
gene_2903224,3
gene_3950535,3
gene_3980726,3
gene_4461339,3
gene_3230398,3
gene_2801341,3
gene_1681818,3
gene_4288946,3
gene_4120114,3
gene_3073637,3
gene_3074368,3
gene_3918834,3
gene_3831974,3
gene_3407908,3
gene_3955826,3
gene_3776033,3
gene_3930452,3
gene_4253898,3
gene_3640643,3
gene_3844976,3
gene_4168357,3
gene_4317366,3
gene_3100614,3
gene_3905221,3
gene_4404715,3
gene_2879066,3
gene_3920342,3
gene_3447049,3
gene_3226811,3
gene_3658456,3
gene_3453742,3
gene_3739040,3
gene_2732423,3
gene_2080781,3
gene_2735131,3
gene_4187567,3
gene_3101532,3
gene_2369075,3
gene_4300570,3
gene_3943339,3
gene_4194783,3
gene_4011435,3
gene_3710135,3
gene_3392845,3
gene_4318754,3
gene_3258291,3
gene_4116957,3
gene_4492791,3
gene_3340295,3
gene_3864643,3
gene_3838033,3
gene_3048710,3
gene_2980841,3
gene_3015807,3
gene_3192525,3
gene_2372321,3
gene_4524539,3
gene_4113651,3
gene_2936679,3
gene_3181694,3
gene_2850672,3
gene_3656599,3
gene_4542121,3
gene_4407754,3
gene_2896168,3
gene_4213848,3
gene_2449160,3
gene_2420556,3
gene_2691316,3
gene_3272056,3
gene_4325099,3
gene_3881410,3
gene_4450161,3
gene_3526232,3
gene_3966991,3
gene_3667164,3
gene_4048871,3
gene_3049604,3
gene_3575271,3
gene_2566500,3
gene_4634717,3
gene_3113663,3
gene_2822226,3
gene_3948263,3
gene_4355572,3
gene_3821602,3
gene_4219122,3
gene_3435804,3
gene_4166117,3
gene_4244887,3
gene_3113788,3
gene_3818997,3
gene_2878444,3
gene_3770353,3
gene_3315116,3
gene_3374061,3
gene_3372454,3
gene_4528090,3
gene_3104964,3
gene_3088002,3
gene_4364924,3
gene_3045920,3
gene_4239631,3
gene_2567071,3
gene_3936134,3
gene_3937129,3
gene_3155895,3
gene_3729071,3
gene_3806203,3
gene_4073065,3
gene_3958275,3
gene_2937949,3
gene_3470816,3
gene_3161174,3
gene_2687342,3
gene_3852410,3
gene_3059773,3
gene_3288265,3
gene_4521699,3
gene_3362002,3
gene_4458930,3
gene_3687404,3
gene_4550835,3
gene_3407003,3
gene_3332456,3
gene_4173311,3
gene_4615847,3
gene_3166588,3
gene_4246099,3
gene_4181807,3
gene_3352556,3
gene_3904729,3
gene_3857176,3
gene_4158956,3
gene_2448376,3
gene_4384119,3
gene_3643667,3
gene_2647598,3
gene_3117300,3
gene_3782615,3
gene_3631427,3
gene_3629046,3
gene_3600772,3
gene_3498933,3
gene_3140039,3
gene_4343957,3
gene_3569669,3
gene_3424633,3
gene_4194706,3
gene_3052010,3
gene_3473229,3
gene_3209153,3
gene_3028999,3
gene_3202810,3
gene_4386771,3
gene_3133932,3
gene_4118213,3
gene_2649239,3
gene_3164431,3
gene_4498594,3
gene_3744617,3
gene_2809812,3
gene_4247584,3
gene_2994326,3
gene_2258523,3
gene_4201566,3
gene_2997168,3
gene_3052037,3
gene_3792530,3
gene_4283508,3
gene_2900590,3
gene_3641842,3
gene_2035268,3
gene_3396917,3
gene_4215316,3
gene_3138840,3
gene_2677796,3
gene_3804223,3
gene_4351591,3
gene_3949775,3
gene_2790528,3
gene_4471832,3
gene_1888004,3
gene_3725954,3
gene_3092843,3
gene_4128030,3
gene_3401034,3
gene_4540416,3
gene_3551654,3
gene_4202307,3
gene_2826153,3
gene_4161845,3
gene_4194733,3
gene_4360082,3
gene_4115554,3
gene_2695850,3
gene_4377230,3
gene_4250528,3
gene_3090186,3
gene_4536363,3
gene_4103436,3
gene_4225584,3
gene_4034398,3
gene_2994944,3
gene_2961483,3
gene_3926916,3
gene_4003612,3
gene_3605256,3
gene_4253023,3
gene_4486895,3
gene_2473237,3
gene_2971891,3
gene_2917058,3
gene_3758454,3
gene_3630637,3
gene_3086393,3
gene_2915461,3
gene_3610250,3
gene_4500796,3
gene_3208723,3
gene_4158123,3
gene_2561754,3
gene_3565928,3
gene_4455651,3
gene_3080720,3
gene_4330566,3
gene_4600868,3
gene_4293922,3
gene_3438915,3
gene_3175007,3
gene_3942504,3
gene_3369271,3
gene_2073408,3
gene_4518329,3
gene_4604953,3
gene_4243014,3
gene_3888209,3
gene_3391843,3
gene_4546201,3
gene_3536132,3
gene_3731782,3
gene_3378758,3
gene_3724200,3
gene_3286066,3
gene_3384084,3
gene_2499333,3
gene_2811454,3
gene_2994633,3
gene_4400354,3
gene_4519698,3
gene_3918286,3
gene_3238389,3
gene_4022336,3
gene_4256656,3
gene_2893516,3
gene_2076431,3
gene_3949163,3
gene_3062038,3
gene_4637660,3
gene_4225890,3
gene_4474558,3
gene_3486747,3
gene_2593207,3
gene_4554094,3
gene_4636288,3
gene_3582201,3
gene_3195970,3
gene_4070583,3
gene_3563269,3
gene_3122981,3
gene_3103603,3
gene_3889721,3
gene_3363491,3
gene_3160367,3
gene_3856105,3
gene_3041404,3
gene_4407254,3
gene_2792287,3
gene_2764628,3
gene_4272780,3
gene_2489999,3
gene_4557303,3
gene_3563398,3
gene_2792597,3
gene_3958899,3
gene_3701264,3
gene_3889720,3
gene_2964053,3
gene_3937563,3
gene_3456773,3
gene_2576932,3
gene_4288663,3
gene_4384123,3
gene_4581183,3
gene_2762823,3
gene_3059301,3
gene_4548505,3
gene_2993347,3
gene_3926542,3
gene_3453054,3
gene_4065429,3
gene_1675891,3
gene_2936342,3
gene_4612328,3
gene_4553774,3
gene_4508898,3
gene_3884083,3
gene_4207022,3
gene_3049563,3
gene_4504531,3
gene_4247258,3
gene_2885023,3
gene_4222343,3
gene_4369949,3
gene_3119423,3
gene_4387428,3
gene_3883583,3
gene_4579091,3
gene_2885605,3
gene_2373250,3
gene_4596724,3
gene_4197057,3
gene_4293819,3
gene_2528510,3
gene_3041821,3
gene_3634974,3
gene_4292600,3
gene_3367859,3
gene_2577269,3
gene_4355535,3
gene_3377708,3
gene_3572770,3
gene_3987601,3
gene_2876059,3
gene_3527581,3
gene_4026804,3
gene_4212211,3
gene_4162926,3
gene_2853525,3
gene_3707370,3
gene_3786874,3
gene_3230016,3
gene_3004675,3
gene_4348786,3
gene_2672650,3
gene_4275883,3
gene_1913285,3
gene_4010590,3
gene_4447611,3
gene_3778472,3
gene_2555990,3
gene_3407005,3
gene_3007168,3
gene_3035567,3
gene_3609133,3
gene_3893098,3
gene_4243550,3
gene_2568082,3
gene_4626563,3
gene_2768613,3
gene_4363842,3
gene_3428976,3
gene_3780590,3
gene_2673433,3
gene_3545738,3
gene_3677327,3
gene_3317706,3
gene_2289451,3
gene_3913698,3
gene_3771433,3
gene_3551885,3
gene_2699181,3
gene_4569442,3
gene_2929818,3
gene_2981834,3
gene_4296652,3
gene_3640630,3
gene_3460864,3
gene_3408417,3
gene_3884815,3
gene_2037782,3
gene_2769696,3
gene_3104254,3
gene_3365238,3
gene_4483191,3
gene_2817405,3
gene_4529859,3
gene_4342714,3
gene_3415634,3
gene_3370874,3
gene_4077636,3
gene_4098576,3
gene_4587531,3
gene_2939880,3
gene_3973174,3
gene_4349264,3
gene_4135227,3
gene_4449489,3
gene_4279233,3
gene_2098571,3
gene_3646784,3
gene_4374009,3
gene_3181503,3
gene_3974206,3
gene_4235424,3
gene_4157365,3
gene_3073294,3
gene_4379802,3
gene_4527277,3
gene_4329314,3
gene_4126028,3
gene_2913863,3
gene_4198463,3
gene_3644439,3
gene_3286421,3
gene_3326552,3
gene_2847625,3
gene_2610781,3
gene_3955549,3
gene_2273107,3
gene_2984559,3
gene_2742165,3
gene_3548784,3
gene_3500266,3
gene_3796947,3
gene_4279001,3
gene_3894382,3
gene_2896807,3
gene_3919782,3
gene_4307239,3
gene_3555083,3
gene_2588645,3
gene_3366453,3
gene_3812270,3
gene_3959207,3
gene_2739687,3
gene_3060974,3
gene_2772025,3
gene_3088301,3
gene_3841287,3
gene_3012648,3
gene_3410941,3
gene_2734720,3
gene_3555877,3
gene_3884449,3
gene_4308728,3
gene_3591365,3
gene_2950613,3
gene_3201218,3
gene_4512325,3
gene_3819727,3
gene_3476379,3
gene_4585941,3
gene_2830504,3
gene_3877260,3
gene_2480997,3
gene_2667099,3
gene_2622803,3
gene_4247017,3
gene_3296138,3
gene_2665258,3
gene_3787756,3
gene_4131608,3
gene_4498289,3
gene_3959698,3
gene_3082471,3
gene_3143428,3
gene_3676887,3
gene_2582363,3
gene_3325996,3
gene_3159789,3
gene_3292664,3
gene_4293930,3
gene_2362826,3
gene_4620727,3
gene_4036178,3
gene_3749677,3
gene_4431315,3
gene_4302464,3
gene_3467567,3
gene_3690524,3
gene_4016061,3
gene_3099266,3
gene_1569208,3
gene_4140705,3
gene_3649485,3
gene_4555941,3
gene_4183622,3
gene_4483704,3
gene_2617534,3
gene_4606254,3
gene_2194524,3
gene_2943789,3
gene_2312858,3
gene_3138772,3
gene_4201001,3
gene_1683347,3
gene_3360900,3
gene_2894256,3
gene_2056235,3
gene_3586374,3
gene_4604161,3
gene_3260960,3
gene_2732435,3
gene_2836121,3
gene_2911848,3
gene_4205433,3
gene_4453819,3
gene_4493658,3
gene_2197329,3
gene_2436311,3
gene_4568900,3
gene_4032409,3
gene_4199080,3
gene_2730437,3
gene_3301611,3
gene_4354298,3
gene_4596725,3
gene_4417309,3
gene_4567955,3
gene_2308891,3
gene_3944731,3
gene_4314858,3
gene_2668674,3
gene_3955005,3
gene_3301824,3
gene_3400876,3
gene_3768802,3
gene_4307045,3
gene_3531074,3
gene_4560839,3
gene_2903040,3
gene_4470801,3
gene_4496962,3
gene_4175757,3
gene_3277647,3
gene_4022016,3
gene_4595709,3
gene_2913910,3
gene_2517051,3
gene_3702396,3
gene_3201844,3
gene_3705588,3
gene_3576283,3
gene_3987480,3
gene_4000967,3
gene_2781447,3
gene_4570436,3
gene_2577232,3
gene_2487702,3
gene_4057717,3
gene_4161708,3
gene_2318164,3
gene_2705790,3
gene_4638376,3
gene_3845206,3
gene_3597976,3
gene_4036384,3
gene_2303739,3
gene_3801271,3
gene_3138358,3
gene_4594052,3
gene_4112578,3
gene_2434671,3
gene_4451799,3
gene_4028443,3
gene_3755850,3
gene_3998236,3
gene_4579526,3
gene_3322036,3
gene_4390606,3
gene_2168113,3
gene_2374254,3
gene_3445576,3
gene_2773230,3
gene_4161499,3
gene_3001359,3
gene_4565526,3
gene_3750841,3
gene_4426313,3
gene_3714060,3
gene_4367945,3
gene_4404197,3
gene_3506601,3
gene_3408416,3
gene_3422028,3
gene_3761425,3
gene_4364881,3
gene_4121348,3
gene_3269152,3
gene_3020832,3
gene_4308074,3
gene_2155057,3
gene_3405947,3
gene_2659615,3
gene_4019953,3
gene_2963076,3
gene_2383975,3
gene_3845579,3
gene_4266489,3
gene_4180221,3
gene_3605155,3
gene_4399865,3
gene_3939418,3
gene_2920331,3
gene_4535679,3
gene_4141217,3
gene_2746824,3
gene_3291758,3
gene_3867003,3
gene_2879238,3
gene_1997603,3
gene_3654401,3
gene_4503538,3
gene_3499508,3
gene_4291549,3
gene_2828060,3
gene_2812740,3
gene_4212238,3
gene_3993590,3
gene_2300124,3
gene_3583362,3
gene_2311021,3
gene_3978842,3
gene_4225023,3
gene_2574603,3
gene_4207467,3
gene_4156881,3
gene_3110131,3
gene_4122791,3
gene_4576656,3
gene_3655170,3
gene_3897388,3
gene_3293064,3
gene_2846396,3
gene_3059679,3
gene_2999081,3
gene_2821449,3
gene_4221613,3
gene_3896816,3
gene_4172077,3
gene_4107575,3
gene_3923885,3
gene_3104020,3
gene_3656854,3
gene_4606713,3
gene_3370842,3
gene_3750992,3
gene_4560835,3
gene_3128595,3
gene_3429925,3
gene_4130319,3
gene_4129312,3
gene_4587355,3
gene_3816737,3
gene_2968272,3
gene_4435797,3
gene_2634226,3
gene_3455947,3
gene_2512333,3
gene_4261762,3
gene_2707122,3
gene_2727868,3
gene_3336793,3
gene_3894486,3
gene_3306171,3
gene_4564484,3
gene_3577862,3
gene_3262786,3
gene_2681848,3
gene_4045091,3
gene_3610297,3
gene_3151791,3
gene_3913748,3
gene_3846801,3
gene_4266069,3
gene_3765783,3
gene_2943867,3
gene_2627910,3
gene_2914125,3
gene_4439449,3
gene_2930287,3
gene_3424599,3
gene_4170148,3
gene_3688966,3
gene_3406174,3
gene_3795101,3
gene_4316789,3
gene_4085517,3
gene_4285196,3
gene_4064376,3
gene_3731300,3
gene_3833348,3
gene_3917795,3
gene_2529262,3
gene_3198636,3
gene_2835053,3
gene_3462428,3
gene_4279400,3
gene_3338376,3
gene_4177296,3
gene_3773617,3
gene_4378173,3
gene_3953110,3
gene_2074245,3
gene_4107817,3
gene_3437404,3
gene_3089761,3
gene_3240223,3
gene_3337088,3
gene_4445094,3
gene_1777679,3
gene_4193294,3
gene_4368121,3
gene_3850366,3
gene_4478037,3
gene_2041095,3
gene_1831877,3
gene_2704690,3
gene_3822158,3
gene_2752360,3
gene_4315638,3
gene_3944217,3
gene_2025601,3
gene_1831874,3
gene_4434335,3
gene_2688640,3
gene_3486413,3
gene_3263866,3
gene_4449227,3
gene_2889200,3
gene_4186089,3
gene_4444672,3
gene_4203171,3
gene_3723794,3
gene_3299783,3
gene_3784711,3
gene_3903295,3
gene_2374225,3
gene_3133905,3
gene_4002330,3
gene_3227353,3
gene_4376590,3
gene_2907480,3
gene_3963611,3
gene_4528134,3
gene_3476880,3
gene_3068855,3
gene_4061079,3
gene_1917429,3
gene_2203303,3
gene_4553834,3
gene_3512331,3
gene_3663917,3
gene_2120958,3
gene_3911228,3
gene_4611881,3
gene_4104683,3
gene_4039591,3
gene_4526579,3
gene_3611157,3
gene_3437951,3
gene_2775340,3
gene_4114189,3
gene_3133792,3
gene_3500409,3
gene_4465585,3
gene_3149931,3
gene_3383884,3
gene_2902841,3
gene_3559178,3
gene_3443930,3
gene_3245687,3
gene_3722863,3
gene_4458970,3
gene_4580230,3
gene_4466157,3
gene_3410340,3
gene_2889089,3
gene_3396395,3
gene_4602751,3
gene_2794443,3
gene_4412606,3
gene_4268543,3
gene_4269607,3
gene_3410151,3
gene_3842470,3
gene_3423319,3
gene_3005684,3
gene_4406126,3
gene_4106092,3
gene_3916637,3
gene_3691266,3
gene_4528598,3
gene_4583620,3
gene_4452142,3
gene_3468195,3
gene_4104708,3
gene_4141700,3
gene_3179266,3
gene_4595049,3
gene_3064815,3
gene_3699712,3
gene_3575389,3
gene_3162227,3
gene_4413079,3
gene_3761210,3
gene_4519232,3
gene_3761766,3
gene_3046646,3
gene_4403829,3
gene_4562191,3
gene_4157869,3
gene_3450397,3
gene_2241566,3
gene_3824254,3
gene_4501063,3
gene_3080677,3
gene_2582948,3
gene_3727213,3
gene_4366421,3
gene_3081638,3
gene_3552124,3
gene_4416069,3
gene_2400367,3
gene_3016043,3
gene_3704261,3
gene_3188915,3
gene_3309155,3
gene_3152303,3
gene_4602741,3
gene_4307218,3
gene_3481509,3
gene_4399121,3
gene_4150029,3
gene_2565365,3
gene_3315837,3
gene_3720957,3
gene_4543205,3
gene_2624955,3
gene_3460245,3
gene_3895411,3
gene_4572680,3
gene_3750769,3
gene_3912470,3
gene_3531722,3
gene_3452673,3
gene_3841948,3
gene_4457648,3
gene_3495992,3
gene_3851029,3
gene_3573679,3
gene_4339079,3
gene_3446613,3
gene_3052285,3
gene_3621493,3
gene_3591349,3
gene_3807305,3
gene_4235391,3
gene_4240733,3
gene_3900357,3
gene_4092426,3
gene_4363663,3
gene_3039837,3
gene_3872109,3
gene_2781951,3
gene_3138573,3
gene_4345804,3
gene_3189629,3
gene_2326678,3
gene_3237990,3
gene_1694354,3
gene_3472989,3
gene_3196045,3
gene_4201025,3
gene_3916469,3
gene_3903512,3
gene_2772170,3
gene_2643185,3
gene_3727173,3
gene_3677326,3
gene_2513302,3
gene_2442431,3
gene_3739518,3
gene_3792184,3
gene_4117858,3
gene_2434533,3
gene_3986027,3
gene_2855776,3
gene_3369540,3
gene_3589085,3
gene_3508900,3
gene_4250639,3
gene_3438488,3
gene_2913668,3
gene_3808127,3
gene_4505385,3
gene_3825290,3
gene_4136740,3
gene_3942569,3
gene_4616381,3
gene_4431294,3
gene_2053281,3
gene_4216145,3
gene_4442158,3
gene_2285557,3
gene_4490652,3
gene_3971357,3
gene_3546949,3
gene_3972225,3
gene_2387425,3
gene_4327826,3
gene_4578430,3
gene_3912757,3
gene_3495261,3
gene_4457231,3
gene_3800985,3
gene_2121364,3
gene_3540772,3
gene_3971230,3
gene_2893686,3
gene_4134867,3
gene_4455583,3
gene_4241660,3
gene_3780584,3
gene_3767936,3
gene_4268142,3
gene_4560427,3
gene_4323953,3
gene_3082108,3
gene_3659558,3
gene_3075646,3
gene_4457583,3
gene_4061525,3
gene_4447796,3
gene_3996096,3
gene_4071949,3
gene_3654488,3
gene_2608747,3
gene_4399711,3
gene_2704153,3
gene_3742042,3
gene_2909682,3
gene_3778076,3
gene_3882513,3
gene_4500584,3
gene_4105892,3
gene_3694626,3
gene_4575829,3
gene_3606167,3
gene_3473313,3
gene_4195005,3
gene_3705910,3
gene_4135301,3
gene_3624893,3
gene_3840998,3
gene_4630270,3
gene_4099706,3
gene_3927840,3
gene_2677153,3
gene_2676065,3
gene_3225782,3
gene_3505351,3
gene_4316199,3
gene_4454398,3
gene_4439407,3
gene_3957042,3
gene_4239933,3
gene_4615947,3
gene_3634750,3
gene_2670045,3
gene_3607416,3
gene_3646684,3
gene_3165801,3
gene_4477837,3
gene_3110097,3
gene_4165702,3
gene_4281993,3
gene_3156207,3
gene_3240296,3
gene_4006462,3
gene_3958989,3
gene_3820342,3
gene_3923707,3
gene_3412852,3
gene_2899876,3
gene_1599477,3
gene_2938894,3
gene_4449467,3
gene_4614158,3
gene_2884768,3
gene_3010449,3
gene_3477526,3
gene_3737338,3
gene_3959748,3
gene_2766379,3
gene_3085891,3
gene_2961286,3
gene_3565238,3
gene_3135442,3
gene_3607455,3
gene_2927417,3
gene_3917245,3
gene_3903914,3
gene_2948016,3
gene_3911589,3
gene_3478431,3
gene_2413294,3
gene_3241251,3
gene_1930599,3
gene_3084576,3
gene_4028433,3
gene_4447171,3
gene_2691446,3
gene_4173427,3
gene_4404958,3
gene_2968554,3
gene_4172668,3
gene_4161946,3
gene_4436857,3
gene_3298122,3
gene_3623558,3
gene_2710263,3
gene_4468784,3
gene_4224611,3
gene_3945142,3
gene_4310321,3
gene_3418776,3
gene_2850033,3
gene_2512567,3
gene_4267029,3
gene_3518999,3
gene_4128773,3
gene_3319031,3
gene_3597268,3
gene_4187486,3
gene_4408788,3
gene_3896769,3
gene_2244567,3
gene_3651080,3
gene_3811204,3
gene_3292148,3
gene_3986748,3
gene_3198174,3
gene_4082875,3
gene_4538477,3
gene_4105321,3
gene_4131698,3
gene_4455187,3
gene_3371862,3
gene_3275585,3
gene_3787537,3
gene_2201066,3
gene_3494557,3
gene_4056870,3
gene_4614055,3
gene_3435802,3
gene_3852724,3
gene_4387822,3
gene_4503869,3
gene_3531179,3
gene_4217855,3
gene_3498599,3
gene_3326458,3
gene_2967049,3
gene_4243855,3
gene_4297343,3
gene_3636678,3
gene_3577483,3
gene_2551475,3
gene_2686220,3
gene_2769531,3
gene_3329331,3
gene_4254613,3
gene_3635030,3
gene_4355095,3
gene_3240945,3
gene_3080897,3
gene_4595140,3
gene_2733334,3
gene_4323288,3
gene_2412840,3
gene_3340903,3
gene_4468962,3
gene_3406560,3
gene_2532259,3
gene_3173027,3
gene_4422531,3
gene_4344520,3
gene_3494111,3
gene_4442411,3
gene_4003846,3
gene_4359971,3
gene_2833274,3
gene_2342986,3
gene_3103877,3
gene_2548836,3
gene_3917159,3
gene_3760119,3
gene_3377586,3
gene_3575974,3
gene_4565209,3
gene_3855222,3
gene_4106768,3
gene_2926448,3
gene_3041101,3
gene_4344775,3
gene_2762238,3
gene_1454869,3
gene_4507733,3
gene_2026261,3
gene_3077377,3
gene_4361350,3
gene_4096981,3
gene_4578099,3
gene_4035203,3
gene_3666073,3
gene_4176876,3
gene_3476631,3
gene_3582679,3
gene_4112069,3
gene_2821709,3
gene_4509755,3
gene_2625122,3
gene_4549416,3
gene_3474745,3
gene_4521285,3
gene_3315360,3
gene_3798622,3
gene_2336315,3
gene_2913086,3
gene_2236720,3
gene_4456851,3
gene_4235911,3
gene_2947653,3
gene_1890321,3
gene_3113583,3
gene_3223094,3
gene_2300122,3
gene_2995968,3
gene_4322557,3
gene_3189536,3
gene_4397604,3
gene_3826456,3
gene_4370096,3
gene_3799898,3
gene_2969818,3
gene_3061834,3
gene_2446965,3
gene_4148984,3
gene_4025970,3
gene_3594263,3
gene_1722363,3
gene_2238999,3
gene_2525463,3
gene_2032215,3
gene_3329271,3
gene_2811929,3
gene_3792183,3
gene_3851043,3
gene_3374138,3
gene_3567747,3
gene_4427970,3
gene_4303603,3
gene_3006021,3
gene_4062003,3
gene_3944987,3
gene_2596957,3
gene_3634141,3
gene_3044305,3
gene_3164108,3
gene_4074250,3
gene_3806524,3
gene_3589301,3
gene_4172405,3
gene_3019888,3
gene_3205101,3
gene_3568756,3
gene_3834748,3
gene_2923199,3
gene_4388748,3
gene_4201128,3
gene_2552962,3
gene_3279871,3
gene_4581143,3
gene_4302344,3
gene_4064843,3
gene_3475434,3
gene_4375905,3
gene_2650337,3
gene_2485491,3
gene_3779754,3
gene_3533925,3
gene_3849040,3
gene_1898782,3
gene_4243357,3
gene_3546313,3
gene_2989549,3
gene_3998112,3
gene_3250447,3
gene_2264926,3
gene_3991229,3
gene_1839335,3
gene_4421685,3
gene_4143219,3
gene_4150003,3
gene_3426838,3
gene_4563443,3
gene_4080051,3
gene_3889045,3
gene_3530138,3
gene_3874546,3
gene_3553576,3
gene_3842075,3
gene_3538158,3
gene_1865945,3
gene_4522228,3
gene_4125572,3
gene_2552707,3
gene_3179999,3
gene_3541742,3
gene_3179203,3
gene_4184203,3
gene_3695815,3
gene_3969002,3
gene_2876147,3
gene_3391611,3
gene_3219467,3
gene_4230855,3
gene_3610944,3
gene_4622155,3
gene_4481955,3
gene_2103493,3
gene_4260200,3
gene_4619500,3
gene_3549426,3
gene_2416715,3
gene_4187523,3
gene_3384869,3
gene_3450623,3
gene_4571716,3
gene_2784390,3
gene_3489974,3
gene_3598858,3
gene_4050757,3
gene_3413340,3
gene_2693595,3
gene_3390530,3
gene_3395240,3
gene_4098401,3
gene_4263366,3
gene_2450882,3
gene_3943411,3
gene_3088851,3
gene_3677692,3
gene_3223092,3
gene_4603282,3
gene_3596016,3
gene_3301073,3
gene_4251043,3
gene_2582623,3
gene_2910529,3
gene_4429577,3
gene_2743913,3
gene_4101532,3
gene_4442240,3
gene_2817329,3
gene_3061501,3
gene_3340374,3
gene_2423488,3
gene_2985392,3
gene_3180841,3
gene_3636183,3
gene_3833122,3
gene_2635069,3
gene_3836033,3
gene_4241136,3
gene_2551474,3
gene_2778744,3
gene_3457440,3
gene_3482861,3
gene_3450398,3
gene_2427350,3
gene_3971122,3
gene_4139988,3
gene_3609984,3
gene_4211793,3
gene_2782506,3
gene_3868815,3
gene_3535267,3
gene_3687069,3
gene_2958578,3
gene_4441508,3
gene_3614670,3
gene_3336401,3
gene_4478731,3
gene_2785438,3
gene_2653959,3
gene_4289092,3
gene_4188880,3
gene_4529439,3
gene_4283618,3
gene_3755805,3
gene_3056855,3
gene_4145622,3
gene_3899420,3
gene_4157780,3
gene_4614348,3
gene_4345610,3
gene_2365346,3
gene_2982381,3
gene_2624435,3
gene_4132978,3
gene_4563331,3
gene_4202383,3
gene_3082914,3
gene_2929438,3
gene_4329683,3
gene_4494022,3
gene_4634441,3
gene_3815046,3
gene_2698291,3
gene_3127213,3
gene_3343652,3
gene_2445863,3
gene_3147697,3
gene_1594206,3
gene_3456654,3
gene_2849861,3
gene_3939755,3
gene_2937963,3
gene_4278747,3
gene_4564379,3
gene_4138293,3
gene_4199208,3
gene_3401418,3
gene_4399928,3
gene_3950572,3
gene_3803039,3
gene_3809112,3
gene_4323936,3
gene_3406992,3
gene_4563176,3
gene_3902712,3
gene_2125246,3
gene_3331283,3
gene_4201662,3
gene_4264236,3
gene_4309042,3
gene_4449016,3
gene_3717220,3
gene_3911783,3
gene_4173543,3
gene_3025105,3
gene_3922102,3
