gene,postFMT_1_duodenum
gene_4546201,5
gene_3366546,5
gene_2417481,5
gene_3597042,5
gene_2421354,5
gene_4358968,5
gene_3982735,5
gene_3819286,5
gene_2406309,5
gene_3993590,5
gene_3789848,5
gene_3347027,5
gene_3591487,5
gene_3963949,5
gene_3468723,5
gene_3468370,5
gene_3647347,5
gene_2632452,5
gene_3025353,5
gene_3399025,5
gene_3870296,5
gene_4488176,5
gene_3855222,5
gene_3962680,5
gene_3837021,5
gene_4605230,5
gene_3819273,5
gene_4072759,5
gene_3637022,5
gene_3806288,5
gene_2844271,5
gene_3674111,5
gene_2472236,5
gene_1991098,5
gene_4141366,5
gene_3914787,5
gene_3122599,5
gene_3882137,5
gene_4084793,5
gene_3973823,5
gene_3639749,5
gene_3761972,5
gene_3541075,5
gene_3905805,5
gene_2559497,5
gene_3871888,5
gene_4564090,5
gene_4252979,5
gene_2322963,5
gene_3000842,5
gene_4288403,5
gene_4167100,5
gene_2331087,5
gene_3493651,5
gene_4317332,5
gene_3126691,5
gene_4080544,5
gene_3334957,5
gene_2796597,5
gene_3956392,5
gene_3585893,5
gene_2186522,5
gene_3665853,5
gene_4100760,5
gene_4045951,5
gene_4177581,5
gene_4350828,5
gene_3627387,5
gene_4488076,5
gene_3731140,5
gene_3866691,5
gene_3299384,5
gene_4050405,5
gene_3485965,5
45_GL0031050,5
gene_3292703,5
gene_2756977,5
gene_4350716,5
gene_3182179,5
gene_3918768,5
gene_3757327,5
gene_2061469,5
gene_3140389,5
gene_4459996,5
gene_2315506,5
gene_1686480,5
gene_3569339,5
gene_3009606,5
gene_4520801,5
gene_2581602,5
gene_4478292,5
gene_4343260,5
gene_3024768,5
gene_3199384,5
gene_3777881,5
gene_3995245,5
gene_3323944,5
gene_3140915,5
gene_4602516,5
gene_4106638,5
gene_4140334,5
gene_4225431,5
gene_2332316,5
gene_3953876,5
gene_4496030,5
gene_4584470,5
gene_4449247,5
gene_3324866,5
gene_2810609,5
gene_3813750,5
gene_4446715,5
gene_2287782,5
gene_3138770,5
gene_4208211,5
gene_4172859,5
gene_4180223,5
gene_2579638,5
gene_2310132,5
gene_3902596,5
gene_4601465,5
gene_3385970,5
gene_3819569,5
gene_2352041,5
gene_3398908,5
gene_3558415,5
gene_4211946,5
gene_3090224,5
gene_3990143,5
gene_3663190,5
gene_4011889,5
gene_2264558,5
gene_3852410,5
gene_3596716,5
gene_3756221,5
gene_4421389,5
gene_3177357,5
gene_3586809,5
gene_2771984,5
gene_4413289,5
gene_3399176,5
gene_2662133,5
gene_4223276,5
gene_3743374,5
gene_3656053,5
gene_4478336,5
gene_4295941,5
gene_2807267,5
gene_4003224,5
gene_3518161,5
gene_2931975,5
gene_4264242,5
gene_4545815,5
gene_2588406,5
gene_4240212,5
gene_3778490,5
gene_3282287,5
gene_4597645,5
gene_3323527,5
gene_4341211,5
gene_4036180,5
gene_4185665,5
gene_3649363,5
gene_2829013,5
gene_3435553,5
gene_3645810,5
gene_4319860,5
gene_3293545,5
gene_2389395,5
gene_2154953,5
gene_4085228,5
gene_3094083,5
gene_3230868,5
gene_3736776,5
gene_2651460,5
gene_4112272,5
gene_4379992,5
gene_4375203,5
gene_3001915,5
gene_3348441,5
gene_4636162,5
gene_4337714,5
gene_4133788,5
gene_4052089,5
gene_4520651,5
gene_2785707,5
gene_3104047,5
gene_3783259,5
gene_3515779,5
gene_4047181,5
gene_2906281,5
gene_3402397,5
gene_3018322,5
gene_3628128,5
gene_4451725,5
gene_4539211,5
gene_2580696,5
gene_3326294,5
gene_3975769,5
gene_3432973,5
gene_4199299,5
gene_4364548,5
gene_4009187,5
gene_3162782,5
gene_4401159,5
gene_4599918,5
gene_4001432,5
gene_3815787,5
gene_3836673,5
gene_3419481,5
gene_4440720,5
gene_3921993,5
gene_3940279,5
gene_3797634,5
gene_4312939,5
gene_3044633,5
gene_2314454,5
gene_3182125,5
gene_4353920,5
gene_2891540,5
gene_3556345,5
gene_3323215,5
gene_3936441,5
gene_4036564,5
gene_2976403,5
gene_2641975,5
gene_3648962,5
gene_2560646,5
gene_2830441,5
gene_3736581,5
gene_4565887,5
gene_3930808,5
gene_4213761,5
gene_3637986,5
gene_3435019,5
gene_3902447,5
gene_4222413,5
gene_2237666,5
gene_3098587,5
gene_3968614,5
gene_2125511,5
gene_3732597,5
gene_2903748,5
gene_3867330,5
gene_4140293,5
gene_4131438,5
gene_3508914,5
gene_3746537,5
gene_4616406,5
gene_2653561,5
gene_4311460,5
gene_2641540,5
gene_3717949,5
gene_4571272,5
gene_4049619,5
gene_3351629,5
gene_4267040,5
gene_4348356,5
gene_2434831,5
gene_4128774,5
gene_3814562,5
gene_4487874,5
gene_3387087,5
gene_4624906,5
gene_3826401,5
gene_3834256,5
gene_4297916,5
gene_3663120,5
gene_4379527,5
gene_3189160,5
gene_4483511,5
gene_4612617,5
gene_3093155,5
gene_3214944,5
gene_2162826,5
gene_3791637,5
gene_4597486,5
gene_4140422,5
gene_4162374,5
gene_2691588,5
gene_4190583,5
gene_3981534,5
gene_4018741,5
gene_3281135,5
gene_3966310,5
gene_3585202,5
gene_3199508,5
gene_4328960,5
gene_4602897,5
gene_4587501,5
gene_3473589,5
gene_4165891,5
gene_2999125,5
gene_3929885,5
gene_3218048,5
gene_3165096,5
gene_4364529,5
gene_4082994,5
gene_3307183,5
gene_4355435,5
gene_4202144,5
gene_3448290,5
gene_3914873,5
gene_3179973,5
gene_3699583,5
gene_2639620,5
gene_4033932,5
gene_3301309,5
gene_3995317,5
gene_2724992,5
gene_3531143,5
gene_3085182,5
gene_4461001,5
gene_3363915,5
gene_3786916,5
gene_3426312,5
gene_2830849,5
gene_4217853,5
gene_4345313,5
gene_3096608,5
gene_2599859,5
gene_2554233,5
gene_3201913,5
gene_3000250,5
gene_3535974,5
gene_3173843,5
gene_2195291,5
gene_4483130,5
gene_4599897,5
gene_3907330,5
gene_3901284,5
gene_4507416,5
gene_3642851,5
gene_3623835,5
gene_3039791,5
gene_3922340,5
gene_4350612,5
gene_2983957,5
gene_3402849,5
gene_3623534,5
gene_3499129,5
gene_4530280,5
gene_4505467,5
gene_3250200,5
gene_4291115,5
gene_3951863,5
gene_4539258,5
gene_2575777,5
gene_4439277,5
gene_4576087,5
gene_4000359,5
gene_4444132,5
gene_3474710,5
gene_3004885,5
gene_4239608,5
gene_3322976,5
gene_3263250,5
gene_3938629,5
gene_3368219,5
gene_3549262,5
gene_4339079,5
gene_4479456,5
gene_4381933,5
gene_2990419,5
gene_2910670,5
gene_4022898,5
gene_2641949,5
gene_4015769,5
gene_2751861,5
gene_4326175,5
gene_2443341,5
gene_4117532,5
gene_4121586,5
gene_3822880,5
gene_2951642,5
gene_3058400,5
gene_3796276,5
gene_2391667,5
gene_4132339,5
gene_4503945,5
gene_4632449,5
gene_2220954,5
gene_3763141,5
gene_3578974,5
gene_4511229,5
gene_4602303,5
gene_3293415,5
gene_2694114,5
gene_2771359,5
gene_3910917,5
gene_4060361,5
gene_3379923,5
gene_2518569,5
gene_3902024,5
gene_4223543,5
gene_4218423,5
gene_4087102,5
gene_3348900,5
gene_2645005,5
gene_4072667,5
gene_2666610,5
gene_2145872,5
gene_4606427,5
gene_4318444,5
gene_2693293,5
gene_3407796,5
gene_3868628,5
gene_3282428,5
gene_2939638,5
gene_4563330,5
gene_4598764,5
gene_3867754,5
gene_3832086,5
gene_2959817,5
gene_3794666,5
gene_3906201,5
gene_2664501,5
gene_4135768,5
gene_3457499,5
gene_3085502,5
gene_1540048,5
gene_2879400,5
gene_4457562,5
gene_4114871,5
gene_4594266,5
gene_2906447,5
gene_4036529,5
gene_3266823,5
gene_4032248,5
gene_3216995,5
gene_2267082,5
gene_3664033,5
gene_3718558,5
gene_3329789,5
gene_3936828,5
gene_2106671,5
gene_3172031,5
gene_3620114,5
gene_3937898,5
gene_3678157,5
gene_3948947,5
gene_1760259,5
gene_4046051,5
gene_3520727,5
gene_3278671,5
gene_3913315,5
gene_4506082,5
gene_3213652,5
gene_3190220,5
gene_3399020,5
gene_2684851,5
gene_3852725,5
gene_3846754,5
gene_3323491,5
gene_2880346,5
gene_2402976,5
gene_4582981,5
gene_3149854,5
gene_4527245,5
gene_4302571,5
gene_4595629,5
gene_4368797,5
gene_3279273,5
gene_3844364,5
gene_2227731,5
gene_2830850,5
gene_4276555,5
gene_2696417,5
gene_4160907,5
gene_3464568,5
gene_2528069,5
gene_2882199,5
gene_3914981,5
gene_2859678,5
gene_4269943,5
gene_4041300,5
gene_2598022,5
gene_3591397,5
gene_3901177,5
gene_3448102,5
gene_3780486,5
gene_3559774,5
gene_3808659,5
gene_3901468,5
gene_2883363,5
gene_2596649,5
gene_2263113,5
gene_3191009,5
gene_3484988,5
gene_3709895,5
gene_2985059,5
gene_4338187,5
gene_4479318,5
gene_3139613,5
gene_3707016,5
gene_2337303,5
gene_3190598,5
gene_3151186,5
gene_4050455,5
gene_4217584,5
gene_3493882,5
gene_3475193,5
gene_3066632,5
gene_3124860,5
gene_3693118,5
gene_4248859,5
gene_2680519,5
gene_4346416,5
gene_2880064,5
gene_4115052,5
gene_3952829,5
gene_3333129,5
gene_3412603,5
gene_3846261,5
gene_3930650,5
gene_4578232,5
gene_3062086,5
gene_4323733,5
gene_3426315,5
gene_4409370,5
gene_3117389,5
gene_3015669,5
gene_2841985,5
gene_2468763,5
gene_3036388,5
gene_3689753,5
gene_4298430,5
gene_3813295,5
gene_4084191,5
gene_4095100,5
gene_4505483,5
gene_4256312,5
gene_3441045,5
gene_3179231,5
gene_2323831,5
gene_2778094,5
gene_2406310,5
gene_4574379,5
gene_3309976,5
gene_3536941,5
gene_2916306,5
gene_3763826,5
gene_4410988,5
gene_3070268,5
gene_2860144,5
gene_2988866,5
gene_1609471,5
gene_3893608,5
gene_4025430,5
gene_4150108,5
gene_3393854,5
gene_4568966,5
gene_2460427,5
gene_3460864,5
gene_4565487,5
gene_2691148,5
gene_1987196,5
gene_4409228,5
gene_2944149,5
gene_2454660,5
gene_2716949,5
gene_4334694,5
gene_2527661,5
gene_4206411,5
gene_4240692,5
gene_3545841,5
gene_3012786,5
gene_4331197,5
gene_4429386,5
gene_4432807,5
gene_2662878,5
gene_3257120,5
gene_3432555,5
gene_2718423,5
gene_1944096,5
gene_3540509,5
gene_3787226,5
gene_4632244,5
gene_3984446,5
gene_4158952,5
gene_4285589,5
gene_3174982,5
gene_3624417,5
gene_3870384,5
gene_3070194,5
gene_2586120,5
gene_2702665,5
gene_4257980,5
gene_3071583,5
gene_2666255,5
gene_4232095,5
gene_2921320,5
gene_3201910,5
gene_3001991,5
gene_3409435,5
gene_4552610,5
gene_2979092,5
gene_3669808,5
gene_3835652,5
gene_2602593,5
gene_3539771,5
gene_4344301,5
gene_2860804,5
gene_3172269,5
gene_4350851,5
gene_4613206,5
gene_2829234,5
gene_2310366,5
gene_4470911,5
gene_3507458,5
gene_2573390,5
gene_2100757,5
gene_4040882,5
gene_4458949,5
gene_4083505,5
gene_3054930,5
gene_3898279,5
gene_3356305,5
gene_4055583,5
gene_3383312,5
gene_2794654,5
gene_3016995,5
gene_4345615,5
gene_3793400,5
gene_4174713,5
gene_4075036,5
gene_2772476,5
gene_2426225,5
gene_4180321,5
gene_4273074,5
gene_3430294,5
gene_2876208,5
gene_3067843,5
gene_4360515,5
gene_4457240,5
gene_3132756,5
gene_4537909,5
gene_3558402,5
gene_4322934,5
gene_4207395,5
gene_4052319,5
gene_3648118,5
gene_4202991,5
gene_3417872,5
gene_2727779,5
gene_3348768,5
gene_4137636,5
gene_2947525,5
gene_3611478,5
gene_4140835,5
gene_3113082,5
gene_1981804,5
gene_4572223,5
gene_4452487,5
gene_3161295,5
gene_3949074,5
gene_3383686,5
gene_3495219,5
gene_3656689,5
gene_4501304,5
gene_2676577,5
gene_3659675,5
gene_3904297,5
gene_4050301,5
gene_2245727,5
gene_4233528,5
gene_3052286,5
gene_3293891,5
gene_2088919,5
gene_4508902,5
gene_3710133,5
gene_2960848,5
gene_2980520,5
gene_4175446,5
gene_4430271,5
gene_2649451,5
gene_2813605,5
gene_3647829,5
gene_2915747,5
gene_3899598,5
gene_3640877,5
gene_2154269,5
gene_4076900,5
gene_4099560,5
gene_1462703,5
gene_4445174,5
gene_4151323,5
gene_4164085,5
gene_3925001,5
gene_4619311,5
gene_3093450,5
gene_4386806,5
gene_4573734,5
gene_4469570,5
gene_4438505,5
gene_3596846,5
gene_3856203,5
gene_4297931,5
gene_2011599,5
gene_4233244,5
gene_4212719,5
gene_3183855,5
gene_4058322,5
gene_4281164,5
gene_2548836,5
gene_3961827,5
gene_4141650,5
gene_4416991,5
gene_3194228,5
gene_4107863,5
gene_2025601,5
gene_3737840,5
gene_3569037,5
gene_4461524,5
gene_2213509,5
gene_3965804,5
gene_2053411,5
gene_4578597,5
gene_4589079,5
gene_4408948,5
gene_4135625,5
gene_4614224,5
gene_4408499,5
gene_3174104,5
gene_2916157,5
gene_3765934,5
gene_4052506,5
gene_1923248,5
gene_2707908,5
gene_2901843,5
gene_2322649,5
gene_4253168,5
gene_3867181,5
gene_3988906,5
gene_3988196,5
gene_3286389,5
gene_3706736,5
gene_4387354,5
gene_3654509,5
gene_4061657,5
gene_4360937,5
gene_3829422,5
gene_3436334,5
gene_4035583,5
gene_2965141,5
gene_4043056,5
gene_3742562,5
gene_3703036,5
gene_2234767,5
gene_3531336,5
gene_4480612,5
gene_2691513,5
gene_3964592,5
gene_4489464,5
gene_4554857,5
gene_3115869,5
gene_2786252,5
gene_3025007,5
gene_3853423,5
gene_2976783,5
gene_3978493,5
gene_3583577,5
gene_4608334,5
gene_4217204,5
gene_3568796,5
gene_2969344,5
gene_4078733,5
gene_4141193,5
gene_3922600,5
gene_4276990,5
gene_3338908,5
gene_4445093,5
gene_3458811,5
gene_3898890,5
gene_4032384,5
gene_3653153,5
gene_3330876,5
gene_4070925,5
gene_3959025,5
gene_3348807,5
gene_3589214,5
gene_4194940,5
gene_4023922,5
gene_2156180,5
gene_3694165,5
gene_3249631,5
gene_4507253,5
gene_2993402,5
gene_2609238,5
gene_4417205,5
gene_4262281,5
gene_3005179,5
gene_4375118,5
gene_3391140,5
gene_4230058,5
gene_2871745,5
gene_3545166,5
gene_3008007,5
gene_2922283,5
gene_2492131,5
gene_3505382,5
gene_3608740,5
gene_3840286,5
gene_2294383,5
gene_3560972,5
gene_2300533,5
gene_4455699,5
gene_2507878,5
gene_4043667,5
gene_2246830,5
gene_3630779,5
gene_3373440,5
gene_3838672,5
gene_3031606,5
gene_3859098,5
gene_4315269,5
gene_3996033,5
gene_2691478,5
gene_4254003,5
gene_3760248,5
gene_3019261,5
gene_3303330,5
gene_3744362,5
gene_3785866,5
gene_3579376,5
gene_3878813,5
gene_2882868,5
gene_4094859,5
gene_4136310,5
gene_4015256,5
gene_3090826,5
gene_4449202,5
gene_3717604,5
gene_3755644,5
gene_3685965,5
gene_3964044,5
gene_3651674,5
gene_4526664,5
gene_4326414,5
gene_3536942,5
gene_2916155,5
gene_3914929,5
gene_3273518,5
gene_2603195,5
gene_3585820,5
gene_3391967,5
gene_4347182,5
gene_3892868,5
gene_3682487,5
gene_4587560,5
gene_4115101,5
gene_4337402,5
gene_3251249,5
gene_3738388,5
gene_2475912,5
gene_3886808,5
gene_3855022,5
gene_2950579,5
gene_4321186,5
gene_3928863,5
gene_4158657,5
gene_3980373,5
gene_3997029,5
gene_3710491,5
gene_4478442,5
gene_4357610,5
gene_3043910,5
gene_3821197,5
gene_4133372,5
gene_4502415,5
gene_3758589,5
gene_3436212,5
gene_4309743,5
gene_3493767,5
gene_4225172,5
gene_4560132,5
gene_3762835,5
gene_4321590,5
gene_3548186,5
gene_3499851,5
gene_4483117,5
gene_2578565,5
gene_3911974,5
gene_3015674,5
gene_4441777,5
gene_4073107,5
gene_4247387,5
gene_3886664,5
gene_3719091,5
gene_2962796,5
gene_3272983,5
gene_3780344,5
gene_4085328,5
gene_3652976,5
gene_4454211,5
gene_2662354,5
gene_2485468,5
gene_4001035,5
gene_4011603,5
gene_2753103,5
gene_3402735,5
gene_2259312,5
gene_3659942,5
gene_2291059,5
gene_4356532,5
gene_3729736,5
gene_2873573,5
gene_2809960,5
gene_3039567,5
gene_4612618,5
gene_4374616,5
gene_2918543,5
gene_4494635,5
gene_4008060,5
gene_2995007,5
gene_3082006,5
gene_3358526,5
gene_2724217,5
gene_4204168,5
gene_3822176,5
gene_2335865,5
gene_4285015,5
gene_4603695,5
gene_3289790,5
gene_3141177,5
gene_4233267,5
gene_3976532,5
gene_3303634,5
gene_3677113,5
gene_3285100,5
gene_3956549,5
gene_3465633,5
gene_3610430,5
gene_3825348,5
gene_3635030,5
gene_4098401,5
gene_4359738,5
gene_3810007,5
gene_4340378,5
gene_3043080,5
gene_4136740,5
gene_2916649,5
gene_3947936,5
gene_3317674,5
gene_4148385,5
gene_3914951,5
gene_3967344,5
gene_2342991,5
gene_4102660,5
gene_3275217,5
gene_4267485,5
gene_3637218,5
gene_3767791,5
gene_4248450,5
gene_3721345,5
gene_3355393,5
gene_4307248,5
gene_4578567,5
gene_4222679,5
gene_2889147,5
gene_4617279,5
gene_3697905,5
gene_4286404,5
gene_4300504,5
gene_2903146,5
gene_2896435,5
gene_2635439,5
gene_3632812,5
gene_3045171,5
gene_3011109,5
gene_3063768,5
gene_3948531,5
gene_4232119,5
gene_3826562,5
gene_4421050,5
gene_3948810,5
gene_2866332,5
gene_4464208,5
gene_4167561,5
gene_4436254,5
gene_3641792,5
gene_2114567,5
gene_4548136,5
gene_4032189,5
gene_3399864,5
gene_4072578,5
gene_3833930,5
gene_4563759,5
gene_3320725,5
gene_3561643,5
gene_4474404,5
gene_3107381,5
gene_3820302,5
gene_4486415,5
gene_2968382,5
gene_3656174,5
gene_2621911,5
gene_3635909,5
gene_3519749,5
gene_3960994,5
gene_4261690,5
gene_3048182,5
gene_2618284,5
gene_3090592,5
gene_2666163,5
gene_2643974,5
gene_2485470,5
gene_4177516,5
gene_3782616,5
gene_3781871,5
gene_3924922,5
gene_3919326,5
gene_3294170,5
gene_3587792,5
gene_4194353,5
gene_3882990,5
gene_3819230,5
gene_3994777,5
gene_4604035,5
gene_3984596,5
gene_3527466,5
gene_3981303,5
gene_2458683,5
gene_4354294,5
gene_2397544,5
gene_2183817,5
gene_3957552,5
gene_2558468,5
gene_2849302,5
gene_4337318,5
gene_3782028,5
gene_2081532,5
gene_2819033,5
gene_3231809,5
gene_4555901,5
gene_3007423,5
gene_3731231,5
gene_3324843,5
gene_2838370,5
gene_3450400,5
gene_1879998,5
gene_3319189,5
gene_3927013,5
gene_3713937,5
gene_4572113,5
gene_3021738,5
gene_1773408,5
gene_3542075,5
gene_2404562,5
gene_3949087,5
gene_4209153,5
gene_4275492,5
gene_2335192,5
gene_3957460,5
gene_3317014,5
gene_3942505,5
gene_3968439,5
gene_3284418,5
gene_4171781,5
gene_4269314,5
gene_4490671,5
gene_4193005,5
gene_4096595,5
gene_3766148,5
gene_3023624,5
gene_3916792,5
gene_4381281,5
gene_3600681,5
gene_2673032,5
gene_3415993,5
gene_4086322,5
gene_3437941,5
gene_3809387,5
gene_2855220,5
gene_3244390,5
gene_4295934,5
gene_3766461,5
gene_4473731,5
gene_4469265,5
gene_4167687,5
gene_3912601,5
gene_4312943,5
gene_4492881,5
gene_4632855,5
gene_4145574,5
gene_2689697,5
gene_3216052,5
gene_3850049,5
gene_3678076,5
gene_3844655,5
gene_4032363,5
gene_4354308,5
gene_3130452,5
gene_4008624,5
gene_4458257,5
gene_4239465,5
gene_4490860,5
gene_4093606,5
gene_4332366,5
gene_3173278,5
gene_3720562,5
gene_3074231,5
gene_3485603,5
gene_3345211,5
gene_3859618,5
gene_2097521,5
gene_3504039,5
gene_3135972,5
gene_4251213,5
gene_4564422,5
gene_3363623,5
gene_3850139,5
gene_4061101,5
gene_4000266,5
gene_2433910,5
gene_2322968,5
gene_4104690,5
gene_3232947,5
gene_4557671,5
gene_4135286,5
gene_4279915,5
gene_4349265,5
gene_4313465,5
gene_3747935,5
gene_4178594,5
gene_2906013,5
gene_2280115,5
gene_3754136,5
gene_4436959,5
gene_4302513,5
gene_3908388,5
gene_2802706,5
gene_3314809,5
gene_3063692,5
gene_4253149,5
gene_4490353,5
gene_4313333,5
gene_4476184,5
gene_4410453,5
gene_3435455,5
gene_4230485,5
gene_1699631,5
gene_3929072,5
gene_2887478,5
gene_4283063,5
gene_3232706,5
gene_3214799,5
gene_3062772,5
gene_3741904,5
gene_3804683,5
gene_4040263,5
gene_3486353,5
gene_4374132,5
gene_2425015,5
gene_4062822,5
gene_4521093,5
gene_3095814,5
gene_4166299,5
gene_4495797,5
gene_4509772,5
gene_3283912,5
gene_2956941,5
gene_3227224,5
gene_3603978,5
gene_3981360,5
gene_2491236,5
gene_4573322,5
gene_3072508,5
gene_3337099,5
gene_2891694,5
gene_4546692,5
gene_3724596,5
gene_4404439,5
gene_3524590,5
gene_4523392,5
gene_1971234,5
gene_4270613,5
gene_3244941,5
gene_2698527,5
gene_3932184,5
gene_3133105,5
gene_3472182,5
gene_2566494,5
gene_4529651,5
gene_4391092,5
gene_2454603,5
gene_3986522,5
gene_3348329,5
gene_1857679,5
gene_3709824,5
gene_4228443,5
gene_3513279,5
gene_4074410,5
gene_3224637,5
gene_3950758,5
gene_3444328,5
gene_4320110,5
gene_4051718,5
gene_4633191,5
gene_3404128,5
gene_2442191,5
gene_2995482,5
gene_4321141,5
gene_3254484,5
gene_3564008,5
gene_3728944,5
gene_3565481,5
gene_2102074,5
gene_3510429,5
gene_4020544,5
gene_4007633,5
gene_4628941,5
gene_4103858,5
gene_3144892,5
gene_4360348,5
gene_3031762,5
gene_3861876,5
gene_2662386,5
gene_3048889,5
gene_4364326,5
gene_4481571,5
gene_3932730,5
gene_4600141,5
gene_3039746,5
gene_3102429,5
gene_3315079,5
gene_3790625,5
gene_3062850,5
gene_4079928,5
gene_2852635,5
gene_4639073,5
gene_3026458,5
gene_4412284,5
gene_3593010,5
gene_3486136,5
gene_2092283,5
gene_3274894,5
gene_4351355,5
gene_3878719,5
gene_3876669,5
gene_3111763,5
gene_2866426,5
gene_3713679,5
gene_4084029,5
gene_4278786,5
gene_3749994,5
gene_3727565,5
gene_2259591,5
gene_4074483,5
gene_3276728,5
gene_2730337,5
gene_3083483,5
gene_3773988,5
gene_4445631,5
gene_3574437,5
gene_3708589,5
gene_3053421,5
gene_3306439,5
gene_2887854,5
gene_3761180,5
gene_3887639,5
gene_3871914,5
gene_4014123,5
gene_2102644,5
gene_3654141,5
gene_3089544,5
gene_3831211,5
gene_4134559,5
gene_2210828,5
gene_2287785,5
gene_3644344,5
gene_3518747,5
gene_3198764,5
gene_3516675,5
gene_2912949,5
gene_3472616,5
gene_3106325,5
gene_2043639,5
gene_4619194,5
gene_2923105,5
gene_3145418,5
gene_4052724,5
gene_3967535,5
gene_2435208,5
gene_2087899,5
gene_3259281,5
gene_4090664,5
gene_3753846,5
gene_4492362,5
gene_2983194,5
gene_2930045,5
gene_2876905,5
gene_3134444,5
gene_3167516,5
gene_4464041,5
gene_3650689,5
gene_2309046,5
gene_4265276,5
gene_2554568,5
gene_3191334,5
gene_2683220,5
gene_3864664,5
gene_3395032,5
gene_2978982,5
gene_2452618,5
gene_2571937,5
gene_2848216,5
gene_4401679,5
gene_4080910,5
gene_2882816,5
gene_3172108,5
gene_4346822,5
gene_3053916,5
gene_2559467,5
gene_4616309,5
gene_3126919,5
gene_3145593,5
gene_3542328,5
gene_4071932,5
gene_4158681,5
gene_3434357,5
gene_4009700,5
gene_4168393,5
gene_2161012,5
gene_3847668,5
gene_2155404,5
gene_2474011,5
gene_3374119,5
gene_3978377,5
gene_2242710,5
gene_2672398,5
gene_4169390,5
gene_4391764,5
gene_2649455,5
gene_3454615,5
gene_4562670,5
gene_3636705,5
gene_4201062,5
gene_2557847,5
gene_3833398,5
gene_4071717,5
gene_3627655,5
gene_3798072,5
gene_3402841,5
gene_3984741,5
gene_3360807,5
gene_2655044,5
gene_3771819,5
gene_3895570,5
gene_3604631,5
gene_4606649,5
gene_2150465,5
gene_3304310,5
gene_3910429,5
gene_3921331,5
gene_2535289,5
gene_3896513,5
gene_3319527,5
gene_3304869,5
gene_4095021,5
gene_4103435,5
gene_3081293,5
gene_3524213,5
gene_3726198,5
gene_3482254,5
gene_4255166,5
gene_3076283,5
gene_3669061,5
gene_4484966,5
gene_4129451,5
gene_4175862,5
gene_2128019,5
gene_3404869,5
gene_3375857,5
gene_4020862,5
gene_4246685,5
gene_3800160,5
gene_4638171,5
gene_3603746,5
gene_4365019,5
gene_3813736,5
gene_4539621,5
gene_4616213,5
gene_4292900,5
gene_4408822,5
gene_2454053,5
gene_3696244,5
gene_4383662,5
gene_4248478,5
gene_4073542,5
gene_3979924,5
gene_4635322,5
gene_3100772,5
gene_2988889,5
gene_4072783,5
gene_3755488,5
gene_3038278,5
gene_3849874,5
gene_3886396,5
gene_2523284,5
gene_4020449,5
gene_3305769,5
gene_2766901,5
gene_3554172,5
gene_4307744,5
gene_4157847,5
gene_2204538,5
gene_3261148,5
gene_3580747,5
gene_2881793,5
gene_2968749,5
gene_3619976,5
gene_3352583,5
gene_4348207,5
gene_4581636,5
gene_2486453,5
gene_3937210,5
gene_3714282,5
gene_3917883,5
gene_3981506,5
gene_3860698,5
gene_3370640,5
gene_2971046,5
gene_4471276,5
gene_2729470,5
gene_4056161,5
gene_4035395,5
gene_3448928,5
gene_4155548,5
gene_4327731,5
gene_4141599,5
gene_3713705,5
gene_3725847,5
gene_3779800,5
gene_3535238,5
gene_4549556,5
gene_3242951,5
gene_3219107,5
gene_4432401,5
gene_4414228,5
gene_3190997,5
gene_3974567,5
gene_3475346,5
gene_4008981,5
gene_3021293,5
gene_4121366,5
gene_2653767,5
gene_3689834,5
gene_3483698,5
gene_2633240,5
gene_3967174,5
gene_4331260,5
gene_4206696,5
gene_3482729,5
gene_3867593,5
gene_4392782,5
gene_4426628,5
gene_3183861,5
gene_2838093,5
gene_2590626,5
gene_4483589,5
gene_3021041,5
gene_4080484,5
gene_3303654,5
gene_2558044,5
gene_3939291,5
gene_4055430,5
gene_3997381,5
gene_3477124,5
gene_2932028,5
gene_4310870,5
gene_3462370,5
gene_4279636,5
gene_4132359,5
gene_1118457,5
gene_3709438,5
gene_4280354,5
gene_4229256,5
gene_2354891,5
gene_3690750,4
gene_3744414,4
gene_3641097,4
gene_4166885,4
gene_2449701,4
gene_4549299,4
gene_3695872,4
gene_3222403,4
gene_4255254,4
gene_2974524,4
gene_4511600,4
gene_3840407,4
gene_2910842,4
gene_4065570,4
gene_3946086,4
gene_4410073,4
gene_4451403,4
gene_3081637,4
gene_4171193,4
gene_4292598,4
gene_4141702,4
gene_4442489,4
gene_4283645,4
gene_4159749,4
gene_2744196,4
gene_4485810,4
gene_4408748,4
gene_4143997,4
gene_3305155,4
gene_2103361,4
gene_3647807,4
gene_3038839,4
gene_2937547,4
gene_4571567,4
gene_3513200,4
gene_4597818,4
gene_3941069,4
gene_4297098,4
gene_2413295,4
gene_2173142,4
gene_3900220,4
gene_4443790,4
gene_3943868,4
gene_3309350,4
gene_2851591,4
gene_3986130,4
gene_3605016,4
gene_3132987,4
gene_3791166,4
gene_4532885,4
gene_4131029,4
gene_2425014,4
gene_2584299,4
gene_2867740,4
gene_3105491,4
gene_3567452,4
gene_4365402,4
gene_3556849,4
gene_3423430,4
gene_3358159,4
gene_4380151,4
gene_4440484,4
gene_3827062,4
gene_3095475,4
gene_4233745,4
gene_4536327,4
gene_4350890,4
gene_3357670,4
gene_3217443,4
gene_4491714,4
gene_3072360,4
gene_3838539,4
gene_4083357,4
gene_3696255,4
gene_2947109,4
