,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K18919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K18926,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,8.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,55.0,5.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,23.0,0.0,0.0,4.0,1.0,2.0,10.0,2.0,15.0,0.0,50.0,0.0,1.0,9.0
K18928,10.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
K18929,12.0,0.0,1.0,1.0,8.0,0.0,8.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,0.0,2.0,2.0,1.0,6.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0
K18930,2.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,3.0
K18934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,13.0,0.0,46.0,0.0,2.0,3.0
K18979,12.0,1.0,0.0,2.0,10.0,3.0,31.0,1.0,13.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,9.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,13.0,0.0,6.0,0.0,0.0,8.0
K18983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
K18986,2.0,0.0,0.0,25.0,0.0,2.0,219.0,20.0,200.0,12.0,0.0,206.0,10.0,24.0,2.0,0.0,45.0,162.0,150.0,33.0,0.0,0.0,553.0,411.0,154.0,0.0,638.0,0.0,125.0,46.0,4.0,32.0,12.0,143.0,49.0,0.0,190.0,0.0,54.0,134.0
K18988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19002,2.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,9.0,0.0,11.0,1.0,4.0,8.0,7.0,1.0,2.0,0.0,10.0,0.0,42.0,29.0
K19005,8.0,1.0,0.0,1.0,2.0,0.0,22.0,4.0,6.0,5.0,0.0,6.0,5.0,0.0,1.0,0.0,7.0,4.0,3.0,3.0,0.0,1.0,13.0,5.0,0.0,1.0,29.0,0.0,7.0,2.0,7.0,9.0,6.0,3.0,12.0,0.0,61.0,0.0,3.0,11.0
K19046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
K19048,0.0,0.0,0.0,0.0,0.0,9.0,77.0,0.0,32.0,0.0,0.0,37.0,0.0,2.0,0.0,0.0,27.0,45.0,0.0,0.0,0.0,0.0,52.0,135.0,6.0,0.0,69.0,0.0,12.0,4.0,0.0,2.0,0.0,9.0,1.0,0.0,2.0,0.0,22.0,138.0
K19049,17.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
K19052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19055,3.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,12.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,2.0,26.0,11.0,0.0,0.0,34.0,0.0,17.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,5.0,31.0
K19064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19068,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0
K19075,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
K19076,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K19088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
K19090,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
K19091,0.0,3.0,1.0,0.0,0.0,1.0,12.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
K19092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
K19096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
K19114,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0
K19115,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0
K19116,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
K19117,2.0,0.0,0.0,0.0,1.0,5.0,33.0,0.0,21.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,1.0,0.0,0.0,32.0,9.0,5.0,0.0,40.0,0.0,6.0,2.0,0.0,2.0,0.0,15.0,9.0,0.0,11.0,0.0,10.0,8.0
K19118,2.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,25.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,13.0,2.0,0.0,0.0,0.0,45.0,7.0,2.0,0.0,18.0,0.0,10.0,5.0,0.0,0.0,2.0,24.0,4.0,0.0,0.0,0.0,0.0,8.0
K19119,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,13.0,0.0,10.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,4.0,0.0,4.0,3.0
K19123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K19124,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
K19125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K19126,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K19128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K19131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19134,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
K19137,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0
K19138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
K19139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19140,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K19141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K19142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19147,9.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,1.0,14.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,6.0,0.0,2.0,1.0
K19157,15.0,1.0,0.0,0.0,9.0,2.0,28.0,0.0,18.0,7.0,0.0,27.0,0.0,1.0,0.0,0.0,11.0,26.0,3.0,0.0,0.0,0.0,44.0,9.0,0.0,1.0,26.0,0.0,8.0,0.0,4.0,0.0,3.0,6.0,2.0,0.0,43.0,0.0,5.0,14.0
K19158,18.0,5.0,3.0,0.0,22.0,3.0,65.0,0.0,67.0,25.0,0.0,15.0,0.0,0.0,3.0,0.0,2.0,27.0,3.0,2.0,0.0,0.0,69.0,66.0,4.0,0.0,40.0,0.0,34.0,6.0,1.0,0.0,6.0,55.0,11.0,0.0,50.0,0.0,12.0,50.0
K19159,5.0,1.0,0.0,0.0,0.0,1.0,29.0,0.0,46.0,10.0,0.0,7.0,6.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,53.0,69.0,8.0,0.0,8.0,0.0,38.0,3.0,0.0,0.0,9.0,54.0,14.0,0.0,20.0,0.0,10.0,6.0
K19165,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,9.0
K19166,15.0,0.0,0.0,1.0,3.0,2.0,33.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
K19167,0.0,5.0,0.0,0.0,0.0,2.0,21.0,0.0,9.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,41.0,11.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,50.0,81.0
K19168,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
K19169,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0
K19170,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,4.0
K19171,6.0,2.0,0.0,0.0,10.0,2.0,17.0,0.0,8.0,6.0,4.0,30.0,1.0,2.0,3.0,0.0,53.0,31.0,3.0,2.0,0.0,1.0,32.0,12.0,0.0,0.0,37.0,0.0,8.0,3.0,9.0,0.0,5.0,11.0,3.0,0.0,8.0,0.0,0.0,5.0
K19172,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
K19173,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
K19174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K19175,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0
K19200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19221,1.0,6.0,0.0,1.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,12.0,0.0,8.0,1.0,4.0,1.0,0.0,11.0,0.0,0.0,10.0,0.0,3.0,16.0
K19222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
K19223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19225,1.0,2.0,4.0,6.0,0.0,0.0,18.0,1.0,19.0,9.0,0.0,5.0,1.0,11.0,1.0,0.0,7.0,11.0,9.0,3.0,0.0,0.0,21.0,12.0,5.0,0.0,20.0,0.0,5.0,2.0,2.0,3.0,11.0,6.0,0.0,0.0,3.0,0.0,1.0,14.0
K19226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19244,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
K19265,12.0,1.0,0.0,1.0,3.0,4.0,30.0,0.0,2.0,0.0,6.0,90.0,6.0,6.0,11.0,0.0,72.0,27.0,18.0,6.0,0.0,0.0,55.0,14.0,0.0,3.0,18.0,0.0,8.0,6.0,0.0,3.0,4.0,7.0,11.0,0.0,3.0,0.0,9.0,17.0
K19267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19271,14.0,3.0,13.0,9.0,20.0,4.0,132.0,0.0,193.0,32.0,14.0,65.0,30.0,19.0,9.0,0.0,36.0,43.0,21.0,1.0,0.0,0.0,62.0,48.0,2.0,0.0,39.0,4.0,6.0,11.0,2.0,9.0,4.0,4.0,6.0,0.0,9.0,0.0,11.0,28.0
K19273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K19285,1.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
K19286,14.0,0.0,0.0,0.0,9.0,1.0,21.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0
K19294,3.0,27.0,8.0,1.0,6.0,12.0,123.0,0.0,137.0,12.0,1.0,144.0,3.0,7.0,4.0,1.0,110.0,63.0,50.0,0.0,0.0,32.0,341.0,54.0,9.0,0.0,140.0,2.0,219.0,36.0,3.0,10.0,9.0,72.0,17.0,0.0,56.0,0.0,44.0,145.0
K19302,2.0,1.0,0.0,1.0,0.0,0.0,19.0,1.0,7.0,5.0,0.0,20.0,1.0,1.0,3.0,0.0,5.0,14.0,7.0,1.0,0.0,0.0,52.0,11.0,0.0,0.0,32.0,0.0,8.0,2.0,3.0,1.0,3.0,19.0,6.0,0.0,18.0,0.0,13.0,5.0
