,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K02667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02669,0.0,0.0,0.0,0.0,2.0,1.0,53.0,0.0,19.0,1.0,0.0,71.0,0.0,9.0,1.0,0.0,50.0,6.0,4.0,2.0,1.0,0.0,125.0,21.0,0.0,0.0,71.0,0.0,23.0,3.0,2.0,17.0,9.0,41.0,5.0,0.0,21.0,0.0,20.0,8.0
K02670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02687,14.0,2.0,0.0,5.0,8.0,18.0,76.0,0.0,32.0,22.0,7.0,114.0,5.0,30.0,10.0,1.0,85.0,63.0,22.0,2.0,0.0,2.0,147.0,38.0,1.0,0.0,107.0,1.0,139.0,18.0,5.0,3.0,9.0,55.0,10.0,0.0,63.0,0.0,5.0,36.0
K02688,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
K02689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02744,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
K02745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
K02746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
K02747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
K02749,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
K02752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
K02755,9.0,1.0,3.0,5.0,6.0,16.0,194.0,4.0,46.0,3.0,2.0,61.0,4.0,8.0,0.0,1.0,33.0,89.0,15.0,3.0,0.0,2.0,141.0,36.0,4.0,0.0,125.0,0.0,28.0,2.0,3.0,18.0,13.0,18.0,17.0,0.0,87.0,0.0,11.0,56.0
K02756,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02759,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,10.0,3.0,2.0,0.0,0.0,20.0,3.0,1.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,11.0,0.0,1.0,1.0
K02760,0.0,4.0,0.0,1.0,0.0,0.0,18.0,1.0,3.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,5.0,4.0
K02761,12.0,0.0,0.0,7.0,0.0,10.0,124.0,7.0,25.0,13.0,3.0,52.0,5.0,6.0,1.0,0.0,66.0,40.0,8.0,6.0,0.0,0.0,117.0,27.0,4.0,1.0,54.0,3.0,22.0,9.0,8.0,35.0,16.0,12.0,46.0,0.0,167.0,0.0,16.0,27.0
K02768,1.0,0.0,0.0,2.0,0.0,8.0,56.0,5.0,12.0,3.0,18.0,382.0,10.0,13.0,27.0,1.0,334.0,82.0,12.0,10.0,0.0,0.0,65.0,6.0,1.0,0.0,78.0,0.0,18.0,5.0,4.0,10.0,7.0,4.0,4.0,0.0,25.0,0.0,20.0,8.0
K02769,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02770,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,8.0,0.0,7.0,0.0,13.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02771,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02773,2.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
K02774,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
K02775,19.0,1.0,0.0,0.0,12.0,7.0,52.0,3.0,8.0,7.0,0.0,13.0,0.0,3.0,1.0,0.0,12.0,9.0,7.0,7.0,0.0,1.0,30.0,8.0,2.0,1.0,39.0,0.0,8.0,2.0,1.0,3.0,0.0,2.0,4.0,0.0,2.0,0.0,9.0,16.0
K02777,2.0,0.0,0.0,2.0,0.0,0.0,30.0,2.0,2.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,3.0,0.0,0.0,39.0,4.0,0.0,0.0,15.0,0.0,9.0,2.0,0.0,4.0,1.0,3.0,4.0,0.0,18.0,0.0,5.0,6.0
K02778,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,22.0,0.0,0.0,2.0
K02781,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0
K02782,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,17.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0
K02783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0
K02784,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
K02787,2.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K02790,1.0,0.0,0.0,0.0,4.0,0.0,25.0,0.0,4.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,13.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,7.0,0.0,0.0,2.0
K02793,0.0,0.0,0.0,2.0,0.0,3.0,21.0,1.0,5.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,22.0,6.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,15.0,0.0,6.0,0.0,8.0,8.0,0.0,2.0,13.0,0.0,43.0,0.0,0.0,3.0
K02794,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
K02795,2.0,1.0,0.0,3.0,1.0,2.0,48.0,1.0,9.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,29.0,5.0,3.0,6.0,1.0,0.0,33.0,3.0,0.0,0.0,29.0,0.0,13.0,2.0,0.0,4.0,6.0,4.0,6.0,0.0,40.0,0.0,2.0,4.0
K02796,2.0,0.0,0.0,2.0,2.0,2.0,22.0,1.0,7.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,26.0,9.0,1.0,3.0,0.0,1.0,14.0,9.0,0.0,0.0,29.0,0.0,12.0,2.0,5.0,8.0,5.0,8.0,15.0,0.0,70.0,0.0,9.0,9.0
K02798,0.0,9.0,0.0,0.0,1.0,5.0,120.0,0.0,14.0,1.0,0.0,68.0,1.0,0.0,0.0,0.0,3.0,76.0,60.0,1.0,0.0,0.0,189.0,12.0,0.0,0.0,72.0,0.0,73.0,1.0,2.0,3.0,1.0,14.0,6.0,0.0,39.0,0.0,17.0,102.0
K02799,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
K02803,13.0,19.0,5.0,1.0,10.0,6.0,79.0,0.0,197.0,57.0,0.0,17.0,4.0,0.0,2.0,0.0,7.0,15.0,10.0,1.0,0.0,0.0,42.0,45.0,1.0,0.0,20.0,0.0,27.0,8.0,0.0,5.0,6.0,5.0,8.0,0.0,17.0,0.0,3.0,25.0
K02805,0.0,8.0,0.0,0.0,0.0,0.0,51.0,0.0,23.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,59.0,6.0,1.0,0.0,28.0,0.0,11.0,3.0,0.0,0.0,3.0,11.0,5.0,0.0,2.0,0.0,15.0,29.0
K02808,2.0,0.0,3.0,4.0,3.0,6.0,150.0,4.0,28.0,2.0,0.0,121.0,6.0,9.0,0.0,0.0,34.0,135.0,42.0,5.0,0.0,0.0,199.0,57.0,3.0,0.0,94.0,1.0,33.0,5.0,6.0,4.0,25.0,16.0,13.0,0.0,116.0,0.0,11.0,48.0
K02809,2.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,2.0,2.0,0.0,36.0,1.0,0.0,0.0,0.0,2.0,25.0,7.0,0.0,0.0,0.0,45.0,18.0,0.0,0.0,33.0,0.0,9.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,5.0,0.0,6.0,7.0
K02817,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,4.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,35.0,11.0,0.0,0.0,23.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0
K02818,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
K02821,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,14.0,0.0,1.0,2.0
K02822,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0
K02823,14.0,0.0,3.0,8.0,14.0,8.0,69.0,1.0,26.0,9.0,4.0,108.0,4.0,8.0,14.0,0.0,104.0,74.0,25.0,1.0,0.0,2.0,122.0,6.0,2.0,0.0,81.0,2.0,35.0,15.0,0.0,4.0,14.0,52.0,9.0,0.0,72.0,0.0,13.0,61.0
K02824,1.0,0.0,0.0,3.0,17.0,6.0,32.0,0.0,22.0,14.0,0.0,54.0,6.0,12.0,5.0,2.0,98.0,92.0,16.0,0.0,1.0,2.0,256.0,36.0,0.0,0.0,143.0,0.0,241.0,17.0,4.0,24.0,13.0,1.0,8.0,0.0,74.0,0.0,60.0,27.0
K02825,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,5.0,5.0,8.0,0.0,2.0,0.0,30.0,0.0,1.0,0.0
K02834,8.0,0.0,0.0,0.0,6.0,12.0,34.0,0.0,9.0,5.0,5.0,56.0,2.0,2.0,6.0,0.0,27.0,30.0,6.0,6.0,0.0,0.0,53.0,5.0,4.0,0.0,42.0,0.0,44.0,5.0,2.0,4.0,6.0,4.0,7.0,0.0,17.0,0.0,12.0,13.0
K02835,22.0,2.0,6.0,1.0,46.0,27.0,213.0,2.0,56.0,41.0,8.0,195.0,17.0,15.0,12.0,1.0,200.0,87.0,34.0,4.0,0.0,0.0,291.0,68.0,24.0,6.0,252.0,0.0,71.0,31.0,18.0,29.0,29.0,33.0,28.0,0.0,148.0,0.0,54.0,87.0
K02836,62.0,11.0,3.0,56.0,38.0,19.0,187.0,0.0,200.0,194.0,2.0,344.0,24.0,66.0,9.0,0.0,181.0,94.0,29.0,46.0,8.0,1.0,464.0,86.0,22.0,0.0,208.0,0.0,198.0,33.0,7.0,21.0,24.0,35.0,72.0,0.0,140.0,0.0,22.0,117.0
K02837,71.0,6.0,17.0,6.0,63.0,24.0,315.0,0.0,82.0,32.0,1.0,187.0,103.0,12.0,5.0,0.0,57.0,60.0,79.0,6.0,0.0,0.0,557.0,183.0,2.0,0.0,328.0,0.0,312.0,199.0,5.0,24.0,56.0,96.0,26.0,0.0,91.0,0.0,58.0,104.0
K02838,36.0,0.0,1.0,6.0,27.0,5.0,85.0,0.0,29.0,6.0,4.0,70.0,27.0,4.0,5.0,0.0,56.0,39.0,9.0,9.0,1.0,12.0,92.0,24.0,10.0,0.0,102.0,0.0,27.0,63.0,3.0,2.0,9.0,22.0,27.0,0.0,19.0,0.0,4.0,25.0
K02839,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
K02840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,7.0,0.0,53.0,0.0,0.0,4.0
K02841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
K02844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
K02849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02851,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,5.0,3.0,0.0,24.0,5.0,3.0,1.0,0.0,19.0,27.0,11.0,2.0,0.0,0.0,136.0,2.0,19.0,0.0,62.0,0.0,15.0,0.0,2.0,5.0,6.0,22.0,9.0,0.0,40.0,0.0,30.0,3.0
K02852,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02856,32.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0
K02858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
K02860,13.0,0.0,1.0,1.0,6.0,2.0,39.0,2.0,8.0,6.0,2.0,52.0,2.0,7.0,1.0,0.0,37.0,34.0,14.0,3.0,0.0,0.0,70.0,8.0,1.0,0.0,50.0,0.0,14.0,8.0,1.0,1.0,4.0,5.0,11.0,0.0,26.0,0.0,6.0,17.0
K02863,77.0,0.0,14.0,4.0,29.0,36.0,299.0,0.0,41.0,46.0,10.0,191.0,9.0,12.0,18.0,0.0,197.0,115.0,21.0,54.0,0.0,0.0,428.0,201.0,27.0,0.0,201.0,0.0,147.0,56.0,12.0,11.0,51.0,82.0,101.0,0.0,104.0,0.0,66.0,192.0
K02864,17.0,0.0,0.0,5.0,5.0,7.0,65.0,0.0,21.0,19.0,4.0,103.0,0.0,7.0,7.0,0.0,136.0,64.0,14.0,11.0,0.0,2.0,177.0,43.0,0.0,1.0,124.0,0.0,91.0,13.0,6.0,5.0,9.0,13.0,31.0,0.0,30.0,0.0,6.0,30.0
K02867,86.0,0.0,14.0,9.0,70.0,1.0,257.0,0.0,52.0,82.0,1.0,132.0,0.0,3.0,41.0,0.0,59.0,74.0,13.0,3.0,0.0,3.0,312.0,135.0,23.0,6.0,149.0,0.0,64.0,32.0,15.0,21.0,20.0,18.0,54.0,0.0,28.0,0.0,43.0,100.0
K02871,14.0,7.0,4.0,2.0,26.0,23.0,96.0,0.0,60.0,41.0,1.0,69.0,1.0,13.0,14.0,0.0,48.0,40.0,32.0,10.0,0.0,0.0,120.0,74.0,8.0,1.0,66.0,1.0,111.0,30.0,10.0,4.0,10.0,63.0,17.0,0.0,31.0,0.0,93.0,33.0
