ko_map,gi_location,no_FMT_control,Recipient,Donor,postFMTvsnoFMT,donorVnoFMT,postFMTvdonor
K07467,colon,0.02335275,0.02366825,0.3220315,0.0193605885167645,3.78553745905383,-3.76617687053707
K07481,colon,0.85256125,0.97448375,21.185825,0.192834643572308,4.63515201529203,-4.44231737171972
K07483,colon,12.1745,0.02366825,221.84725,-9.00669376849887,4.1876322417943,-13.1943260102932
K07492,colon,0.02335275,0.53323375,0.473732,4.51310374031829,4.3424067718502,0.170696968468086
K07498,colon,0.02335275,0.02366825,0.60745675,0.0193605885167645,4.70111733908063,-4.68175675056387
K07590,colon,0.02335275,0.02366825,1.6941455,0.0193605885167645,6.18082152371231,-6.16146093519554
K09459,colon,0.02335275,5.4067695,2.0733825,7.85503059242235,6.47225003034237,1.38278056207998
K09690,colon,0.02335275,0.02366825,0.3667225,0.0193605885167645,3.97302442870669,-3.95366384018993
K09707,colon,0.02335275,0.02366825,1.89868125,0.0193605885167645,6.34526146592759,-6.32590087741083
K09766,colon,0.02335275,0.02366825,0.476508,0.0193605885167645,4.35083607987081,-4.33147549135404
K09772,colon,0.02335275,0.02366825,0.50137575,0.0193605885167645,4.42422786355216,-4.4048672750354
K09803,colon,0.02335275,0.02366825,1.67601475,0.0193605885167645,6.1652985850243,-6.14593799650753
K10009,colon,0.02335275,0.02366825,0.74131075,0.0193605885167645,4.98841407695857,-4.96905348844181
K10112,colon,1.569912,0.02366825,18.18545,-6.05158684319196,3.53402902827873,-9.58561587147069
K10189,colon,0.02335275,0.02366825,0.4353855,0.0193605885167645,4.22062900547752,-4.20126841696075
K10190,colon,0.02335275,0.02366825,0.5401855,0.0193605885167645,4.53179055904235,-4.51242997052558
K10201,colon,0.02335275,0.02366825,1.8035525,0.0193605885167645,6.27110515875245,-6.25174457023568
K10540,colon,0.05694125,0.02366825,3.416115,-1.26652112512209,5.90673856827622,-7.1732596933983
K10546,colon,0.02335275,0.02366825,0.61573725,0.0193605885167645,4.72065049372045,-4.70128990520368
K10547,colon,0.02335275,0.02366825,1.141327,0.0193605885167645,5.61097593468012,-5.59161534616335
K11249,colon,0.02335275,0.52300875,1.305473,4.48517072754385,5.80483635920484,-1.31966563166099
K11927,colon,0.21338575,0.02366825,3.393225,-3.17243889142027,3.99112135566594,-7.16356024708621
K12472,colon,0.02335275,0.02366825,15.8294275,0.0193605885167645,9.40480091291273,-9.38544032439597
K13280,colon,0.02335275,0.02366825,0.3942825,0.0193605885167645,4.07756532309061,-4.05820473457385
K14988,colon,0.02335275,0.02366825,1.991963,0.0193605885167645,6.41445458940427,-6.3950940008875
K16328,colon,0.02335275,0.02366825,0.33669025,0.0193605885167645,3.84975758808347,-3.83039699956671
K16329,colon,0.02335275,0.02366825,0.504547,0.0193605885167645,4.43332431117816,-4.41396372266139
K16698,colon,0.02335275,0.02366825,0.423038,0.0193605885167645,4.17912290574017,-4.15976231722341
K16905,colon,0.02335275,0.02366825,0.7763905,0.0193605885167645,5.05511810958977,-5.03575752107301
K19048,colon,0.02335275,0.02366825,11.30612,0.0193605885167645,8.91929574873041,-8.89993516021365
K19165,colon,0.02335275,0.02366825,0.78918125,0.0193605885167645,5.07869232417099,-5.05933173565423
K19167,colon,0.36803625,0.02366825,4.0859825,-3.958822928475,3.47276324741621,-7.43158617589121
K19221,colon,0.02335275,0.02366825,0.5216845,0.0193605885167645,4.4815132138552,-4.46215262533844
K19309,colon,0.28941125,0.02366825,10.8863,-3.6120960593201,5.23324888524053,-8.84534494456063
K19956,colon,0.02335275,0.02366825,0.2720615,0.0193605885167645,3.54226845660225,-3.52290786808548
K20904,colon,0.02335275,0.02366825,1.20401725,0.0193605885167645,5.68811980108487,-5.66875921256811
K22477,colon,0.02335275,0.02366825,0.24461275,0.0193605885167645,3.38883524811771,-3.36947465960094
