#OTU ID	20230504lav15P1A11	20230501lav13P1A3	20230504lav14P1A10	20230501lav14P1A4	20230501lav15P1A5	20230501lav11P1A1	20230504lav21P1B7	20230501lav12P1A2	20230504lav23P1B9	20230504lav12P1A8	20230504lav13P1A9	20230504lav24P1B10	20230501lav21P1B1	20230504lav31P1C7	20230504lav11P1A7	20230501lav45P1C6	20230501lav22P1B2	20230501lav23P1B3	20230501lav24P1B4	20230501lav34P1C4	20230504lav32P1C8	20230511GPLP2H4	20230501lav31P1C1	20230501lav44P1C5	20230504lav33P1C9	20230501lav32P1C2	20230501lav33P1C3	20230504lav41P1A12	20230504lav34P1C10	20230501lav42P1B5	20230504lav42P1B11	20230501lav43P1B6	20230504lav43P1B12	20230504lav22P1B8	20230501lav41P1A6	20230511GPP2H2	20230508lav15P1E11	20230508lav12P1E8	20230504lav44P1C11	20230508lav31P1G7	20230504lav45P1C12	20230508lav24P1F10	20230506lav13P1E3	20230508lav11P1E7	20230506lav12P1E2	20230508lav13P1E9	20230506lav11P1E1	20230508lav21P1F7	20230508lav34P1G10	20230508lav22P1F8	20230506lav14P1E4	20230508lav14P1E10	20230506lav15P1E5	20230506lav42P1F5	20230506lav45P1G6	20230506lav21P1F1	20230511LP2H3	20230506lav22P1F2	20230506lav44P1G5	20230506lav23P1F3	20230508lav23P1F9	20230506lav24P1F4	20230508lav43P1F12	20230506lav43P1F6	20230506lav32P1G2	20230506lav33P1G3	20230506lav31P1G1	20230508lav32P1G8	20230506lav34P1G4	20230508lav33P1G9	20230506lav41P1E6	20230508lav42P1F11	20230508lav41P1E12	20230511controlP2H1	20230508lav44P1G11	20230511lav24P2B11	20230511lav22P2B8	20230510lav41P2A6	20230510lav45P2C6	20230508lav45P1G12	20230511lav44P2C11	20230510lav12P2A2	20230510lav14P2A4	20230510lav33P2C3	20230510lav43P2B6	20230510lav11P2A1	20230511uter11P2E1	bulkMaPS-E1	20230510lav13P2A3	20230511lav11P2A7	20230511lav31P2C7	20230510lav15P2A5	20230510lav42P2B5	20230511lav12P2A8	20230510lav21P2B1	20230510lav23P2B3	20230511lav13P2A9	20230510lav22P2B2	20230510lav24P2B4	20230511lav14P2A10	20230510lav31P2C1	20230511lav15P2A11	20230510lav32P2C2	20230511lav23P2B9	20230510lav44P2C5	20230511lav21P2B7	20230510lav34P2C4	20230511uter41P2E6	bulkMaPS-J3	20230511lav32P2C8	20230511lav33P2C9	20230511lav43P2B12	20230511lav45P2C12	20230511uter33P2G3	bulkMaPS-E2	bulkMaPS-E7	bulkMaPS-J8	20230511lav34P2C10	20230511lav41P2A12	20230511lav42P2B10	20230511uter12P2E2	20230511uter44P2G5	20230511uter13P2E3	bulkMaPS-E3	bulkMaPS-E5	bulkMaPS-J5	bulkMaPS-J1	20230511uter21P2F1	bulkMaPS-E4	bulkMaPS-J4	20230511uter45P2G6	bulkMaPS-E6	bulkMaPS-J6	20230511uter22P2F2	bulkMaPS-E8	20230511uter24P2F4	20230511uter31P2G1	20230511uter42P2F5	20230511uter15P2E5	20230511uter23P2F3	20230511uter14P2E4	bulkMaPS-J7	bulkMaPS-J2	20230511uter43P2F6	20230511uter34P2G4	20230511uter32P2G2
Otu370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	1	1	0	0	0	7	0	0	0	0	2	0	0	4	0	0	5	0	3	0	0	0	1	0	1	3	0	4	1	0	0	8	6	4	0	1	0	0	1	0	6	0	2	0	1	3	7	0	0	0	2	6	0	0	0	0	0	0	14	0	0	0	0
Otu19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	169	997	672	1	0	0	0	0	0	641	73	339	45	0	886	731	0	86	46	0	885	0	0	0	1	0	0	819	82	0	0	0
Otu701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	305	0	0	0	2	0	12	0	0	2	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	18	191	0	0	1	3	0	22	10631	0	4	0	0	0	0	0	0	15	24	0	0	0
Otu91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	39	1	0	1	3	0	0	1040	0	0	0	0	0	0	0	0	1	281	0	0	0
Otu26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	259	0	0	0	0	0	12	0	56	0	0	0	0	0	0	0	0	0	0	458	0	0	1	0	0	0	0	0	1	0	1	0	0	0	4	1	0	1	0	5	0	4	1	1	0	0	156	14	2	1	0	0	3	6	37	6	0	1	3	0	1	0	10	0	1	0	0	66	1	2	1	0	0	38	45	142	3	2	2	0	0	2	1024	203	12	1	0	160	190	0	2330	1	0	130	0	0	0	0	1	0	249	3	0	0	0
Otu81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	19	2	12	0	0	0	0	3	700	0	0	0	0	0	0	0	0	1	712	0	0	0
Otu39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	52	28	370	0	5	0	0	19	419	0	2	0	0	0	0	0	0	0	2361	0	0	0
Otu34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	3	8	203	68	0	12	12	0	0	1120	0	0	0	0	0	0	0	0	6	2380	0	0	0
Otu133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	516	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	20	901	0	0	0	0	7	4204	0	0	0	0	0	0	0	0	1	6238	0	0	0
Otu587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	1	6	35	0	0	0	0	0	0	82	52	0	0	0	37	79	0	93	0	0	2	0	0	0	0	0	0	82	0	0	0	0
Otu11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	41	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2837	0	0	0	0	0	798	0	0	0	0	10	0	92	0	142	7	1	15	0	0	0	0	0	53	0	0	63	206	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	23	0	0	0	0	0	9	34	0	0	0	0	36	0	23	11	0	18	0	56	0	246	1790	0	10	26	4	0	1662	0	3	0	0	0	0	0	1	77	2058	0	1	0
Otu53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	0	0	0	0	1	97	0	0	0	0	0	0	23	0	56	1	0	61	0	0	0	0	0	9	0	0	94	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	21	1	0	0	0	0	0	0	3	19	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Otu61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	62	0	0	0	0	0	0	43	0	10	0	0	6	0	0	0	0	0	1	0	0	73	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	0	1	1	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	27	12	0	0	0	13	30	0	14	0	0	0	0	0	0	0	0	0	17	0	0	1	0
Otu50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	177	0	0	0	0	1	0	18	0	22	0	0	9	0	0	0	0	0	16	0	0	17	41	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	1	0	2	8	0	0	0	0	10	0	3	4	0	2	0	10	0	62	407	0	2	8	2	0	446	0	0	0	0	0	0	0	0	29	472	0	1	0
Otu135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	95	0	0	0	0	1	0	10	0	12	0	0	3	0	0	0	1	0	5	0	0	6	18	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	2	0	0	0	0	7	0	7	0	0	1	0	8	0	26	204	0	1	1	3	0	232	0	1	0	0	0	0	0	0	16	251	0	0	0
Otu155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	40	0	0	0	0	2	0	3	0	10	1	0	1	0	0	0	0	0	3	0	0	3	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	1	5	1	0	2	0	1	0	13	66	0	1	1	0	0	79	0	0	0	0	0	0	0	0	6	100	0	0	0
Otu379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	181	0	0	0	1	1	42	0	0	0	0	1	0	4	0	7	0	0	1	0	0	0	0	0	1	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	2	0	1	2	0	1	0	3	0	14	90	0	0	2	1	0	98	0	0	0	0	0	0	0	0	8	143	0	0	0
Otu462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0
Otu228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	37	0	0	0	0	0	0	3	0	10	0	0	4	0	0	0	1	0	0	0	0	35	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	1	0	16	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	24	0	0	0	0	0	0	10	3	0	0	0	6	4	0	19	0	0	4	0	0	0	0	0	0	11	0	0	0	0
Otu442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	3	4	2	0	1	4	0	0	1	1	3	0	2	0	0	0	1	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	3	557	394	0	42	13	0	0	991	0	3	0	0	0	0	0	0	30	4694	0	0	0
Otu30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	1	26	254	53	0	34	4	0	14	2257	0	0	0	0	0	0	0	0	12	2095	0	0	0
Otu31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	350	211	0	1	1	0	0	2413	0	0	0	0	0	0	0	0	0	1327	0	0	0
